Subject,Condition,Item,Word,wd,RT,region_g,ambiguity_g,gender_g,ambiguity,gender
38,gp2,20,1,the,614,others,Ambiguous,Gender mismatch,1,1
38,gp2,20,2,neighbour,800,others,Ambiguous,Gender mismatch,1,1
38,gp2,20,3,visited,626,others,Ambiguous,Gender mismatch,1,1
38,gp2,20,4,Bob's,913,others,Ambiguous,Gender mismatch,1,1
38,gp2,20,5,aunt,825,Pre-disambiguating region,Ambiguous,Gender mismatch,1,1
38,gp2,20,6,started,1366,Disambiguating region,Ambiguous,Gender mismatch,1,1
38,gp2,20,7,to,742,Post-disambiguating region,Ambiguous,Gender mismatch,1,1
38,gp2,20,8,introduce,871,Pre-reflexive region,Ambiguous,Gender mismatch,1,1
38,gp2,20,9,himself,2333,Reflexive region,Ambiguous,Gender mismatch,1,1
38,gp2,20,10,to,547,Post-reflexive region,Ambiguous,Gender mismatch,1,1
38,gp2,20,11,the,NA,others,Ambiguous,Gender mismatch,1,1
38,gp2,20,12,guests.,NA,others,Ambiguous,Gender mismatch,1,1
38,gp3,21,0,While,1290,others,Unambiguous,Gender match,-1,-1
38,gp3,21,1,the,569,others,Unambiguous,Gender match,-1,-1
38,gp3,21,2,child,636,others,Unambiguous,Gender match,-1,-1
38,gp3,21,3,sketched%2C,856,others,Unambiguous,Gender match,-1,-1
38,gp3,21,4,Rose's,1036,others,Unambiguous,Gender match,-1,-1
38,gp3,21,5,mum,535,Pre-disambiguating region,Unambiguous,Gender match,-1,-1
38,gp3,21,6,decided,1234,Disambiguating region,Unambiguous,Gender match,-1,-1
38,gp3,21,7,to,524,Post-disambiguating region,Unambiguous,Gender match,-1,-1
38,gp3,21,8,prepare,566,Pre-reflexive region,Unambiguous,Gender match,-1,-1
38,gp3,21,9,herself,547,Reflexive region,Unambiguous,Gender match,-1,-1
38,gp3,21,10,a,492,Post-reflexive region,Unambiguous,Gender match,-1,-1
38,gp3,21,11,small,690,others,Unambiguous,Gender match,-1,-1
38,gp3,21,12,snack.,1404,others,Unambiguous,Gender match,-1,-1
38,gp4,22,0,As,655,others,Unambiguous,Gender mismatch,-1,1
38,gp4,22,1,the,577,others,Unambiguous,Gender mismatch,-1,1
38,gp4,22,2,adult,848,others,Unambiguous,Gender mismatch,-1,1
38,gp4,22,3,washed%2C,1491,others,Unambiguous,Gender mismatch,-1,1
38,gp4,22,4,Elena's,897,others,Unambiguous,Gender mismatch,-1,1
38,gp4,22,5,nephew,689,Pre-disambiguating region,Unambiguous,Gender mismatch,-1,1
38,gp4,22,6,wanted,916,Disambiguating region,Unambiguous,Gender mismatch,-1,1
38,gp4,22,7,to,1145,Post-disambiguating region,Unambiguous,Gender mismatch,-1,1
38,gp4,22,8,warm,735,Pre-reflexive region,Unambiguous,Gender mismatch,-1,1
38,gp4,22,9,herself,733,Reflexive region,Unambiguous,Gender mismatch,-1,1
38,gp4,22,10,with,NA,Post-reflexive region,Unambiguous,Gender mismatch,-1,1
38,gp4,22,11,a,NA,others,Unambiguous,Gender mismatch,-1,1
38,gp4,22,12,hot,NA,others,Unambiguous,Gender mismatch,-1,1
38,gp4,22,13,drink.,NA,others,Unambiguous,Gender mismatch,-1,1
38,gp1,23,0,Before,734,others,Ambiguous,Gender match,1,-1
38,gp1,23,1,the,679,others,Ambiguous,Gender match,1,-1
38,gp1,23,2,staff,1209,others,Ambiguous,Gender match,1,-1
38,gp1,23,3,called,993,others,Ambiguous,Gender match,1,-1
38,gp1,23,4,Diana's,1246,others,Ambiguous,Gender match,1,-1
38,gp1,23,5,aunt,846,Pre-disambiguating region,Ambiguous,Gender match,1,-1
38,gp1,23,6,started,642,Disambiguating region,Ambiguous,Gender match,1,-1
38,gp1,23,7,to,691,Post-disambiguating region,Ambiguous,Gender match,1,-1
38,gp1,23,8,prepare,1102,Pre-reflexive region,Ambiguous,Gender match,1,-1
38,gp1,23,9,herself,970,Reflexive region,Ambiguous,Gender match,1,-1
38,gp1,23,10,for,702,Post-reflexive region,Ambiguous,Gender match,1,-1
38,gp1,23,11,some,907,others,Ambiguous,Gender match,1,-1
38,gp1,23,12,work.,719,others,Ambiguous,Gender match,1,-1
38,gp2,24,0,After,542,others,Ambiguous,Gender mismatch,1,1
38,gp2,24,1,the,1062,others,Ambiguous,Gender mismatch,1,1
38,gp2,24,2,child,559,others,Ambiguous,Gender mismatch,1,1
38,gp2,24,3,watched,782,others,Ambiguous,Gender mismatch,1,1
38,gp2,24,4,Anna's,1151,others,Ambiguous,Gender mismatch,1,1
38,gp2,24,5,nephew,696,Pre-disambiguating region,Ambiguous,Gender mismatch,1,1
38,gp2,24,6,began,968,Disambiguating region,Ambiguous,Gender mismatch,1,1
38,gp2,24,7,to,532,Post-disambiguating region,Ambiguous,Gender mismatch,1,1
38,gp2,24,8,prepare,747,Pre-reflexive region,Ambiguous,Gender mismatch,1,1
38,gp2,24,9,herself,763,Reflexive region,Ambiguous,Gender mismatch,1,1
38,gp2,24,10,for,927,Post-reflexive region,Ambiguous,Gender mismatch,1,1
38,gp2,24,11,a,577,others,Ambiguous,Gender mismatch,1,1
38,gp2,24,12,race.,909,others,Ambiguous,Gender mismatch,1,1
39,gp2,1,0,After,738,others,Ambiguous,Gender mismatch,1,1
39,gp2,1,1,the,554,others,Ambiguous,Gender mismatch,1,1
39,gp2,1,2,neighbour,730,others,Ambiguous,Gender mismatch,1,1
39,gp2,1,3,visited,636,others,Ambiguous,Gender mismatch,1,1
39,gp2,1,4,Ken's,756,others,Ambiguous,Gender mismatch,1,1
39,gp2,1,5,mum,806,Pre-disambiguating region,Ambiguous,Gender mismatch,1,1
39,gp2,1,6,decided,1112,Disambiguating region,Ambiguous,Gender mismatch,1,1
39,gp2,1,7,to,761,Post-disambiguating region,Ambiguous,Gender mismatch,1,1
39,gp2,1,8,prepare,885,Pre-reflexive region,Ambiguous,Gender mismatch,1,1
39,gp2,1,9,himself,817,Reflexive region,Ambiguous,Gender mismatch,1,1
39,gp2,1,10,a,667,Post-reflexive region,Ambiguous,Gender mismatch,1,1
39,gp2,1,11,cold,761,others,Ambiguous,Gender mismatch,1,1
39,gp2,1,12,drink.,668,others,Ambiguous,Gender mismatch,1,1
39,gp3,2,0,While,781,others,Unambiguous,Gender match,-1,-1
39,gp3,2,1,the,693,others,Unambiguous,Gender match,-1,-1
39,gp3,2,2,student,552,others,Unambiguous,Gender match,-1,-1
39,gp3,2,3,watched%2C,774,others,Unambiguous,Gender match,-1,-1
39,gp3,2,4,Tom's,619,others,Unambiguous,Gender match,-1,-1
39,gp3,2,5,brother,519,Pre-disambiguating region,Unambiguous,Gender match,-1,-1
39,gp3,2,6,started,992,Disambiguating region,Unambiguous,Gender match,-1,-1
39,gp3,2,7,to,NA,Post-disambiguating region,Unambiguous,Gender match,-1,-1
39,gp3,2,8,prepare,NA,Pre-reflexive region,Unambiguous,Gender match,-1,-1
39,gp3,2,9,himself,NA,Reflexive region,Unambiguous,Gender match,-1,-1
39,gp3,2,10,for,NA,Post-reflexive region,Unambiguous,Gender match,-1,-1
39,gp3,2,11,the,NA,others,Unambiguous,Gender match,-1,-1
39,gp3,2,12,big,NA,others,Unambiguous,Gender match,-1,-1
39,gp3,2,13,race.,NA,others,Unambiguous,Gender match,-1,-1
39,gp4,3,0,While,672,others,Unambiguous,Gender mismatch,-1,1
39,gp4,3,1,the,608,others,Unambiguous,Gender mismatch,-1,1
39,gp4,3,2,parent,579,others,Unambiguous,Gender mismatch,-1,1
39,gp4,3,3,helped%2C,653,others,Unambiguous,Gender mismatch,-1,1
39,gp4,3,4,Roger's,833,others,Unambiguous,Gender mismatch,-1,1
39,gp4,3,5,daughter,841,Pre-disambiguating region,Unambiguous,Gender mismatch,-1,1
39,gp4,3,6,hoped,1191,Disambiguating region,Unambiguous,Gender mismatch,-1,1
39,gp4,3,7,to,5142,Post-disambiguating region,Unambiguous,Gender mismatch,-1,1
39,gp4,3,8,allow,1402,Pre-reflexive region,Unambiguous,Gender mismatch,-1,1
39,gp4,3,9,himself,742,Reflexive region,Unambiguous,Gender mismatch,-1,1
39,gp4,3,10,some,657,Post-reflexive region,Unambiguous,Gender mismatch,-1,1
39,gp4,3,11,time,830,others,Unambiguous,Gender mismatch,-1,1
39,gp4,3,12,to,685,others,Unambiguous,Gender mismatch,-1,1
39,gp4,3,13,relax.,989,others,Unambiguous,Gender mismatch,-1,1
39,gp1,4,0,Before,610,others,Ambiguous,Gender match,1,-1
39,gp1,4,1,the,428,others,Ambiguous,Gender match,1,-1
39,gp1,4,2,student,788,others,Ambiguous,Gender match,1,-1
39,gp1,4,3,called,520,others,Ambiguous,Gender match,1,-1
39,gp1,4,4,Ben's,812,others,Ambiguous,Gender match,1,-1
39,gp1,4,5,son,652,Pre-disambiguating region,Ambiguous,Gender match,1,-1
39,gp1,4,6,started,721,Disambiguating region,Ambiguous,Gender match,1,-1
39,gp1,4,7,to,798,Post-disambiguating region,Ambiguous,Gender match,1,-1
39,gp1,4,8,dress,841,Pre-reflexive region,Ambiguous,Gender match,1,-1
39,gp1,4,9,himself,931,Reflexive region,Ambiguous,Gender match,1,-1
39,gp1,4,10,in,584,Post-reflexive region,Ambiguous,Gender match,1,-1
39,gp1,4,11,the,487,others,Ambiguous,Gender match,1,-1
39,gp1,4,12,locker,890,others,Ambiguous,Gender match,1,-1
39,gp1,4,13,room.,610,others,Ambiguous,Gender match,1,-1
39,gp2,5,0,While,1679,others,Ambiguous,Gender mismatch,1,1
39,gp2,5,1,the,609,others,Ambiguous,Gender mismatch,1,1
39,gp2,5,2,student,712,others,Ambiguous,Gender mismatch,1,1
39,gp2,5,3,sketched,794,others,Ambiguous,Gender mismatch,1,1
39,gp2,5,4,Julia's,759,others,Ambiguous,Gender mismatch,1,1
39,gp2,5,5,brother,730,Pre-disambiguating region,Ambiguous,Gender mismatch,1,1
39,gp2,5,6,tried,827,Disambiguating region,Ambiguous,Gender mismatch,1,1
39,gp2,5,7,to,923,Post-disambiguating region,Ambiguous,Gender mismatch,1,1
39,gp2,5,8,enjoy,902,Pre-reflexive region,Ambiguous,Gender mismatch,1,1
39,gp2,5,9,herself,1046,Reflexive region,Ambiguous,Gender mismatch,1,1
39,gp2,5,10,during,1060,Post-reflexive region,Ambiguous,Gender mismatch,1,1
39,gp2,5,11,the,906,others,Ambiguous,Gender mismatch,1,1
39,gp2,5,12,contest.,1046,others,Ambiguous,Gender mismatch,1,1
39,gp3,6,0,After,635,others,Unambiguous,Gender match,-1,-1
39,gp3,6,1,the,484,others,Unambiguous,Gender match,-1,-1
39,gp3,6,2,guest,479,others,Unambiguous,Gender match,-1,-1
39,gp3,6,3,visited%2C,522,others,Unambiguous,Gender match,-1,-1
39,gp3,6,4,Sarah's,669,others,Unambiguous,Gender match,-1,-1
39,gp3,6,5,sister,580,Pre-disambiguating region,Unambiguous,Gender match,-1,-1
39,gp3,6,6,started,1138,Disambiguating region,Unambiguous,Gender match,-1,-1
39,gp3,6,7,to,722,Post-disambiguating region,Unambiguous,Gender match,-1,-1
39,gp3,6,8,enjoy,1171,Pre-reflexive region,Unambiguous,Gender match,-1,-1
39,gp3,6,9,herself,589,Reflexive region,Unambiguous,Gender match,-1,-1
39,gp3,6,10,at,678,Post-reflexive region,Unambiguous,Gender match,-1,-1
39,gp3,6,11,the,564,others,Unambiguous,Gender match,-1,-1
39,gp3,6,12,party.,529,others,Unambiguous,Gender match,-1,-1
39,gp4,7,0,After,835,others,Unambiguous,Gender mismatch,-1,1
39,gp4,7,1,the,513,others,Unambiguous,Gender mismatch,-1,1
39,gp4,7,2,friend,651,others,Unambiguous,Gender mismatch,-1,1
39,gp4,7,3,called%2C,972,others,Unambiguous,Gender mismatch,-1,1
39,gp4,7,4,Mary's,761,others,Unambiguous,Gender mismatch,-1,1
39,gp4,7,5,father,836,Pre-disambiguating region,Unambiguous,Gender mismatch,-1,1
39,gp4,7,6,attempted,624,Disambiguating region,Unambiguous,Gender mismatch,-1,1
39,gp4,7,7,to,567,Post-disambiguating region,Unambiguous,Gender mismatch,-1,1
39,gp4,7,8,calm,534,Pre-reflexive region,Unambiguous,Gender mismatch,-1,1
39,gp4,7,9,herself,962,Reflexive region,Unambiguous,Gender mismatch,-1,1
39,gp4,7,10,down,814,Post-reflexive region,Unambiguous,Gender mismatch,-1,1
39,gp4,7,11,very,887,others,Unambiguous,Gender mismatch,-1,1
39,gp4,7,12,quickly.,555,others,Unambiguous,Gender mismatch,-1,1
39,gp1,8,0,After,599,others,Ambiguous,Gender match,1,-1
39,gp1,8,1,the,653,others,Ambiguous,Gender match,1,-1
39,gp1,8,2,manager,1003,others,Ambiguous,Gender match,1,-1
39,gp1,8,3,called,554,others,Ambiguous,Gender match,1,-1
39,gp1,8,4,Lisa's,879,others,Ambiguous,Gender match,1,-1
39,gp1,8,5,mother,838,Pre-disambiguating region,Ambiguous,Gender match,1,-1
39,gp1,8,6,started,1072,Disambiguating region,Ambiguous,Gender match,1,-1
39,gp1,8,7,to,663,Post-disambiguating region,Ambiguous,Gender match,1,-1
39,gp1,8,8,focus,1064,Pre-reflexive region,Ambiguous,Gender match,1,-1
39,gp1,8,9,herself,737,Reflexive region,Ambiguous,Gender match,1,-1
39,gp1,8,10,on,752,Post-reflexive region,Ambiguous,Gender match,1,-1
39,gp1,8,11,the,605,others,Ambiguous,Gender match,1,-1
39,gp1,8,12,problem.,1012,others,Ambiguous,Gender match,1,-1
39,gp2,9,0,After,602,others,Ambiguous,Gender mismatch,1,1
39,gp2,9,1,the,499,others,Ambiguous,Gender mismatch,1,1
39,gp2,9,2,instructor,922,others,Ambiguous,Gender mismatch,1,1
39,gp2,9,3,trained,729,others,Ambiguous,Gender mismatch,1,1
39,gp2,9,4,David's,954,others,Ambiguous,Gender mismatch,1,1
39,gp2,9,5,niece,1074,Pre-disambiguating region,Ambiguous,Gender mismatch,1,1
39,gp2,9,6,decided,924,Disambiguating region,Ambiguous,Gender mismatch,1,1
39,gp2,9,7,to,799,Post-disambiguating region,Ambiguous,Gender mismatch,1,1
39,gp2,9,8,allow,758,Pre-reflexive region,Ambiguous,Gender mismatch,1,1
39,gp2,9,9,himself,699,Reflexive region,Ambiguous,Gender mismatch,1,1
39,gp2,9,10,time,706,Post-reflexive region,Ambiguous,Gender mismatch,1,1
39,gp2,9,11,to,640,others,Ambiguous,Gender mismatch,1,1
39,gp2,9,12,rest.,615,others,Ambiguous,Gender mismatch,1,1
39,gp3,10,0,While,586,others,Unambiguous,Gender match,-1,-1
39,gp3,10,1,the,664,others,Unambiguous,Gender match,-1,-1
39,gp3,10,2,painter,500,others,Unambiguous,Gender match,-1,-1
39,gp3,10,3,sketched%2C,585,others,Unambiguous,Gender match,-1,-1
39,gp3,10,4,Kevin's,540,others,Unambiguous,Gender match,-1,-1
39,gp3,10,5,father,901,Pre-disambiguating region,Unambiguous,Gender match,-1,-1
39,gp3,10,6,hoped,884,Disambiguating region,Unambiguous,Gender match,-1,-1
39,gp3,10,7,to,659,Post-disambiguating region,Unambiguous,Gender match,-1,-1
39,gp3,10,8,give,689,Pre-reflexive region,Unambiguous,Gender match,-1,-1
39,gp3,10,9,himself,925,Reflexive region,Unambiguous,Gender match,-1,-1
39,gp3,10,10,time,684,Post-reflexive region,Unambiguous,Gender match,-1,-1
39,gp3,10,11,to,733,others,Unambiguous,Gender match,-1,-1
39,gp3,10,12,relax.,659,others,Unambiguous,Gender match,-1,-1
39,gp4,11,0,After,645,others,Unambiguous,Gender mismatch,-1,1
39,gp4,11,1,the,393,others,Unambiguous,Gender mismatch,-1,1
39,gp4,11,2,teacher,1036,others,Unambiguous,Gender mismatch,-1,1
39,gp4,11,3,called%2C,857,others,Unambiguous,Gender mismatch,-1,1
39,gp4,11,4,Paul's,622,others,Unambiguous,Gender mismatch,-1,1
39,gp4,11,5,mother,609,Pre-disambiguating region,Unambiguous,Gender mismatch,-1,1
39,gp4,11,6,started,860,Disambiguating region,Unambiguous,Gender mismatch,-1,1
39,gp4,11,7,to,NA,Post-disambiguating region,Unambiguous,Gender mismatch,-1,1
39,gp4,11,8,prepare,NA,Pre-reflexive region,Unambiguous,Gender mismatch,-1,1
39,gp4,11,9,himself,NA,Reflexive region,Unambiguous,Gender mismatch,-1,1
39,gp4,11,10,for,NA,Post-reflexive region,Unambiguous,Gender mismatch,-1,1
39,gp4,11,11,the,NA,others,Unambiguous,Gender mismatch,-1,1
39,gp4,11,12,meeting.,NA,others,Unambiguous,Gender mismatch,-1,1
39,gp1,12,0,As,587,others,Ambiguous,Gender match,1,-1
39,gp1,12,1,the,381,others,Ambiguous,Gender match,1,-1
39,gp1,12,2,child,664,others,Ambiguous,Gender match,1,-1
39,gp1,12,3,watched,NA,others,Ambiguous,Gender match,1,-1
39,gp1,12,4,George's,NA,others,Ambiguous,Gender match,1,-1
39,gp1,12,5,uncle,NA,Pre-disambiguating region,Ambiguous,Gender match,1,-1
39,gp1,12,6,tried,NA,Disambiguating region,Ambiguous,Gender match,1,-1
39,gp1,12,7,to,NA,Post-disambiguating region,Ambiguous,Gender match,1,-1
39,gp1,12,8,entertain,NA,Pre-reflexive region,Ambiguous,Gender match,1,-1
39,gp1,12,9,himself,NA,Reflexive region,Ambiguous,Gender match,1,-1
39,gp1,12,10,while,NA,Post-reflexive region,Ambiguous,Gender match,1,-1
39,gp1,12,11,keeping,NA,others,Ambiguous,Gender match,1,-1
39,gp1,12,12,quiet.,NA,others,Ambiguous,Gender match,1,-1
39,gp2,13,0,While,620,others,Ambiguous,Gender mismatch,1,1
39,gp2,13,1,the,NA,others,Ambiguous,Gender mismatch,1,1
39,gp2,13,2,assistant,NA,others,Ambiguous,Gender mismatch,1,1
39,gp2,13,3,helped,NA,others,Ambiguous,Gender mismatch,1,1
39,gp2,13,4,Sarah's,NA,others,Ambiguous,Gender mismatch,1,1
39,gp2,13,5,dad,NA,Pre-disambiguating region,Ambiguous,Gender mismatch,1,1
39,gp2,13,6,started,NA,Disambiguating region,Ambiguous,Gender mismatch,1,1
39,gp2,13,7,to,NA,Post-disambiguating region,Ambiguous,Gender mismatch,1,1
39,gp2,13,8,prepare,NA,Pre-reflexive region,Ambiguous,Gender mismatch,1,1
39,gp2,13,9,herself,NA,Reflexive region,Ambiguous,Gender mismatch,1,1
39,gp2,13,10,for,NA,Post-reflexive region,Ambiguous,Gender mismatch,1,1
39,gp2,13,11,the,NA,others,Ambiguous,Gender mismatch,1,1
39,gp2,13,12,dinner.,NA,others,Ambiguous,Gender mismatch,1,1
39,gp3,14,0,After,540,others,Unambiguous,Gender match,-1,-1
39,gp3,14,1,the,721,others,Unambiguous,Gender match,-1,-1
39,gp3,14,2,guest,831,others,Unambiguous,Gender match,-1,-1
39,gp3,14,3,visited%2C,683,others,Unambiguous,Gender match,-1,-1
39,gp3,14,4,Jessica's,785,others,Unambiguous,Gender match,-1,-1
39,gp3,14,5,aunt,672,Pre-disambiguating region,Unambiguous,Gender match,-1,-1
39,gp3,14,6,decided,601,Disambiguating region,Unambiguous,Gender match,-1,-1
39,gp3,14,7,to,681,Post-disambiguating region,Unambiguous,Gender match,-1,-1
39,gp3,14,8,prepare,597,Pre-reflexive region,Unambiguous,Gender match,-1,-1
39,gp3,14,9,herself,622,Reflexive region,Unambiguous,Gender match,-1,-1
39,gp3,14,10,a,646,Post-reflexive region,Unambiguous,Gender match,-1,-1
39,gp3,14,11,large,1395,others,Unambiguous,Gender match,-1,-1
39,gp3,14,12,cocktail.,605,others,Unambiguous,Gender match,-1,-1
39,gp4,15,0,While,702,others,Unambiguous,Gender mismatch,-1,1
39,gp4,15,1,the,617,others,Unambiguous,Gender mismatch,-1,1
39,gp4,15,2,artist,785,others,Unambiguous,Gender mismatch,-1,1
39,gp4,15,3,sketched%2C,855,others,Unambiguous,Gender mismatch,-1,1
39,gp4,15,4,Emily's,899,others,Unambiguous,Gender mismatch,-1,1
39,gp4,15,5,son,778,Pre-disambiguating region,Unambiguous,Gender mismatch,-1,1
39,gp4,15,6,started,1141,Disambiguating region,Unambiguous,Gender mismatch,-1,1
39,gp4,15,7,to,840,Post-disambiguating region,Unambiguous,Gender mismatch,-1,1
39,gp4,15,8,enjoy,1112,Pre-reflexive region,Unambiguous,Gender mismatch,-1,1
39,gp4,15,9,herself,919,Reflexive region,Unambiguous,Gender mismatch,-1,1
39,gp4,15,10,at,591,Post-reflexive region,Unambiguous,Gender mismatch,-1,1
39,gp4,15,11,the,510,others,Unambiguous,Gender mismatch,-1,1
39,gp4,15,12,event.,829,others,Unambiguous,Gender mismatch,-1,1
39,gp1,16,0,After,604,others,Ambiguous,Gender match,1,-1
39,gp1,16,1,the,527,others,Ambiguous,Gender match,1,-1
39,gp1,16,2,manager,631,others,Ambiguous,Gender match,1,-1
39,gp1,16,3,called,742,others,Ambiguous,Gender match,1,-1
39,gp1,16,4,Alice's,1850,others,Ambiguous,Gender match,1,-1
39,gp1,16,5,daughter,963,Pre-disambiguating region,Ambiguous,Gender match,1,-1
39,gp1,16,6,started,847,Disambiguating region,Ambiguous,Gender match,1,-1
39,gp1,16,7,to,543,Post-disambiguating region,Ambiguous,Gender match,1,-1
39,gp1,16,8,prepare,531,Pre-reflexive region,Ambiguous,Gender match,1,-1
39,gp1,16,9,herself,645,Reflexive region,Ambiguous,Gender match,1,-1
39,gp1,16,10,for,641,Post-reflexive region,Ambiguous,Gender match,1,-1
39,gp1,16,11,the,549,others,Ambiguous,Gender match,1,-1
39,gp1,16,12,ceremony.,786,others,Ambiguous,Gender match,1,-1
39,gp2,17,0,While,NA,others,Ambiguous,Gender mismatch,1,1
39,gp2,17,1,the,NA,others,Ambiguous,Gender mismatch,1,1
39,gp2,17,2,assistant,NA,others,Ambiguous,Gender mismatch,1,1
39,gp2,17,3,watched,NA,others,Ambiguous,Gender mismatch,1,1
39,gp2,17,4,Mark's,NA,others,Ambiguous,Gender mismatch,1,1
39,gp2,17,5,niece,NA,Pre-disambiguating region,Ambiguous,Gender mismatch,1,1
39,gp2,17,6,tried,NA,Disambiguating region,Ambiguous,Gender mismatch,1,1
39,gp2,17,7,to,NA,Post-disambiguating region,Ambiguous,Gender mismatch,1,1
39,gp2,17,8,entertain,NA,Pre-reflexive region,Ambiguous,Gender mismatch,1,1
39,gp2,17,9,himself,NA,Reflexive region,Ambiguous,Gender mismatch,1,1
39,gp2,17,10,for,NA,Post-reflexive region,Ambiguous,Gender mismatch,1,1
39,gp2,17,11,a,NA,others,Ambiguous,Gender mismatch,1,1
39,gp2,17,12,few,NA,others,Ambiguous,Gender mismatch,1,1
39,gp2,17,13,minutes.,NA,others,Ambiguous,Gender mismatch,1,1
39,gp3,18,0,When,645,others,Unambiguous,Gender match,-1,-1
39,gp3,18,1,the,767,others,Unambiguous,Gender match,-1,-1
39,gp3,18,2,staff,786,others,Unambiguous,Gender match,-1,-1
39,gp3,18,3,woke,611,others,Unambiguous,Gender match,-1,-1
39,gp3,18,4,up%2C,446,others,Unambiguous,Gender match,-1,-1
39,gp3,18,5,John's,661,others,Unambiguous,Gender match,-1,-1
39,gp3,18,6,brother,776,Pre-disambiguating region,Unambiguous,Gender match,-1,-1
39,gp3,18,7,decided,943,Disambiguating region,Unambiguous,Gender match,-1,-1
39,gp3,18,8,to,620,Post-disambiguating region,Unambiguous,Gender match,-1,-1
39,gp3,18,9,prepare,587,Pre-reflexive region,Unambiguous,Gender match,-1,-1
39,gp3,18,10,himself,644,Reflexive region,Unambiguous,Gender match,-1,-1
39,gp3,18,11,a,653,Post-reflexive region,Unambiguous,Gender match,-1,-1
39,gp3,18,12,strong,870,others,Unambiguous,Gender match,-1,-1
39,gp3,18,13,coffee.,851,others,Unambiguous,Gender match,-1,-1
39,gp4,19,0,While,904,others,Unambiguous,Gender mismatch,-1,1
39,gp4,19,1,the,686,others,Unambiguous,Gender mismatch,-1,1
39,gp4,19,2,child,649,others,Unambiguous,Gender mismatch,-1,1
39,gp4,19,3,asked%2C,555,others,Unambiguous,Gender mismatch,-1,1
39,gp4,19,4,Robert's,750,others,Unambiguous,Gender mismatch,-1,1
39,gp4,19,5,mum,642,Pre-disambiguating region,Unambiguous,Gender mismatch,-1,1
39,gp4,19,6,started,879,Disambiguating region,Unambiguous,Gender mismatch,-1,1
39,gp4,19,7,to,413,Post-disambiguating region,Unambiguous,Gender mismatch,-1,1
39,gp4,19,8,prepare,920,Pre-reflexive region,Unambiguous,Gender mismatch,-1,1
39,gp4,19,9,himself,800,Reflexive region,Unambiguous,Gender mismatch,-1,1
39,gp4,19,10,for,671,Post-reflexive region,Unambiguous,Gender mismatch,-1,1
39,gp4,19,11,the,997,others,Unambiguous,Gender mismatch,-1,1
39,gp4,19,12,trip.,753,others,Unambiguous,Gender mismatch,-1,1
39,gp1,20,0,After,635,others,Ambiguous,Gender match,1,-1
39,gp1,20,1,the,581,others,Ambiguous,Gender match,1,-1
39,gp1,20,2,neighbour,732,others,Ambiguous,Gender match,1,-1
39,gp1,20,3,visited,1020,others,Ambiguous,Gender match,1,-1
39,gp1,20,4,Bob's,NA,others,Ambiguous,Gender match,1,-1
39,gp1,20,5,uncle,NA,Pre-disambiguating region,Ambiguous,Gender match,1,-1
39,gp1,20,6,started,NA,Disambiguating region,Ambiguous,Gender match,1,-1
39,gp1,20,7,to,NA,Post-disambiguating region,Ambiguous,Gender match,1,-1
39,gp1,20,8,introduce,NA,Pre-reflexive region,Ambiguous,Gender match,1,-1
39,gp1,20,9,himself,NA,Reflexive region,Ambiguous,Gender match,1,-1
39,gp1,20,10,to,NA,Post-reflexive region,Ambiguous,Gender match,1,-1
39,gp1,20,11,the,NA,others,Ambiguous,Gender match,1,-1
39,gp1,20,12,guests.,NA,others,Ambiguous,Gender match,1,-1
39,gp2,21,0,While,786,others,Ambiguous,Gender mismatch,1,1
39,gp2,21,1,the,733,others,Ambiguous,Gender mismatch,1,1
39,gp2,21,2,child,624,others,Ambiguous,Gender mismatch,1,1
39,gp2,21,3,sketched,801,others,Ambiguous,Gender mismatch,1,1
39,gp2,21,4,Rose's,879,others,Ambiguous,Gender mismatch,1,1
39,gp2,21,5,dad,1120,Pre-disambiguating region,Ambiguous,Gender mismatch,1,1
39,gp2,21,6,decided,1041,Disambiguating region,Ambiguous,Gender mismatch,1,1
39,gp2,21,7,to,706,Post-disambiguating region,Ambiguous,Gender mismatch,1,1
39,gp2,21,8,prepare,834,Pre-reflexive region,Ambiguous,Gender mismatch,1,1
39,gp2,21,9,herself,724,Reflexive region,Ambiguous,Gender mismatch,1,1
39,gp2,21,10,a,694,Post-reflexive region,Ambiguous,Gender mismatch,1,1
39,gp2,21,11,small,1170,others,Ambiguous,Gender mismatch,1,1
39,gp2,21,12,snack.,1047,others,Ambiguous,Gender mismatch,1,1
39,gp3,22,0,As,644,others,Unambiguous,Gender match,-1,-1
39,gp3,22,1,the,824,others,Unambiguous,Gender match,-1,-1
39,gp3,22,2,adult,695,others,Unambiguous,Gender match,-1,-1
39,gp3,22,3,washed%2C,882,others,Unambiguous,Gender match,-1,-1
39,gp3,22,4,Elena's,757,others,Unambiguous,Gender match,-1,-1
39,gp3,22,5,niece,682,Pre-disambiguating region,Unambiguous,Gender match,-1,-1
39,gp3,22,6,wanted,NA,Disambiguating region,Unambiguous,Gender match,-1,-1
39,gp3,22,7,to,NA,Post-disambiguating region,Unambiguous,Gender match,-1,-1
39,gp3,22,8,warm,NA,Pre-reflexive region,Unambiguous,Gender match,-1,-1
39,gp3,22,9,herself,NA,Reflexive region,Unambiguous,Gender match,-1,-1
39,gp3,22,10,with,NA,Post-reflexive region,Unambiguous,Gender match,-1,-1
39,gp3,22,11,a,NA,others,Unambiguous,Gender match,-1,-1
39,gp3,22,12,hot,NA,others,Unambiguous,Gender match,-1,-1
