Subject,Condition,Item,Word,wd,RT,region_g,ambiguity_g,gender_g,ambiguity,gender
1,gp1,1,0,After,778,others,Ambiguous,Gender match,1,-1
1,gp1,1,1,the,528,others,Ambiguous,Gender match,1,-1
1,gp1,1,2,neighbour,917,others,Ambiguous,Gender match,1,-1
1,gp1,1,3,visited,727,others,Ambiguous,Gender match,1,-1
1,gp1,1,4,Ken's,669,others,Ambiguous,Gender match,1,-1
1,gp1,1,5,dad,697,Pre-disambiguating region,Ambiguous,Gender match,1,-1
1,gp1,1,6,decided,897,Disambiguating region,Ambiguous,Gender match,1,-1
1,gp1,1,7,to,608,Post-disambiguating region,Ambiguous,Gender match,1,-1
1,gp1,1,8,prepare,779,Pre-reflexive region,Ambiguous,Gender match,1,-1
1,gp1,1,9,himself,936,Reflexive region,Ambiguous,Gender match,1,-1
1,gp1,1,10,a,638,Post-reflexive region,Ambiguous,Gender match,1,-1
1,gp1,1,11,cold,617,others,Ambiguous,Gender match,1,-1
1,gp1,1,12,drink.,619,others,Ambiguous,Gender match,1,-1
1,gp2,2,0,While,657,others,Ambiguous,Gender mismatch,1,1
1,gp2,2,1,the,500,others,Ambiguous,Gender mismatch,1,1
1,gp2,2,2,student,787,others,Ambiguous,Gender mismatch,1,1
1,gp2,2,3,watched,748,others,Ambiguous,Gender mismatch,1,1
1,gp2,2,4,Tom's,618,others,Ambiguous,Gender mismatch,1,1
1,gp2,2,5,sister,659,Pre-disambiguating region,Ambiguous,Gender mismatch,1,1
1,gp2,2,6,started,619,Disambiguating region,Ambiguous,Gender mismatch,1,1
1,gp2,2,7,to,647,Post-disambiguating region,Ambiguous,Gender mismatch,1,1
1,gp2,2,8,prepare,818,Pre-reflexive region,Ambiguous,Gender mismatch,1,1
1,gp2,2,9,himself,978,Reflexive region,Ambiguous,Gender mismatch,1,1
1,gp2,2,10,for,748,Post-reflexive region,Ambiguous,Gender mismatch,1,1
1,gp2,2,11,the,757,others,Ambiguous,Gender mismatch,1,1
1,gp2,2,12,big,1096,others,Ambiguous,Gender mismatch,1,1
1,gp2,2,13,race.,1298,others,Ambiguous,Gender mismatch,1,1
1,gp3,3,0,While,1025,others,Unambiguous,Gender match,-1,-1
1,gp3,3,1,the,558,others,Unambiguous,Gender match,-1,-1
1,gp3,3,2,parent,917,others,Unambiguous,Gender match,-1,-1
1,gp3,3,3,helped%2C,859,others,Unambiguous,Gender match,-1,-1
1,gp3,3,4,Roger's,1155,others,Unambiguous,Gender match,-1,-1
1,gp3,3,5,son,1087,Pre-disambiguating region,Unambiguous,Gender match,-1,-1
1,gp3,3,6,hoped,998,Disambiguating region,Unambiguous,Gender match,-1,-1
1,gp3,3,7,to,758,Post-disambiguating region,Unambiguous,Gender match,-1,-1
1,gp3,3,8,allow,707,Pre-reflexive region,Unambiguous,Gender match,-1,-1
1,gp3,3,9,himself,638,Reflexive region,Unambiguous,Gender match,-1,-1
1,gp3,3,10,some,958,Post-reflexive region,Unambiguous,Gender match,-1,-1
1,gp3,3,11,time,768,others,Unambiguous,Gender match,-1,-1
1,gp3,3,12,to,668,others,Unambiguous,Gender match,-1,-1
1,gp3,3,13,relax.,928,others,Unambiguous,Gender match,-1,-1
1,gp4,4,0,Before,735,others,Unambiguous,Gender mismatch,-1,1
1,gp4,4,1,the,491,others,Unambiguous,Gender mismatch,-1,1
1,gp4,4,2,student,737,others,Unambiguous,Gender mismatch,-1,1
1,gp4,4,3,called%2C,658,others,Unambiguous,Gender mismatch,-1,1
1,gp4,4,4,Ben's,727,others,Unambiguous,Gender mismatch,-1,1
1,gp4,4,5,daughter,730,Pre-disambiguating region,Unambiguous,Gender mismatch,-1,1
1,gp4,4,6,started,607,Disambiguating region,Unambiguous,Gender mismatch,-1,1
1,gp4,4,7,to,738,Post-disambiguating region,Unambiguous,Gender mismatch,-1,1
1,gp4,4,8,dress,787,Pre-reflexive region,Unambiguous,Gender mismatch,-1,1
1,gp4,4,9,himself,718,Reflexive region,Unambiguous,Gender mismatch,-1,1
1,gp4,4,10,in,968,Post-reflexive region,Unambiguous,Gender mismatch,-1,1
1,gp4,4,11,the,738,others,Unambiguous,Gender mismatch,-1,1
1,gp4,4,12,locker,1026,others,Unambiguous,Gender mismatch,-1,1
1,gp4,4,13,room.,650,others,Unambiguous,Gender mismatch,-1,1
1,gp1,5,0,While,885,others,Ambiguous,Gender match,1,-1
1,gp1,5,1,the,549,others,Ambiguous,Gender match,1,-1
1,gp1,5,2,student,797,others,Ambiguous,Gender match,1,-1
1,gp1,5,3,sketched,1156,others,Ambiguous,Gender match,1,-1
1,gp1,5,4,Julia's,1277,others,Ambiguous,Gender match,1,-1
1,gp1,5,5,sister,846,Pre-disambiguating region,Ambiguous,Gender match,1,-1
1,gp1,5,6,tried,927,Disambiguating region,Ambiguous,Gender match,1,-1
1,gp1,5,7,to,610,Post-disambiguating region,Ambiguous,Gender match,1,-1
1,gp1,5,8,enjoy,707,Pre-reflexive region,Ambiguous,Gender match,1,-1
1,gp1,5,9,herself,588,Reflexive region,Ambiguous,Gender match,1,-1
1,gp1,5,10,during,807,Post-reflexive region,Ambiguous,Gender match,1,-1
1,gp1,5,11,the,578,others,Ambiguous,Gender match,1,-1
1,gp1,5,12,contest.,720,others,Ambiguous,Gender match,1,-1
1,gp2,6,0,After,767,others,Ambiguous,Gender mismatch,1,1
1,gp2,6,1,the,469,others,Ambiguous,Gender mismatch,1,1
1,gp2,6,2,guest,597,others,Ambiguous,Gender mismatch,1,1
1,gp2,6,3,visited,748,others,Ambiguous,Gender mismatch,1,1
1,gp2,6,4,Sarah's,648,others,Ambiguous,Gender mismatch,1,1
1,gp2,6,5,brother,550,Pre-disambiguating region,Ambiguous,Gender mismatch,1,1
1,gp2,6,6,started,946,Disambiguating region,Ambiguous,Gender mismatch,1,1
1,gp2,6,7,to,429,Post-disambiguating region,Ambiguous,Gender mismatch,1,1
1,gp2,6,8,enjoy,578,Pre-reflexive region,Ambiguous,Gender mismatch,1,1
1,gp2,6,9,herself,578,Reflexive region,Ambiguous,Gender mismatch,1,1
1,gp2,6,10,at,630,Post-reflexive region,Ambiguous,Gender mismatch,1,1
1,gp2,6,11,the,598,others,Ambiguous,Gender mismatch,1,1
1,gp2,6,12,party.,727,others,Ambiguous,Gender mismatch,1,1
1,gp3,7,0,After,947,others,Unambiguous,Gender match,-1,-1
1,gp3,7,1,the,529,others,Unambiguous,Gender match,-1,-1
1,gp3,7,2,friend,936,others,Unambiguous,Gender match,-1,-1
1,gp3,7,3,called%2C,957,others,Unambiguous,Gender match,-1,-1
1,gp3,7,4,Mary's,879,others,Unambiguous,Gender match,-1,-1
1,gp3,7,5,mother,896,Pre-disambiguating region,Unambiguous,Gender match,-1,-1
1,gp3,7,6,attempted,1096,Disambiguating region,Unambiguous,Gender match,-1,-1
1,gp3,7,7,to,670,Post-disambiguating region,Unambiguous,Gender match,-1,-1
1,gp3,7,8,calm,757,Pre-reflexive region,Unambiguous,Gender match,-1,-1
1,gp3,7,9,herself,847,Reflexive region,Unambiguous,Gender match,-1,-1
1,gp3,7,10,down,718,Post-reflexive region,Unambiguous,Gender match,-1,-1
1,gp3,7,11,very,819,others,Unambiguous,Gender match,-1,-1
1,gp3,7,12,quickly.,916,others,Unambiguous,Gender match,-1,-1
1,gp4,8,0,After,878,others,Unambiguous,Gender mismatch,-1,1
1,gp4,8,1,the,548,others,Unambiguous,Gender mismatch,-1,1
1,gp4,8,2,manager,637,others,Unambiguous,Gender mismatch,-1,1
1,gp4,8,3,called%2C,817,others,Unambiguous,Gender mismatch,-1,1
1,gp4,8,4,Lisa's,707,others,Unambiguous,Gender mismatch,-1,1
1,gp4,8,5,father,988,Pre-disambiguating region,Unambiguous,Gender mismatch,-1,1
1,gp4,8,6,started,668,Disambiguating region,Unambiguous,Gender mismatch,-1,1
1,gp4,8,7,to,637,Post-disambiguating region,Unambiguous,Gender mismatch,-1,1
1,gp4,8,8,focus,889,Pre-reflexive region,Unambiguous,Gender mismatch,-1,1
1,gp4,8,9,herself,1195,Reflexive region,Unambiguous,Gender mismatch,-1,1
1,gp4,8,10,on,588,Post-reflexive region,Unambiguous,Gender mismatch,-1,1
1,gp4,8,11,the,568,others,Unambiguous,Gender mismatch,-1,1
1,gp4,8,12,problem.,819,others,Unambiguous,Gender mismatch,-1,1
1,gp1,9,0,After,736,others,Ambiguous,Gender match,1,-1
1,gp1,9,1,the,727,others,Ambiguous,Gender match,1,-1
1,gp1,9,2,instructor,1069,others,Ambiguous,Gender match,1,-1
1,gp1,9,3,trained,1186,others,Ambiguous,Gender match,1,-1
1,gp1,9,4,David's,857,others,Ambiguous,Gender match,1,-1
1,gp1,9,5,nephew,839,Pre-disambiguating region,Ambiguous,Gender match,1,-1
1,gp1,9,6,decided,1215,Disambiguating region,Ambiguous,Gender match,1,-1
1,gp1,9,7,to,778,Post-disambiguating region,Ambiguous,Gender match,1,-1
1,gp1,9,8,allow,779,Pre-reflexive region,Ambiguous,Gender match,1,-1
1,gp1,9,9,himself,1116,Reflexive region,Ambiguous,Gender match,1,-1
1,gp1,9,10,time,877,Post-reflexive region,Ambiguous,Gender match,1,-1
1,gp1,9,11,to,500,others,Ambiguous,Gender match,1,-1
1,gp1,9,12,rest.,827,others,Ambiguous,Gender match,1,-1
1,gp2,10,0,While,816,others,Ambiguous,Gender mismatch,1,1
1,gp2,10,1,the,648,others,Ambiguous,Gender mismatch,1,1
1,gp2,10,2,painter,1006,others,Ambiguous,Gender mismatch,1,1
1,gp2,10,3,sketched,1078,others,Ambiguous,Gender mismatch,1,1
1,gp2,10,4,Kevin's,807,others,Ambiguous,Gender mismatch,1,1
1,gp2,10,5,mother,817,Pre-disambiguating region,Ambiguous,Gender mismatch,1,1
1,gp2,10,6,hoped,1098,Disambiguating region,Ambiguous,Gender mismatch,1,1
1,gp2,10,7,to,767,Post-disambiguating region,Ambiguous,Gender mismatch,1,1
1,gp2,10,8,give,628,Pre-reflexive region,Ambiguous,Gender mismatch,1,1
1,gp2,10,9,himself,548,Reflexive region,Ambiguous,Gender mismatch,1,1
1,gp2,10,10,time,1218,Post-reflexive region,Ambiguous,Gender mismatch,1,1
1,gp2,10,11,to,638,others,Ambiguous,Gender mismatch,1,1
1,gp2,10,12,relax.,747,others,Ambiguous,Gender mismatch,1,1
1,gp3,11,0,After,586,others,Unambiguous,Gender match,-1,-1
1,gp3,11,1,the,668,others,Unambiguous,Gender match,-1,-1
1,gp3,11,2,teacher,627,others,Unambiguous,Gender match,-1,-1
1,gp3,11,3,called%2C,1337,others,Unambiguous,Gender match,-1,-1
1,gp3,11,4,Paul's,1027,others,Unambiguous,Gender match,-1,-1
1,gp3,11,5,father,976,Pre-disambiguating region,Unambiguous,Gender match,-1,-1
1,gp3,11,6,started,739,Disambiguating region,Unambiguous,Gender match,-1,-1
1,gp3,11,7,to,657,Post-disambiguating region,Unambiguous,Gender match,-1,-1
1,gp3,11,8,prepare,937,Pre-reflexive region,Unambiguous,Gender match,-1,-1
1,gp3,11,9,himself,809,Reflexive region,Unambiguous,Gender match,-1,-1
1,gp3,11,10,for,717,Post-reflexive region,Unambiguous,Gender match,-1,-1
1,gp3,11,11,the,718,others,Unambiguous,Gender match,-1,-1
1,gp3,11,12,meeting.,797,others,Unambiguous,Gender match,-1,-1
1,gp4,12,0,As,726,others,Unambiguous,Gender mismatch,-1,1
1,gp4,12,1,the,428,others,Unambiguous,Gender mismatch,-1,1
1,gp4,12,2,child,857,others,Unambiguous,Gender mismatch,-1,1
1,gp4,12,3,watched%2C,938,others,Unambiguous,Gender mismatch,-1,1
1,gp4,12,4,George's,917,others,Unambiguous,Gender mismatch,-1,1
1,gp4,12,5,aunt,816,Pre-disambiguating region,Unambiguous,Gender mismatch,-1,1
1,gp4,12,6,tried,640,Disambiguating region,Unambiguous,Gender mismatch,-1,1
1,gp4,12,7,to,578,Post-disambiguating region,Unambiguous,Gender mismatch,-1,1
1,gp4,12,8,entertain,856,Pre-reflexive region,Unambiguous,Gender mismatch,-1,1
1,gp4,12,9,himself,1275,Reflexive region,Unambiguous,Gender mismatch,-1,1
1,gp4,12,10,while,719,Post-reflexive region,Unambiguous,Gender mismatch,-1,1
1,gp4,12,11,keeping,1046,others,Unambiguous,Gender mismatch,-1,1
1,gp4,12,12,quiet.,837,others,Unambiguous,Gender mismatch,-1,1
1,gp1,13,0,While,1005,others,Ambiguous,Gender match,1,-1
1,gp1,13,1,the,687,others,Ambiguous,Gender match,1,-1
1,gp1,13,2,assistant,1138,others,Ambiguous,Gender match,1,-1
1,gp1,13,3,helped,1136,others,Ambiguous,Gender match,1,-1
1,gp1,13,4,Sarah's,886,others,Ambiguous,Gender match,1,-1
1,gp1,13,5,mum,540,Pre-disambiguating region,Ambiguous,Gender match,1,-1
1,gp1,13,6,started,628,Disambiguating region,Ambiguous,Gender match,1,-1
1,gp1,13,7,to,498,Post-disambiguating region,Ambiguous,Gender match,1,-1
1,gp1,13,8,prepare,667,Pre-reflexive region,Ambiguous,Gender match,1,-1
1,gp1,13,9,herself,648,Reflexive region,Ambiguous,Gender match,1,-1
1,gp1,13,10,for,689,Post-reflexive region,Ambiguous,Gender match,1,-1
1,gp1,13,11,the,658,others,Ambiguous,Gender match,1,-1
1,gp1,13,12,dinner.,557,others,Ambiguous,Gender match,1,-1
1,gp2,14,0,After,517,others,Ambiguous,Gender mismatch,1,1
1,gp2,14,1,the,478,others,Ambiguous,Gender mismatch,1,1
1,gp2,14,2,guest,907,others,Ambiguous,Gender mismatch,1,1
1,gp2,14,3,visited,539,others,Ambiguous,Gender mismatch,1,1
1,gp2,14,4,Jessica's,738,others,Ambiguous,Gender mismatch,1,1
1,gp2,14,5,uncle,847,Pre-disambiguating region,Ambiguous,Gender mismatch,1,1
1,gp2,14,6,decided,608,Disambiguating region,Ambiguous,Gender mismatch,1,1
1,gp2,14,7,to,610,Post-disambiguating region,Ambiguous,Gender mismatch,1,1
1,gp2,14,8,prepare,1075,Pre-reflexive region,Ambiguous,Gender mismatch,1,1
1,gp2,14,9,herself,917,Reflexive region,Ambiguous,Gender mismatch,1,1
1,gp2,14,10,a,1178,Post-reflexive region,Ambiguous,Gender mismatch,1,1
1,gp2,14,11,large,687,others,Ambiguous,Gender mismatch,1,1
1,gp2,14,12,cocktail.,827,others,Ambiguous,Gender mismatch,1,1
1,gp3,15,0,While,766,others,Unambiguous,Gender match,-1,-1
1,gp3,15,1,the,667,others,Unambiguous,Gender match,-1,-1
1,gp3,15,2,artist,758,others,Unambiguous,Gender match,-1,-1
1,gp3,15,3,sketched%2C,1238,others,Unambiguous,Gender match,-1,-1
1,gp3,15,4,Emily's,787,others,Unambiguous,Gender match,-1,-1
1,gp3,15,5,daughter,757,Pre-disambiguating region,Unambiguous,Gender match,-1,-1
1,gp3,15,6,started,1308,Disambiguating region,Unambiguous,Gender match,-1,-1
1,gp3,15,7,to,547,Post-disambiguating region,Unambiguous,Gender match,-1,-1
1,gp3,15,8,enjoy,937,Pre-reflexive region,Unambiguous,Gender match,-1,-1
1,gp3,15,9,herself,897,Reflexive region,Unambiguous,Gender match,-1,-1
1,gp3,15,10,at,640,Post-reflexive region,Unambiguous,Gender match,-1,-1
1,gp3,15,11,the,528,others,Unambiguous,Gender match,-1,-1
1,gp3,15,12,event.,857,others,Unambiguous,Gender match,-1,-1
1,gp4,16,0,After,767,others,Unambiguous,Gender mismatch,-1,1
1,gp4,16,1,the,689,others,Unambiguous,Gender mismatch,-1,1
1,gp4,16,2,manager,897,others,Unambiguous,Gender mismatch,-1,1
1,gp4,16,3,called%2C,1106,others,Unambiguous,Gender mismatch,-1,1
1,gp4,16,4,Alice's,1227,others,Unambiguous,Gender mismatch,-1,1
1,gp4,16,5,son,787,Pre-disambiguating region,Unambiguous,Gender mismatch,-1,1
1,gp4,16,6,started,887,Disambiguating region,Unambiguous,Gender mismatch,-1,1
1,gp4,16,7,to,839,Post-disambiguating region,Unambiguous,Gender mismatch,-1,1
1,gp4,16,8,prepare,1036,Pre-reflexive region,Unambiguous,Gender mismatch,-1,1
1,gp4,16,9,herself,857,Reflexive region,Unambiguous,Gender mismatch,-1,1
1,gp4,16,10,for,1517,Post-reflexive region,Unambiguous,Gender mismatch,-1,1
1,gp4,16,11,the,797,others,Unambiguous,Gender mismatch,-1,1
1,gp4,16,12,ceremony.,947,others,Unambiguous,Gender mismatch,-1,1
1,gp1,17,0,While,1157,others,Ambiguous,Gender match,1,-1
1,gp1,17,1,the,787,others,Ambiguous,Gender match,1,-1
1,gp1,17,2,assistant,827,others,Ambiguous,Gender match,1,-1
1,gp1,17,3,watched,966,others,Ambiguous,Gender match,1,-1
1,gp1,17,4,Mark's,1139,others,Ambiguous,Gender match,1,-1
1,gp1,17,5,nephew,1006,Pre-disambiguating region,Ambiguous,Gender match,1,-1
1,gp1,17,6,tried,1308,Disambiguating region,Ambiguous,Gender match,1,-1
1,gp1,17,7,to,777,Post-disambiguating region,Ambiguous,Gender match,1,-1
1,gp1,17,8,entertain,996,Pre-reflexive region,Ambiguous,Gender match,1,-1
1,gp1,17,9,himself,728,Reflexive region,Ambiguous,Gender match,1,-1
1,gp1,17,10,for,978,Post-reflexive region,Ambiguous,Gender match,1,-1
1,gp1,17,11,a,588,others,Ambiguous,Gender match,1,-1
1,gp1,17,12,few,788,others,Ambiguous,Gender match,1,-1
1,gp1,17,13,minutes.,739,others,Ambiguous,Gender match,1,-1
1,gp2,18,0,When,649,others,Ambiguous,Gender mismatch,1,1
1,gp2,18,1,the,518,others,Ambiguous,Gender mismatch,1,1
1,gp2,18,2,staff,668,others,Ambiguous,Gender mismatch,1,1
1,gp2,18,3,woke,1116,others,Ambiguous,Gender mismatch,1,1
1,gp2,18,4,up,590,others,Ambiguous,Gender mismatch,1,1
1,gp2,18,5,John's,658,others,Ambiguous,Gender mismatch,1,1
1,gp2,18,6,sister,708,Pre-disambiguating region,Ambiguous,Gender mismatch,1,1
1,gp2,18,7,decided,1006,Disambiguating region,Ambiguous,Gender mismatch,1,1
1,gp2,18,8,to,590,Post-disambiguating region,Ambiguous,Gender mismatch,1,1
1,gp2,18,9,prepare,817,Pre-reflexive region,Ambiguous,Gender mismatch,1,1
1,gp2,18,10,himself,2025,Reflexive region,Ambiguous,Gender mismatch,1,1
1,gp2,18,11,a,688,Post-reflexive region,Ambiguous,Gender mismatch,1,1
1,gp2,18,12,strong,777,others,Ambiguous,Gender mismatch,1,1
1,gp2,18,13,coffee.,728,others,Ambiguous,Gender mismatch,1,1
1,gp3,19,0,While,626,others,Unambiguous,Gender match,-1,-1
1,gp3,19,1,the,638,others,Unambiguous,Gender match,-1,-1
1,gp3,19,2,child,670,others,Unambiguous,Gender match,-1,-1
1,gp3,19,3,asked%2C,568,others,Unambiguous,Gender match,-1,-1
1,gp3,19,4,Robert's,738,others,Unambiguous,Gender match,-1,-1
1,gp3,19,5,dad,588,Pre-disambiguating region,Unambiguous,Gender match,-1,-1
1,gp3,19,6,started,819,Disambiguating region,Unambiguous,Gender match,-1,-1
1,gp3,19,7,to,598,Post-disambiguating region,Unambiguous,Gender match,-1,-1
1,gp3,19,8,prepare,986,Pre-reflexive region,Unambiguous,Gender match,-1,-1
1,gp3,19,9,himself,718,Reflexive region,Unambiguous,Gender match,-1,-1
1,gp3,19,10,for,590,Post-reflexive region,Unambiguous,Gender match,-1,-1
1,gp3,19,11,the,658,others,Unambiguous,Gender match,-1,-1
1,gp3,19,12,trip.,767,others,Unambiguous,Gender match,-1,-1
1,gp4,20,0,After,507,others,Unambiguous,Gender mismatch,-1,1
1,gp4,20,1,the,470,others,Unambiguous,Gender mismatch,-1,1
1,gp4,20,2,neighbour,1037,others,Unambiguous,Gender mismatch,-1,1
1,gp4,20,3,visited%2C,1435,others,Unambiguous,Gender mismatch,-1,1
1,gp4,20,4,Bob's,799,others,Unambiguous,Gender mismatch,-1,1
1,gp4,20,5,aunt,608,Pre-disambiguating region,Unambiguous,Gender mismatch,-1,1
1,gp4,20,6,started,647,Disambiguating region,Unambiguous,Gender mismatch,-1,1
1,gp4,20,7,to,648,Post-disambiguating region,Unambiguous,Gender mismatch,-1,1
1,gp4,20,8,introduce,750,Pre-reflexive region,Unambiguous,Gender mismatch,-1,1
1,gp4,20,9,himself,1664,Reflexive region,Unambiguous,Gender mismatch,-1,1
1,gp4,20,10,to,628,Post-reflexive region,Unambiguous,Gender mismatch,-1,1
1,gp4,20,11,the,699,others,Unambiguous,Gender mismatch,-1,1
1,gp4,20,12,guests.,788,others,Unambiguous,Gender mismatch,-1,1
1,gp1,21,0,While,955,others,Ambiguous,Gender match,1,-1
1,gp1,21,1,the,607,others,Ambiguous,Gender match,1,-1
1,gp1,21,2,child,740,others,Ambiguous,Gender match,1,-1
1,gp1,21,3,sketched,3470,others,Ambiguous,Gender match,1,-1
1,gp1,21,4,Rose's,966,others,Ambiguous,Gender match,1,-1
1,gp1,21,5,mum,1188,Pre-disambiguating region,Ambiguous,Gender match,1,-1
1,gp1,21,6,decided,687,Disambiguating region,Ambiguous,Gender match,1,-1
1,gp1,21,7,to,857,Post-disambiguating region,Ambiguous,Gender match,1,-1
1,gp1,21,8,prepare,967,Pre-reflexive region,Ambiguous,Gender match,1,-1
1,gp1,21,9,herself,699,Reflexive region,Ambiguous,Gender match,1,-1
1,gp1,21,10,a,817,Post-reflexive region,Ambiguous,Gender match,1,-1
1,gp1,21,11,small,827,others,Ambiguous,Gender match,1,-1
1,gp1,21,12,snack.,796,others,Ambiguous,Gender match,1,-1
1,gp2,22,0,As,507,others,Ambiguous,Gender mismatch,1,1
1,gp2,22,1,the,428,others,Ambiguous,Gender mismatch,1,1
1,gp2,22,2,adult,837,others,Ambiguous,Gender mismatch,1,1
1,gp2,22,3,washed,878,others,Ambiguous,Gender mismatch,1,1
1,gp2,22,4,Elena's,867,others,Ambiguous,Gender mismatch,1,1
1,gp2,22,5,nephew,887,Pre-disambiguating region,Ambiguous,Gender mismatch,1,1
1,gp2,22,6,wanted,649,Disambiguating region,Ambiguous,Gender mismatch,1,1
1,gp2,22,7,to,518,Post-disambiguating region,Ambiguous,Gender mismatch,1,1
1,gp2,22,8,warm,1126,Pre-reflexive region,Ambiguous,Gender mismatch,1,1
1,gp2,22,9,herself,1056,Reflexive region,Ambiguous,Gender mismatch,1,1
1,gp2,22,10,with,1247,Post-reflexive region,Ambiguous,Gender mismatch,1,1
1,gp2,22,11,a,708,others,Ambiguous,Gender mismatch,1,1
1,gp2,22,12,hot,866,others,Ambiguous,Gender mismatch,1,1
1,gp2,22,13,drink.,690,others,Ambiguous,Gender mismatch,1,1
1,gp3,23,0,Before,657,others,Unambiguous,Gender match,-1,-1
1,gp3,23,1,the,748,others,Unambiguous,Gender match,-1,-1
1,gp3,23,2,staff,717,others,Unambiguous,Gender match,-1,-1
1,gp3,23,3,called%2C,1397,others,Unambiguous,Gender match,-1,-1
1,gp3,23,4,Diana's,758,others,Unambiguous,Gender match,-1,-1
1,gp3,23,5,aunt,718,Pre-disambiguating region,Unambiguous,Gender match,-1,-1
1,gp3,23,6,started,639,Disambiguating region,Unambiguous,Gender match,-1,-1
1,gp3,23,7,to,708,Post-disambiguating region,Unambiguous,Gender match,-1,-1
1,gp3,23,8,prepare,737,Pre-reflexive region,Unambiguous,Gender match,-1,-1
1,gp3,23,9,herself,768,Reflexive region,Unambiguous,Gender match,-1,-1
1,gp3,23,10,for,550,Post-reflexive region,Unambiguous,Gender match,-1,-1
1,gp3,23,11,some,888,others,Unambiguous,Gender match,-1,-1
1,gp3,23,12,work.,607,others,Unambiguous,Gender match,-1,-1
1,gp4,24,0,After,666,others,Unambiguous,Gender mismatch,-1,1
1,gp4,24,1,the,628,others,Unambiguous,Gender mismatch,-1,1
1,gp4,24,2,child,876,others,Unambiguous,Gender mismatch,-1,1
1,gp4,24,3,watched%2C,909,others,Unambiguous,Gender mismatch,-1,1
1,gp4,24,4,Anna's,847,others,Unambiguous,Gender mismatch,-1,1
1,gp4,24,5,nephew,668,Pre-disambiguating region,Unambiguous,Gender mismatch,-1,1
1,gp4,24,6,began,668,Disambiguating region,Unambiguous,Gender mismatch,-1,1
1,gp4,24,7,to,679,Post-disambiguating region,Unambiguous,Gender mismatch,-1,1
1,gp4,24,8,prepare,748,Pre-reflexive region,Unambiguous,Gender mismatch,-1,1
1,gp4,24,9,herself,617,Reflexive region,Unambiguous,Gender mismatch,-1,1
1,gp4,24,10,for,608,Post-reflexive region,Unambiguous,Gender mismatch,-1,1
1,gp4,24,11,a,638,others,Unambiguous,Gender mismatch,-1,1
1,gp4,24,12,race.,650,others,Unambiguous,Gender mismatch,-1,1
2,gp4,1,0,After,645,others,Unambiguous,Gender mismatch,-1,1
2,gp4,1,1,the,633,others,Unambiguous,Gender mismatch,-1,1
2,gp4,1,2,neighbour,852,others,Unambiguous,Gender mismatch,-1,1
2,gp4,1,3,visited%2C,859,others,Unambiguous,Gender mismatch,-1,1
2,gp4,1,4,Ken's,710,others,Unambiguous,Gender mismatch,-1,1
2,gp4,1,5,mum,735,Pre-disambiguating region,Unambiguous,Gender mismatch,-1,1
2,gp4,1,6,decided,691,Disambiguating region,Unambiguous,Gender mismatch,-1,1
2,gp4,1,7,to,583,Post-disambiguating region,Unambiguous,Gender mismatch,-1,1
2,gp4,1,8,prepare,733,Pre-reflexive region,Unambiguous,Gender mismatch,-1,1
2,gp4,1,9,himself,872,Reflexive region,Unambiguous,Gender mismatch,-1,1
2,gp4,1,10,a,584,Post-reflexive region,Unambiguous,Gender mismatch,-1,1
2,gp4,1,11,cold,731,others,Unambiguous,Gender mismatch,-1,1
2,gp4,1,12,drink.,898,others,Unambiguous,Gender mismatch,-1,1
2,gp1,2,0,While,663,others,Ambiguous,Gender match,1,-1
2,gp1,2,1,the,632,others,Ambiguous,Gender match,1,-1
2,gp1,2,2,student,546,others,Ambiguous,Gender match,1,-1
2,gp1,2,3,watched,888,others,Ambiguous,Gender match,1,-1
2,gp1,2,4,Tom's,743,others,Ambiguous,Gender match,1,-1
2,gp1,2,5,brother,921,Pre-disambiguating region,Ambiguous,Gender match,1,-1
2,gp1,2,6,started,1144,Disambiguating region,Ambiguous,Gender match,1,-1
2,gp1,2,7,to,746,Post-disambiguating region,Ambiguous,Gender match,1,-1
2,gp1,2,8,prepare,861,Pre-reflexive region,Ambiguous,Gender match,1,-1
2,gp1,2,9,himself,717,Reflexive region,Ambiguous,Gender match,1,-1
2,gp1,2,10,for,702,Post-reflexive region,Ambiguous,Gender match,1,-1
2,gp1,2,11,the,604,others,Ambiguous,Gender match,1,-1
2,gp1,2,12,big,629,others,Ambiguous,Gender match,1,-1
2,gp1,2,13,race.,677,others,Ambiguous,Gender match,1,-1
2,gp2,3,0,While,694,others,Ambiguous,Gender mismatch,1,1
2,gp2,3,1,the,653,others,Ambiguous,Gender mismatch,1,1
2,gp2,3,2,parent,586,others,Ambiguous,Gender mismatch,1,1
2,gp2,3,3,helped,893,others,Ambiguous,Gender mismatch,1,1
2,gp2,3,4,Roger's,771,others,Ambiguous,Gender mismatch,1,1
2,gp2,3,5,daughter,727,Pre-disambiguating region,Ambiguous,Gender mismatch,1,1
2,gp2,3,6,hoped,1442,Disambiguating region,Ambiguous,Gender mismatch,1,1
2,gp2,3,7,to,868,Post-disambiguating region,Ambiguous,Gender mismatch,1,1
2,gp2,3,8,allow,778,Pre-reflexive region,Ambiguous,Gender mismatch,1,1
2,gp2,3,9,himself,933,Reflexive region,Ambiguous,Gender mismatch,1,1
2,gp2,3,10,some,746,Post-reflexive region,Ambiguous,Gender mismatch,1,1
2,gp2,3,11,time,690,others,Ambiguous,Gender mismatch,1,1
2,gp2,3,12,to,607,others,Ambiguous,Gender mismatch,1,1
