Condition,Item,Word,RT,Subject,phrase_g,grammaticality_g,distractor_g,region_g,grammaticality,distractor
fq4,39,4,616,88,girl(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,39,5,528,88,saw,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,39,6,601,88,quite,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,39,7,568,88,"recently,",Ungrammatical,Singular distractor,pre-critical,0.5,0.5
fq4,39,8,527,88,all,Ungrammatical,Singular distractor,critical,0.5,0.5
fq4,39,9,776,88,walked,Ungrammatical,Singular distractor,spillover,0.5,0.5
fq4,39,10,849,88,back,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,39,11,912,88,home,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,39,12,816,88,from,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,39,13,520,88,school.,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,39,14,688,88,NA,Ungrammatical,Singular distractor,null,0.5,0.5
fq3,34,0,623,88,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,34,1,889,88,boy(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,34,2,688,88,who,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,34,3,552,88,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,34,4,904,88,girl(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,34,5,496,88,saw,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,34,6,632,88,quite,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,34,7,473,88,"recently,",Ungrammatical,Pluarl distractor,pre-critical,0.5,-0.5
fq3,34,8,623,88,all,Ungrammatical,Pluarl distractor,critical,0.5,-0.5
fq3,34,9,952,88,walked,Ungrammatical,Pluarl distractor,spillover,0.5,-0.5
fq3,34,10,672,88,back,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,34,11,1072,88,home,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,34,12,745,88,from,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,34,13,672,88,school.,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,34,14,800,88,NA,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq2,25,0,583,88,The,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,25,1,656,88,boy(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,25,2,496,88,who,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,25,3,704,88,The,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,25,4,736,88,girl(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,25,5,641,88,saw,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,25,6,568,88,quite,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,25,7,608,88,"recently,",Grammatical,Pluarl distractor,pre-critical,-0.5,-0.5
fq2,25,8,576,88,all,Grammatical,Pluarl distractor,critical,-0.5,-0.5
fq2,25,9,656,88,walked,Grammatical,Pluarl distractor,spillover,-0.5,-0.5
fq2,25,10,824,88,back,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,25,11,672,88,home,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,25,12,640,88,from,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,25,13,584,88,school.,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq1,44,0,535,88,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,44,1,744,88,boy(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,44,2,545,88,who,Grammatical,Singular distractor,null,-0.5,0.5
fq1,44,3,512,88,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,44,4,520,88,girl(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,44,5,792,88,saw,Grammatical,Singular distractor,null,-0.5,0.5
fq1,44,6,576,88,quite,Grammatical,Singular distractor,null,-0.5,0.5
fq1,44,7,760,88,"recently,",Grammatical,Singular distractor,pre-critical,-0.5,0.5
fq1,44,8,552,88,all,Grammatical,Singular distractor,critical,-0.5,0.5
fq1,44,9,712,88,walked,Grammatical,Singular distractor,spillover,-0.5,0.5
fq1,44,10,736,88,back,Grammatical,Singular distractor,null,-0.5,0.5
fq1,44,11,664,88,home,Grammatical,Singular distractor,null,-0.5,0.5
fq1,44,12,608,88,from,Grammatical,Singular distractor,null,-0.5,0.5
fq1,44,13,584,88,school.,Grammatical,Singular distractor,null,-0.5,0.5
fq3,30,0,496,88,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,30,1,744,88,boy(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,30,2,1000,88,who,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,30,3,592,88,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,30,4,560,88,girl(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,30,5,897,88,saw,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,30,6,599,88,quite,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,30,7,848,88,"recently,",Ungrammatical,Pluarl distractor,pre-critical,0.5,-0.5
fq3,30,8,561,88,all,Ungrammatical,Pluarl distractor,critical,0.5,-0.5
fq3,30,9,776,88,walked,Ungrammatical,Pluarl distractor,spillover,0.5,-0.5
fq3,30,10,648,88,back,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,30,11,816,88,home,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,30,12,560,88,from,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,30,13,NA,88,school.,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,30,14,NA,88,NA,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,30,15,NA,88,NA,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq1,28,0,904,88,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,28,1,776,88,boy(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,28,2,1032,88,who,Grammatical,Singular distractor,null,-0.5,0.5
fq1,28,3,752,88,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,28,4,864,88,girl(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,28,5,640,88,saw,Grammatical,Singular distractor,null,-0.5,0.5
fq1,28,6,840,88,quite,Grammatical,Singular distractor,null,-0.5,0.5
fq1,28,7,1240,88,"recently,",Grammatical,Singular distractor,pre-critical,-0.5,0.5
fq1,28,8,704,88,all,Grammatical,Singular distractor,critical,-0.5,0.5
fq1,28,9,680,88,walked,Grammatical,Singular distractor,spillover,-0.5,0.5
fq1,28,10,648,88,back,Grammatical,Singular distractor,null,-0.5,0.5
fq1,28,11,753,88,home,Grammatical,Singular distractor,null,-0.5,0.5
fq1,28,12,672,88,from,Grammatical,Singular distractor,null,-0.5,0.5
fq1,28,13,656,88,school.,Grammatical,Singular distractor,null,-0.5,0.5
fq1,48,0,600,88,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,48,1,904,88,boy(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,48,2,528,88,who,Grammatical,Singular distractor,null,-0.5,0.5
fq1,48,3,584,88,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,48,4,944,88,girl(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,48,5,888,88,saw,Grammatical,Singular distractor,null,-0.5,0.5
fq1,48,6,616,88,quite,Grammatical,Singular distractor,null,-0.5,0.5
fq1,48,7,680,88,"recently,",Grammatical,Singular distractor,pre-critical,-0.5,0.5
fq1,48,8,520,88,all,Grammatical,Singular distractor,critical,-0.5,0.5
fq1,48,9,744,88,walked,Grammatical,Singular distractor,spillover,-0.5,0.5
fq1,48,10,664,88,back,Grammatical,Singular distractor,null,-0.5,0.5
fq1,48,11,801,88,home,Grammatical,Singular distractor,null,-0.5,0.5
fq1,48,12,928,88,from,Grammatical,Singular distractor,null,-0.5,0.5
fq1,48,13,752,88,school.,Grammatical,Singular distractor,null,-0.5,0.5
fq1,48,14,856,88,NA,Grammatical,Singular distractor,null,-0.5,0.5
fq3,38,0,856,88,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,38,1,1120,88,boy(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,38,2,752,88,who,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,38,3,848,88,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,38,4,736,88,girl(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,38,5,1008,88,saw,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,38,6,672,88,quite,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,38,7,785,88,"recently,",Ungrammatical,Pluarl distractor,pre-critical,0.5,-0.5
fq3,38,8,576,88,all,Ungrammatical,Pluarl distractor,critical,0.5,-0.5
fq3,38,9,976,88,walked,Ungrammatical,Pluarl distractor,spillover,0.5,-0.5
fq3,38,10,528,88,back,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,38,11,696,88,home,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,38,12,568,88,from,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,38,13,824,88,school.,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,38,14,728,88,NA,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq4,27,0,576,88,The,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,27,1,792,88,boy(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,27,2,736,88,who,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,27,3,1088,88,The,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,27,4,576,88,girl(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,27,5,624,88,saw,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,27,6,752,88,quite,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,27,7,696,88,"recently,",Ungrammatical,Singular distractor,pre-critical,0.5,0.5
fq4,27,8,680,88,all,Ungrammatical,Singular distractor,critical,0.5,0.5
fq4,27,9,872,88,walked,Ungrammatical,Singular distractor,spillover,0.5,0.5
fq4,27,10,680,88,back,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,27,11,696,88,home,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,27,12,NA,88,from,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,27,13,NA,88,school.,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,27,14,NA,88,NA,Ungrammatical,Singular distractor,null,0.5,0.5
fq1,32,0,583,88,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,32,1,897,88,boy(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,32,2,680,88,who,Grammatical,Singular distractor,null,-0.5,0.5
fq1,32,3,560,88,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,32,4,600,88,girl(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,32,5,928,88,saw,Grammatical,Singular distractor,null,-0.5,0.5
fq1,32,6,880,88,quite,Grammatical,Singular distractor,null,-0.5,0.5
fq1,32,7,896,88,"recently,",Grammatical,Singular distractor,pre-critical,-0.5,0.5
fq1,32,8,587,88,all,Grammatical,Singular distractor,critical,-0.5,0.5
fq1,32,9,624,88,walked,Grammatical,Singular distractor,spillover,-0.5,0.5
fq1,32,10,544,88,back,Grammatical,Singular distractor,null,-0.5,0.5
fq1,32,11,745,88,home,Grammatical,Singular distractor,null,-0.5,0.5
fq1,32,12,792,88,from,Grammatical,Singular distractor,null,-0.5,0.5
fq1,32,13,576,88,school.,Grammatical,Singular distractor,null,-0.5,0.5
fq1,32,14,680,88,NA,Grammatical,Singular distractor,null,-0.5,0.5
fq1,32,15,904,88,NA,Grammatical,Singular distractor,null,-0.5,0.5
fq4,47,0,575,88,The,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,47,1,904,88,boy(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,47,2,672,88,who,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,47,3,512,88,The,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,47,4,800,88,girl(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,47,5,905,88,saw,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,47,6,904,88,quite,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,47,7,984,88,"recently,",Ungrammatical,Singular distractor,pre-critical,0.5,0.5
fq4,47,8,576,88,all,Ungrammatical,Singular distractor,critical,0.5,0.5
fq4,47,9,904,88,walked,Ungrammatical,Singular distractor,spillover,0.5,0.5
fq4,47,10,576,88,back,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,47,11,752,88,home,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,47,12,576,88,from,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,47,13,640,88,school.,Ungrammatical,Singular distractor,null,0.5,0.5
fq3,42,0,575,88,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,42,1,697,88,boy(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,42,2,759,88,who,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,42,3,825,88,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,42,4,1000,88,girl(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,42,5,848,88,saw,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,42,6,816,88,quite,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,42,7,1056,88,"recently,",Ungrammatical,Pluarl distractor,pre-critical,0.5,-0.5
fq3,42,8,608,88,all,Ungrammatical,Pluarl distractor,critical,0.5,-0.5
fq3,42,9,888,88,walked,Ungrammatical,Pluarl distractor,spillover,0.5,-0.5
fq3,42,10,736,88,back,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,42,11,800,88,home,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,42,12,560,88,from,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,42,13,504,88,school.,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,42,14,809,88,NA,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,42,15,1072,88,NA,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq2,33,0,1063,89,The,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,33,1,2816,89,boy(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,33,2,679,89,who,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,33,3,884,89,The,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,33,4,820,89,girl(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,33,5,873,89,saw,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,33,6,843,89,quite,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,33,7,873,89,"recently,",Grammatical,Pluarl distractor,pre-critical,-0.5,-0.5
fq2,33,8,719,89,all,Grammatical,Pluarl distractor,critical,-0.5,-0.5
fq2,33,9,883,89,walked,Grammatical,Pluarl distractor,spillover,-0.5,-0.5
fq2,33,10,792,89,back,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,33,11,790,89,home,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,33,12,1084,89,from,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,33,13,865,89,school.,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,41,0,1463,89,The,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,41,1,824,89,boy(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,41,2,791,89,who,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,41,3,1094,89,The,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,41,4,731,89,girl(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,41,5,884,89,saw,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,41,6,792,89,quite,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,41,7,871,89,"recently,",Grammatical,Pluarl distractor,pre-critical,-0.5,-0.5
fq2,41,8,722,89,all,Grammatical,Pluarl distractor,critical,-0.5,-0.5
fq2,41,9,1318,89,walked,Grammatical,Pluarl distractor,spillover,-0.5,-0.5
fq2,41,10,752,89,back,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,41,11,944,89,home,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,41,12,870,89,from,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,41,13,1726,89,school.,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,41,14,2052,89,NA,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,41,15,864,89,NA,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,29,0,1679,89,The,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,29,1,799,89,boy(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,29,2,783,89,who,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,29,3,1172,89,The,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,29,4,886,89,girl(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,29,5,943,89,saw,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,29,6,1125,89,quite,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,29,7,843,89,"recently,",Grammatical,Pluarl distractor,pre-critical,-0.5,-0.5
fq2,29,8,942,89,all,Grammatical,Pluarl distractor,critical,-0.5,-0.5
fq2,29,9,692,89,walked,Grammatical,Pluarl distractor,spillover,-0.5,-0.5
fq2,29,10,838,89,back,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,29,11,724,89,home,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,29,12,904,89,from,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,29,13,699,89,school.,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,29,14,996,89,NA,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,29,15,982,89,NA,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq3,46,0,695,89,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,46,1,996,89,boy(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,46,2,924,89,who,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,46,3,700,89,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,46,4,894,89,girl(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,46,5,1829,89,saw,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,46,6,820,89,quite,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,46,7,2253,89,"recently,",Ungrammatical,Pluarl distractor,pre-critical,0.5,-0.5
fq3,46,8,779,89,all,Ungrammatical,Pluarl distractor,critical,0.5,-0.5
fq3,46,9,814,89,walked,Ungrammatical,Pluarl distractor,spillover,0.5,-0.5
fq3,46,10,1004,89,back,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,46,11,782,89,home,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,46,12,1347,89,from,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,46,13,794,89,school.,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,26,0,882,89,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,26,1,47574,89,boy(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,26,2,709,89,who,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,26,3,1085,89,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,26,4,742,89,girl(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,26,5,965,89,saw,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,26,6,709,89,quite,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,26,7,731,89,"recently,",Ungrammatical,Pluarl distractor,pre-critical,0.5,-0.5
fq3,26,8,820,89,all,Ungrammatical,Pluarl distractor,critical,0.5,-0.5
fq3,26,9,659,89,walked,Ungrammatical,Pluarl distractor,spillover,0.5,-0.5
fq3,26,10,752,89,back,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,26,11,NA,89,home,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,26,12,NA,89,from,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,26,13,NA,89,school.,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,26,14,NA,89,NA,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq1,28,0,1040,89,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,28,1,828,89,boy(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,28,2,775,89,who,Grammatical,Singular distractor,null,-0.5,0.5
fq1,28,3,1057,89,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,28,4,668,89,girl(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,28,5,1055,89,saw,Grammatical,Singular distractor,null,-0.5,0.5
fq1,28,6,NA,89,quite,Grammatical,Singular distractor,null,-0.5,0.5
fq1,28,7,NA,89,"recently,",Grammatical,Singular distractor,pre-critical,-0.5,0.5
fq1,28,8,NA,89,all,Grammatical,Singular distractor,critical,-0.5,0.5
fq1,28,9,NA,89,walked,Grammatical,Singular distractor,spillover,-0.5,0.5
fq1,28,10,NA,89,back,Grammatical,Singular distractor,null,-0.5,0.5
fq1,28,11,NA,89,home,Grammatical,Singular distractor,null,-0.5,0.5
fq1,28,12,NA,89,from,Grammatical,Singular distractor,null,-0.5,0.5
fq1,28,13,NA,89,school.,Grammatical,Singular distractor,null,-0.5,0.5
fq3,34,0,617,89,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,34,1,795,89,boy(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,34,2,625,89,who,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,34,3,815,89,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,34,4,851,89,girl(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,34,5,775,89,saw,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,34,6,768,89,quite,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,34,7,761,89,"recently,",Ungrammatical,Pluarl distractor,pre-critical,0.5,-0.5
fq3,34,8,809,89,all,Ungrammatical,Pluarl distractor,critical,0.5,-0.5
fq3,34,9,695,89,walked,Ungrammatical,Pluarl distractor,spillover,0.5,-0.5
fq3,34,10,688,89,back,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,34,11,720,89,home,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,34,12,691,89,from,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,34,13,748,89,school.,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,34,14,711,89,NA,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,30,0,657,89,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,30,1,689,89,boy(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,30,2,670,89,who,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,30,3,1119,89,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,30,4,676,89,girl(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,30,5,651,89,saw,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,30,6,738,89,quite,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,30,7,670,89,"recently,",Ungrammatical,Pluarl distractor,pre-critical,0.5,-0.5
fq3,30,8,519,89,all,Ungrammatical,Pluarl distractor,critical,0.5,-0.5
fq3,30,9,710,89,walked,Ungrammatical,Pluarl distractor,spillover,0.5,-0.5
fq3,30,10,790,89,back,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,30,11,924,89,home,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,30,12,824,89,from,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,30,13,589,89,school.,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,30,14,698,89,NA,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,30,15,661,89,NA,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq4,47,0,606,89,The,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,47,1,652,89,boy(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,47,2,719,89,who,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,47,3,550,89,The,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,47,4,900,89,girl(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,47,5,754,89,saw,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,47,6,617,89,quite,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,47,7,769,89,"recently,",Ungrammatical,Singular distractor,pre-critical,0.5,0.5
fq4,47,8,956,89,all,Ungrammatical,Singular distractor,critical,0.5,0.5
fq4,47,9,597,89,walked,Ungrammatical,Singular distractor,spillover,0.5,0.5
fq4,47,10,833,89,back,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,47,11,679,89,home,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,47,12,773,89,from,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,47,13,709,89,school.,Ungrammatical,Singular distractor,null,0.5,0.5
fq1,40,0,751,89,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,40,1,647,89,boy(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,40,2,700,89,who,Grammatical,Singular distractor,null,-0.5,0.5
fq1,40,3,853,89,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,40,4,586,89,girl(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,40,5,843,89,saw,Grammatical,Singular distractor,null,-0.5,0.5
fq1,40,6,863,89,quite,Grammatical,Singular distractor,null,-0.5,0.5
fq1,40,7,1125,89,"recently,",Grammatical,Singular distractor,pre-critical,-0.5,0.5
fq1,40,8,770,89,all,Grammatical,Singular distractor,critical,-0.5,0.5
fq1,40,9,741,89,walked,Grammatical,Singular distractor,spillover,-0.5,0.5
fq1,40,10,843,89,back,Grammatical,Singular distractor,null,-0.5,0.5
fq1,40,11,699,89,home,Grammatical,Singular distractor,null,-0.5,0.5
fq1,40,12,659,89,from,Grammatical,Singular distractor,null,-0.5,0.5
fq1,40,13,833,89,school.,Grammatical,Singular distractor,null,-0.5,0.5
fq1,36,0,548,89,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,36,1,724,89,boy(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,36,2,645,89,who,Grammatical,Singular distractor,null,-0.5,0.5
fq1,36,3,577,89,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,36,4,659,89,girl(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,36,5,822,89,saw,Grammatical,Singular distractor,null,-0.5,0.5
fq1,36,6,730,89,quite,Grammatical,Singular distractor,null,-0.5,0.5
fq1,36,7,647,89,"recently,",Grammatical,Singular distractor,pre-critical,-0.5,0.5
fq1,36,8,723,89,all,Grammatical,Singular distractor,critical,-0.5,0.5
fq1,36,9,759,89,walked,Grammatical,Singular distractor,spillover,-0.5,0.5
fq1,36,10,670,89,back,Grammatical,Singular distractor,null,-0.5,0.5
