Condition,Item,Word,RT,Subject,phrase_g,grammaticality_g,distractor_g,region_g,grammaticality,distractor
fq3,39,6,567,1,quite,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,39,7,NA,1,"recently,",Ungrammatical,Pluarl distractor,pre-critical,0.5,-0.5
fq3,39,8,NA,1,all,Ungrammatical,Pluarl distractor,critical,0.5,-0.5
fq3,39,9,NA,1,walked,Ungrammatical,Pluarl distractor,spillover,0.5,-0.5
fq3,39,10,NA,1,back,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,39,11,NA,1,home,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,39,12,NA,1,from,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,39,13,NA,1,school.,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,39,14,NA,1,NA,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,31,0,646,1,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,31,1,602,1,boy(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,31,2,607,1,who,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,31,3,1128,1,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,31,4,728,1,girl(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,31,5,600,1,saw,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,31,6,649,1,quite,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,31,7,823,1,"recently,",Ungrammatical,Pluarl distractor,pre-critical,0.5,-0.5
fq3,31,8,760,1,all,Ungrammatical,Pluarl distractor,critical,0.5,-0.5
fq3,31,9,792,1,walked,Ungrammatical,Pluarl distractor,spillover,0.5,-0.5
fq3,31,10,760,1,back,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,31,11,608,1,home,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,31,12,600,1,from,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,31,13,584,1,school.,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,31,14,608,1,NA,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq1,33,0,480,1,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,33,1,688,1,boy(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,33,2,544,1,who,Grammatical,Singular distractor,null,-0.5,0.5
fq1,33,3,760,1,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,33,4,648,1,girl(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,33,5,888,1,saw,Grammatical,Singular distractor,null,-0.5,0.5
fq1,33,6,704,1,quite,Grammatical,Singular distractor,null,-0.5,0.5
fq1,33,7,640,1,"recently,",Grammatical,Singular distractor,pre-critical,-0.5,0.5
fq1,33,8,728,1,all,Grammatical,Singular distractor,critical,-0.5,0.5
fq1,33,9,625,1,walked,Grammatical,Singular distractor,spillover,-0.5,0.5
fq1,33,10,688,1,back,Grammatical,Singular distractor,null,-0.5,0.5
fq1,33,11,663,1,home,Grammatical,Singular distractor,null,-0.5,0.5
fq1,33,12,744,1,from,Grammatical,Singular distractor,null,-0.5,0.5
fq1,33,13,640,1,school.,Grammatical,Singular distractor,null,-0.5,0.5
fq2,26,0,519,1,The,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,26,1,872,1,boy(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,26,2,560,1,who,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,26,3,505,1,The,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,26,4,623,1,girl(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,26,5,NA,1,saw,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,26,6,NA,1,quite,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,26,7,NA,1,"recently,",Grammatical,Pluarl distractor,pre-critical,-0.5,-0.5
fq2,26,8,NA,1,all,Grammatical,Pluarl distractor,critical,-0.5,-0.5
fq2,26,9,NA,1,walked,Grammatical,Pluarl distractor,spillover,-0.5,-0.5
fq2,26,10,NA,1,back,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,26,11,NA,1,home,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,26,12,NA,1,from,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,26,13,NA,1,school.,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,26,14,NA,1,NA,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq4,44,0,623,1,The,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,44,1,2033,1,boy(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,44,2,1023,1,who,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,44,3,624,1,The,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,44,4,768,1,girl(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,44,5,928,1,saw,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,44,6,680,1,quite,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,44,7,872,1,"recently,",Ungrammatical,Singular distractor,pre-critical,0.5,0.5
fq4,44,8,720,1,all,Ungrammatical,Singular distractor,critical,0.5,0.5
fq4,44,9,728,1,walked,Ungrammatical,Singular distractor,spillover,0.5,0.5
fq4,44,10,825,1,back,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,44,11,784,1,home,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,44,12,767,1,from,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,44,13,648,1,school.,Ungrammatical,Singular distractor,null,0.5,0.5
fq3,27,0,624,1,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,27,1,608,1,boy(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,27,2,664,1,who,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,27,3,639,1,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,27,4,625,1,girl(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,27,5,688,1,saw,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,27,6,584,1,quite,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,27,7,728,1,"recently,",Ungrammatical,Pluarl distractor,pre-critical,0.5,-0.5
fq3,27,8,744,1,all,Ungrammatical,Pluarl distractor,critical,0.5,-0.5
fq3,27,9,800,1,walked,Ungrammatical,Pluarl distractor,spillover,0.5,-0.5
fq3,27,10,848,1,back,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,27,11,584,1,home,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,27,12,465,1,from,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,27,13,664,1,school.,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,27,14,1167,1,NA,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq4,32,0,543,1,The,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,32,1,584,1,boy(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,32,2,600,1,who,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,32,3,488,1,The,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,32,4,721,1,girl(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,32,5,607,1,saw,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,32,6,504,1,quite,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,32,7,849,1,"recently,",Ungrammatical,Singular distractor,pre-critical,0.5,0.5
fq4,32,8,599,1,all,Ungrammatical,Singular distractor,critical,0.5,0.5
fq4,32,9,769,1,walked,Ungrammatical,Singular distractor,spillover,0.5,0.5
fq4,32,10,503,1,back,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,32,11,640,1,home,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,32,12,808,1,from,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,32,13,761,1,school.,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,32,14,671,1,NA,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,32,15,664,1,NA,Ungrammatical,Singular distractor,null,0.5,0.5
fq2,34,0,983,1,The,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,34,1,832,1,boy(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,34,2,640,1,who,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,34,3,1089,1,The,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,34,4,847,1,girl(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,34,5,768,1,saw,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,34,6,664,1,quite,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,34,7,600,1,"recently,",Grammatical,Pluarl distractor,pre-critical,-0.5,-0.5
fq2,34,8,664,1,all,Grammatical,Pluarl distractor,critical,-0.5,-0.5
fq2,34,9,704,1,walked,Grammatical,Pluarl distractor,spillover,-0.5,-0.5
fq2,34,10,744,1,back,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,34,11,752,1,home,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,34,12,800,1,from,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,34,13,585,1,school.,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,34,14,887,1,NA,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq1,25,0,504,1,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,25,1,664,1,boy(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,25,2,504,1,who,Grammatical,Singular distractor,null,-0.5,0.5
fq1,25,3,681,1,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,25,4,623,1,girl(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,25,5,608,1,saw,Grammatical,Singular distractor,null,-0.5,0.5
fq1,25,6,624,1,quite,Grammatical,Singular distractor,null,-0.5,0.5
fq1,25,7,969,1,"recently,",Grammatical,Singular distractor,pre-critical,-0.5,0.5
fq1,25,8,839,1,all,Grammatical,Singular distractor,critical,-0.5,0.5
fq1,25,9,728,1,walked,Grammatical,Singular distractor,spillover,-0.5,0.5
fq1,25,10,640,1,back,Grammatical,Singular distractor,null,-0.5,0.5
fq1,25,11,568,1,home,Grammatical,Singular distractor,null,-0.5,0.5
fq1,25,12,505,1,from,Grammatical,Singular distractor,null,-0.5,0.5
fq1,25,13,503,1,school.,Grammatical,Singular distractor,null,-0.5,0.5
fq3,35,0,584,1,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,35,1,744,1,boy(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,35,2,584,1,who,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,35,3,608,1,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,35,4,719,1,girl(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,35,5,568,1,saw,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,35,6,545,1,quite,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,35,7,NA,1,"recently,",Ungrammatical,Pluarl distractor,pre-critical,0.5,-0.5
fq3,35,8,NA,1,all,Ungrammatical,Pluarl distractor,critical,0.5,-0.5
fq3,35,9,NA,1,walked,Ungrammatical,Pluarl distractor,spillover,0.5,-0.5
fq3,35,10,NA,1,back,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,35,11,NA,1,home,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,35,12,NA,1,from,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,35,13,NA,1,school.,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,35,14,NA,1,NA,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq1,29,0,2576,1,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,29,1,792,1,boy(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,29,2,824,1,who,Grammatical,Singular distractor,null,-0.5,0.5
fq1,29,3,560,1,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,29,4,783,1,girl(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,29,5,609,1,saw,Grammatical,Singular distractor,null,-0.5,0.5
fq1,29,6,608,1,quite,Grammatical,Singular distractor,null,-0.5,0.5
fq1,29,7,800,1,"recently,",Grammatical,Singular distractor,pre-critical,-0.5,0.5
fq1,29,8,664,1,all,Grammatical,Singular distractor,critical,-0.5,0.5
fq1,29,9,744,1,walked,Grammatical,Singular distractor,spillover,-0.5,0.5
fq1,29,10,688,1,back,Grammatical,Singular distractor,null,-0.5,0.5
fq1,29,11,864,1,home,Grammatical,Singular distractor,null,-0.5,0.5
fq1,29,12,808,1,from,Grammatical,Singular distractor,null,-0.5,0.5
fq1,29,13,600,1,school.,Grammatical,Singular distractor,null,-0.5,0.5
fq1,29,14,648,1,NA,Grammatical,Singular distractor,null,-0.5,0.5
fq1,29,15,783,1,NA,Grammatical,Singular distractor,null,-0.5,0.5
fq4,48,0,527,1,The,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,48,1,664,1,boy(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,48,2,440,1,who,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,48,3,560,1,The,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,48,4,728,1,girl(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,48,5,848,1,saw,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,48,6,1009,1,quite,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,48,7,623,1,"recently,",Ungrammatical,Singular distractor,pre-critical,0.5,0.5
fq4,48,8,600,1,all,Ungrammatical,Singular distractor,critical,0.5,0.5
fq4,48,9,608,1,walked,Ungrammatical,Singular distractor,spillover,0.5,0.5
fq4,48,10,664,1,back,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,48,11,624,1,home,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,48,12,600,1,from,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,48,13,624,1,school.,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,48,14,728,1,NA,Ungrammatical,Singular distractor,null,0.5,0.5
fq1,37,0,407,1,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,37,1,681,1,boy(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,37,2,585,1,who,Grammatical,Singular distractor,null,-0.5,0.5
fq1,37,3,863,1,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,37,4,712,1,girl(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,37,5,583,1,saw,Grammatical,Singular distractor,null,-0.5,0.5
fq1,37,6,681,1,quite,Grammatical,Singular distractor,null,-0.5,0.5
fq1,37,7,544,1,"recently,",Grammatical,Singular distractor,pre-critical,-0.5,0.5
fq1,37,8,624,1,all,Grammatical,Singular distractor,critical,-0.5,0.5
fq1,37,9,689,1,walked,Grammatical,Singular distractor,spillover,-0.5,0.5
fq1,37,10,583,1,back,Grammatical,Singular distractor,null,-0.5,0.5
fq1,37,11,640,1,home,Grammatical,Singular distractor,null,-0.5,0.5
fq1,37,12,968,1,from,Grammatical,Singular distractor,null,-0.5,0.5
fq1,37,13,2032,1,school.,Grammatical,Singular distractor,null,-0.5,0.5
fq1,45,0,503,1,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,45,1,641,1,boy(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,45,2,487,1,who,Grammatical,Singular distractor,null,-0.5,0.5
fq1,45,3,480,1,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,45,4,808,1,girl(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,45,5,680,1,saw,Grammatical,Singular distractor,null,-0.5,0.5
fq1,45,6,648,1,quite,Grammatical,Singular distractor,null,-0.5,0.5
fq1,45,7,799,1,"recently,",Grammatical,Singular distractor,pre-critical,-0.5,0.5
fq1,45,8,609,1,all,Grammatical,Singular distractor,critical,-0.5,0.5
