Subject,Item,Condition,Word,RT,RegionP,GrammaticalityP,DistractorP,Grammaticality,Distractor,IF_Gramm,IF_Ungramm
1,2,cond2,3,581,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,2,cond2,4,682,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,2,cond2,5,560,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,2,cond2,6,1003,Pre-reflexive,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,2,cond2,7,941,Reflexive,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,2,cond2,8,736,Post-reflexive,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,2,cond2,9,690,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,2,cond2,10,789,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,5,cond1,0,424,Others,Grammatical,Match,0.5,0.5,0.5,0
1,5,cond1,1,786,Others,Grammatical,Match,0.5,0.5,0.5,0
1,5,cond1,2,514,Others,Grammatical,Match,0.5,0.5,0.5,0
1,5,cond1,3,544,Others,Grammatical,Match,0.5,0.5,0.5,0
1,5,cond1,4,582,Others,Grammatical,Match,0.5,0.5,0.5,0
1,5,cond1,5,574,Others,Grammatical,Match,0.5,0.5,0.5,0
1,5,cond1,6,820,Pre-reflexive,Grammatical,Match,0.5,0.5,0.5,0
1,5,cond1,7,971,Reflexive,Grammatical,Match,0.5,0.5,0.5,0
1,5,cond1,8,773,Post-reflexive,Grammatical,Match,0.5,0.5,0.5,0
1,5,cond1,9,649,Others,Grammatical,Match,0.5,0.5,0.5,0
1,5,cond1,10,605,Others,Grammatical,Match,0.5,0.5,0.5,0
1,5,cond1,11,535,Others,Grammatical,Match,0.5,0.5,0.5,0
1,5,cond1,12,1072,Others,Grammatical,Match,0.5,0.5,0.5,0
1,1,cond1,0,463,Others,Grammatical,Match,0.5,0.5,0.5,0
1,1,cond1,1,628,Others,Grammatical,Match,0.5,0.5,0.5,0
1,1,cond1,2,695,Others,Grammatical,Match,0.5,0.5,0.5,0
1,1,cond1,3,597,Others,Grammatical,Match,0.5,0.5,0.5,0
1,1,cond1,4,426,Others,Grammatical,Match,0.5,0.5,0.5,0
1,1,cond1,5,610,Others,Grammatical,Match,0.5,0.5,0.5,0
1,1,cond1,6,794,Pre-reflexive,Grammatical,Match,0.5,0.5,0.5,0
1,1,cond1,7,921,Reflexive,Grammatical,Match,0.5,0.5,0.5,0
1,1,cond1,8,540,Post-reflexive,Grammatical,Match,0.5,0.5,0.5,0
1,1,cond1,9,634,Others,Grammatical,Match,0.5,0.5,0.5,0
1,1,cond1,10,788,Others,Grammatical,Match,0.5,0.5,0.5,0
1,4,cond4,0,419,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,4,cond4,1,661,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,4,cond4,2,574,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,4,cond4,3,608,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,4,cond4,4,587,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,4,cond4,5,580,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,4,cond4,6,683,Pre-reflexive,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,4,cond4,7,758,Reflexive,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,4,cond4,8,887,Post-reflexive,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,4,cond4,9,555,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,4,cond4,10,NA,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,13,cond1,0,522,Others,Grammatical,Match,0.5,0.5,0.5,0
1,13,cond1,1,1085,Others,Grammatical,Match,0.5,0.5,0.5,0
1,13,cond1,2,503,Others,Grammatical,Match,0.5,0.5,0.5,0
1,13,cond1,3,712,Others,Grammatical,Match,0.5,0.5,0.5,0
1,13,cond1,4,608,Others,Grammatical,Match,0.5,0.5,0.5,0
1,13,cond1,5,646,Others,Grammatical,Match,0.5,0.5,0.5,0
1,13,cond1,6,740,Pre-reflexive,Grammatical,Match,0.5,0.5,0.5,0
1,13,cond1,7,926,Reflexive,Grammatical,Match,0.5,0.5,0.5,0
1,13,cond1,8,758,Post-reflexive,Grammatical,Match,0.5,0.5,0.5,0
1,13,cond1,9,784,Others,Grammatical,Match,0.5,0.5,0.5,0
1,13,cond1,10,749,Others,Grammatical,Match,0.5,0.5,0.5,0
1,13,cond1,11,722,Others,Grammatical,Match,0.5,0.5,0.5,0
1,19,cond3,0,404,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,19,cond3,1,645,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,19,cond3,2,473,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,19,cond3,3,538,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,19,cond3,4,481,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,19,cond3,5,690,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,19,cond3,6,845,Pre-reflexive,Ungrammatical,Match,-0.5,0.5,0,0.5
1,19,cond3,7,977,Reflexive,Ungrammatical,Match,-0.5,0.5,0,0.5
1,19,cond3,8,NA,Post-reflexive,Ungrammatical,Match,-0.5,0.5,0,0.5
1,19,cond3,9,NA,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,19,cond3,10,NA,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,23,cond3,0,493,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,23,cond3,1,603,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,23,cond3,2,533,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,23,cond3,3,608,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,23,cond3,4,623,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,23,cond3,5,597,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,23,cond3,6,1202,Pre-reflexive,Ungrammatical,Match,-0.5,0.5,0,0.5
1,23,cond3,7,993,Reflexive,Ungrammatical,Match,-0.5,0.5,0,0.5
1,23,cond3,8,933,Post-reflexive,Ungrammatical,Match,-0.5,0.5,0,0.5
1,23,cond3,9,683,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,23,cond3,10,600,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,12,cond4,0,430,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,12,cond4,1,892,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,12,cond4,2,659,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,12,cond4,3,491,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,12,cond4,4,502,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,12,cond4,5,560,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,12,cond4,6,675,Pre-reflexive,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,12,cond4,7,901,Reflexive,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,12,cond4,8,889,Post-reflexive,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,12,cond4,9,535,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,12,cond4,10,607,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,12,cond4,11,935,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,12,cond4,12,747,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,20,cond4,0,506,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,20,cond4,1,661,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,20,cond4,2,562,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,20,cond4,3,531,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,20,cond4,4,NA,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,20,cond4,5,NA,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,20,cond4,6,NA,Pre-reflexive,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,20,cond4,7,NA,Reflexive,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,20,cond4,8,NA,Post-reflexive,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,20,cond4,9,NA,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,20,cond4,10,NA,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,17,cond1,0,571,Others,Grammatical,Match,0.5,0.5,0.5,0
1,17,cond1,1,560,Others,Grammatical,Match,0.5,0.5,0.5,0
1,17,cond1,2,697,Others,Grammatical,Match,0.5,0.5,0.5,0
1,17,cond1,3,501,Others,Grammatical,Match,0.5,0.5,0.5,0
1,17,cond1,4,NA,Others,Grammatical,Match,0.5,0.5,0.5,0
1,17,cond1,5,NA,Others,Grammatical,Match,0.5,0.5,0.5,0
1,17,cond1,6,NA,Pre-reflexive,Grammatical,Match,0.5,0.5,0.5,0
1,17,cond1,7,NA,Reflexive,Grammatical,Match,0.5,0.5,0.5,0
1,17,cond1,8,NA,Post-reflexive,Grammatical,Match,0.5,0.5,0.5,0
1,17,cond1,9,NA,Others,Grammatical,Match,0.5,0.5,0.5,0
1,17,cond1,10,NA,Others,Grammatical,Match,0.5,0.5,0.5,0
1,17,cond1,11,NA,Others,Grammatical,Match,0.5,0.5,0.5,0
1,17,cond1,12,NA,Others,Grammatical,Match,0.5,0.5,0.5,0
1,17,cond1,13,NA,Others,Grammatical,Match,0.5,0.5,0.5,0
1,17,cond1,14,NA,Others,Grammatical,Match,0.5,0.5,0.5,0
1,6,cond2,0,350,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,6,cond2,1,783,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,6,cond2,2,621,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,6,cond2,3,592,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,6,cond2,4,444,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,6,cond2,5,525,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,6,cond2,6,691,Pre-reflexive,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,6,cond2,7,665,Reflexive,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,6,cond2,8,693,Post-reflexive,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,6,cond2,9,530,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,6,cond2,10,NA,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,6,cond2,11,NA,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,22,cond2,0,510,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,22,cond2,1,948,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,22,cond2,2,530,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,22,cond2,3,644,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,22,cond2,4,842,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,22,cond2,5,532,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,22,cond2,6,676,Pre-reflexive,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,22,cond2,7,653,Reflexive,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,22,cond2,8,611,Post-reflexive,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,22,cond2,9,569,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,22,cond2,10,923,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,22,cond2,11,NA,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,22,cond2,12,NA,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,22,cond2,13,NA,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
1,22,cond2,14,NA,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
2,21,cond1,0,821,Others,Grammatical,Match,0.5,0.5,0.5,0
2,21,cond1,1,741,Others,Grammatical,Match,0.5,0.5,0.5,0
2,21,cond1,2,591,Others,Grammatical,Match,0.5,0.5,0.5,0
2,21,cond1,3,579,Others,Grammatical,Match,0.5,0.5,0.5,0
2,21,cond1,4,709,Others,Grammatical,Match,0.5,0.5,0.5,0
2,21,cond1,5,699,Others,Grammatical,Match,0.5,0.5,0.5,0
2,21,cond1,6,890,Pre-reflexive,Grammatical,Match,0.5,0.5,0.5,0
2,21,cond1,7,551,Reflexive,Grammatical,Match,0.5,0.5,0.5,0
2,21,cond1,8,383,Post-reflexive,Grammatical,Match,0.5,0.5,0.5,0
2,21,cond1,9,515,Others,Grammatical,Match,0.5,0.5,0.5,0
2,21,cond1,10,736,Others,Grammatical,Match,0.5,0.5,0.5,0
2,21,cond1,11,817,Others,Grammatical,Match,0.5,0.5,0.5,0
2,21,cond1,12,609,Others,Grammatical,Match,0.5,0.5,0.5,0
2,21,cond1,13,1220,Others,Grammatical,Match,0.5,0.5,0.5,0
2,2,cond2,0,824,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
2,2,cond2,1,665,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
2,2,cond2,2,873,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
2,2,cond2,3,1078,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
2,2,cond2,4,622,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
2,2,cond2,5,814,Others,Grammatical,Mismatch,0.5,-0.5,-0.5,0
2,2,cond2,6,951,Pre-reflexive,Grammatical,Mismatch,0.5,-0.5,-0.5,0
