Subject,Item,Condition,Word,RT,region_g,ambiguity_g,gender_g,ambiguity,gender
1,ca2,1,0,936,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,1,1,1207,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,1,2,568,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,1,3,576,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,1,4,696,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,1,5,840,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,1,6,994,Reflexive region,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,1,7,766,Post-reflexive region,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,1,8,696,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,1,9,688,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,1,10,632,Disambiguating region,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,1,11,664,Post-disambiguating region,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,1,12,968,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,1,13,584,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,1,14,672,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,1,15,680,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,1,16,720,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca3,2,0,543,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,2,1,736,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,2,2,704,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,2,3,634,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,2,4,558,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,2,5,872,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,2,6,1056,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,2,7,696,Reflexive region,Unambiguous,Gender match,0.5,-0.5
1,ca3,2,8,568,Post-reflexive region,Unambiguous,Gender match,0.5,-0.5
1,ca3,2,9,728,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,2,10,824,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,2,11,600,Disambiguating region,Unambiguous,Gender match,0.5,-0.5
1,ca3,2,12,680,Post-disambiguating region,Unambiguous,Gender match,0.5,-0.5
1,ca3,2,13,736,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,2,14,1288,Others,Unambiguous,Gender match,0.5,-0.5
1,ca4,3,0,1551,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,3,1,960,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,3,2,NA,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,3,3,NA,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,3,4,NA,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,3,5,NA,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,3,6,NA,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,3,7,NA,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,3,8,NA,Reflexive region,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,3,9,NA,Post-reflexive region,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,3,10,NA,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,3,11,NA,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,3,12,NA,Disambiguating region,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,3,13,NA,Post-disambiguating region,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,3,14,NA,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,3,15,NA,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,3,16,NA,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca1,4,0,606,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,4,1,944,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,4,2,560,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,4,3,592,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,4,4,1049,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,4,5,767,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,4,6,594,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,4,7,647,Reflexive region,Ambiguous,Gender match,-0.5,-0.5
1,ca1,4,8,543,Post-reflexive region,Ambiguous,Gender match,-0.5,-0.5
1,ca1,4,9,617,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,4,10,799,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,4,11,801,Disambiguating region,Ambiguous,Gender match,-0.5,-0.5
1,ca1,4,12,1159,Post-disambiguating region,Ambiguous,Gender match,-0.5,-0.5
1,ca1,4,13,NA,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,4,14,NA,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,4,15,NA,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,4,16,NA,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca2,5,0,1057,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,5,1,734,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,5,2,552,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,5,3,680,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,5,4,873,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,5,5,735,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,5,6,480,Reflexive region,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,5,7,1321,Post-reflexive region,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,5,8,1055,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,5,9,656,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,5,10,1032,Disambiguating region,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,5,11,1081,Post-disambiguating region,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,5,12,519,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,5,13,586,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,5,14,1462,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca3,6,0,1432,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,6,1,2119,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,6,2,632,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,6,3,584,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,6,4,658,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,6,5,1013,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,6,6,859,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,6,7,654,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,6,8,728,Reflexive region,Unambiguous,Gender match,0.5,-0.5
1,ca3,6,9,1104,Post-reflexive region,Unambiguous,Gender match,0.5,-0.5
1,ca3,6,10,680,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,6,11,712,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,6,12,696,Disambiguating region,Unambiguous,Gender match,0.5,-0.5
1,ca3,6,13,624,Post-disambiguating region,Unambiguous,Gender match,0.5,-0.5
1,ca3,6,14,760,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,6,15,768,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,6,16,761,Others,Unambiguous,Gender match,0.5,-0.5
1,ca4,7,0,855,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,7,1,1088,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,7,2,632,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,7,3,712,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,7,4,1824,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,7,5,1304,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,7,6,712,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,7,7,808,Reflexive region,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,7,8,1330,Post-reflexive region,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,7,9,1462,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,7,10,1368,Disambiguating region,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,7,11,1328,Post-disambiguating region,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,7,12,720,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,7,13,1328,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,7,14,824,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca1,8,0,487,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,8,1,NA,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,8,2,NA,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,8,3,NA,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,8,4,NA,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,8,5,NA,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,8,6,NA,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,8,7,NA,Reflexive region,Ambiguous,Gender match,-0.5,-0.5
1,ca1,8,8,NA,Post-reflexive region,Ambiguous,Gender match,-0.5,-0.5
1,ca1,8,9,NA,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,8,10,NA,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,8,11,NA,Disambiguating region,Ambiguous,Gender match,-0.5,-0.5
1,ca1,8,12,NA,Post-disambiguating region,Ambiguous,Gender match,-0.5,-0.5
1,ca1,8,13,NA,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,8,14,NA,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,8,15,NA,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca2,9,0,567,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,9,1,728,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,9,2,824,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,9,3,NA,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,9,4,NA,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,9,5,NA,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,9,6,NA,Reflexive region,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,9,7,NA,Post-reflexive region,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,9,8,NA,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,9,9,NA,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,9,10,NA,Disambiguating region,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,9,11,NA,Post-disambiguating region,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,9,12,NA,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,9,13,NA,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca3,10,0,1391,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,10,1,NA,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,10,2,NA,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,10,3,NA,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,10,4,NA,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,10,5,NA,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,10,6,NA,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,10,7,NA,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,10,8,NA,Reflexive region,Unambiguous,Gender match,0.5,-0.5
1,ca3,10,9,NA,Post-reflexive region,Unambiguous,Gender match,0.5,-0.5
1,ca3,10,10,NA,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,10,11,NA,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,10,12,NA,Disambiguating region,Unambiguous,Gender match,0.5,-0.5
1,ca3,10,13,NA,Post-disambiguating region,Unambiguous,Gender match,0.5,-0.5
1,ca3,10,14,NA,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,10,15,NA,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,10,16,NA,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,10,17,NA,Others,Unambiguous,Gender match,0.5,-0.5
1,ca4,11,0,1646,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,11,1,786,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,11,2,1230,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,11,3,673,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,11,4,583,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,11,5,1841,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,11,6,1239,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,11,7,768,Reflexive region,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,11,8,744,Post-reflexive region,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,11,9,968,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,11,10,1192,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,11,11,770,Disambiguating region,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,11,12,638,Post-disambiguating region,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,11,13,640,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,11,14,641,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,11,15,959,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,11,16,888,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,11,17,1337,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,11,18,647,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,11,19,1105,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca1,12,0,1111,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,12,1,815,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,12,2,753,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,12,3,656,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,12,4,551,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,12,5,1058,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,12,6,630,Reflexive region,Ambiguous,Gender match,-0.5,-0.5
1,ca1,12,7,560,Post-reflexive region,Ambiguous,Gender match,-0.5,-0.5
1,ca1,12,8,864,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,12,9,760,Disambiguating region,Ambiguous,Gender match,-0.5,-0.5
1,ca1,12,10,568,Post-disambiguating region,Ambiguous,Gender match,-0.5,-0.5
1,ca1,12,11,880,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,12,12,833,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,12,13,792,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,12,14,759,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca2,13,0,703,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,13,1,930,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,13,2,734,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,13,3,840,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,13,4,1297,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,13,5,871,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,13,6,600,Reflexive region,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,13,7,696,Post-reflexive region,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,13,8,568,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,13,9,632,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,13,10,554,Disambiguating region,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,13,11,590,Post-disambiguating region,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,13,12,656,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,13,13,736,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,13,14,600,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,13,15,624,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,13,16,665,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,13,17,663,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca3,14,0,NA,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,14,1,NA,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,14,2,NA,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,14,3,NA,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,14,4,NA,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,14,5,NA,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,14,6,NA,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,14,7,NA,Reflexive region,Unambiguous,Gender match,0.5,-0.5
1,ca3,14,8,NA,Post-reflexive region,Unambiguous,Gender match,0.5,-0.5
1,ca3,14,9,NA,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,14,10,NA,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,14,11,NA,Disambiguating region,Unambiguous,Gender match,0.5,-0.5
1,ca3,14,12,NA,Post-disambiguating region,Unambiguous,Gender match,0.5,-0.5
1,ca3,14,13,NA,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,14,14,NA,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,14,15,NA,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,14,16,NA,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,14,17,NA,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,14,18,NA,Others,Unambiguous,Gender match,0.5,-0.5
1,ca4,15,0,888,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,15,1,824,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,15,2,608,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,15,3,567,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,15,4,585,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,15,5,663,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,15,6,762,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,15,7,566,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,15,8,688,Reflexive region,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,15,9,664,Post-reflexive region,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,15,10,560,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,15,11,552,Disambiguating region,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,15,12,560,Post-disambiguating region,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,15,13,856,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,15,14,576,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,15,15,3192,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca1,16,0,1412,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,16,1,2002,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,16,2,694,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,16,3,664,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,16,4,696,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,16,5,1168,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,16,6,576,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,16,7,864,Reflexive region,Ambiguous,Gender match,-0.5,-0.5
1,ca1,16,8,560,Post-reflexive region,Ambiguous,Gender match,-0.5,-0.5
1,ca1,16,9,640,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,16,10,792,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,16,11,664,Disambiguating region,Ambiguous,Gender match,-0.5,-0.5
1,ca1,16,12,736,Post-disambiguating region,Ambiguous,Gender match,-0.5,-0.5
1,ca1,16,13,664,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,16,14,592,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,16,15,763,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca2,17,0,799,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,17,1,679,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,17,2,584,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,17,3,608,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,17,4,880,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,17,5,721,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,17,6,648,Reflexive region,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,17,7,704,Post-reflexive region,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,17,8,543,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,17,9,657,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,17,10,656,Disambiguating region,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,17,11,640,Post-disambiguating region,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,17,12,664,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,17,13,544,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,17,14,760,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,17,15,1223,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca3,18,0,735,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,18,1,872,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,18,2,616,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,18,3,632,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,18,4,576,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,18,5,896,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,18,6,888,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,18,7,744,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,18,8,776,Reflexive region,Unambiguous,Gender match,0.5,-0.5
1,ca3,18,9,624,Post-reflexive region,Unambiguous,Gender match,0.5,-0.5
1,ca3,18,10,906,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,18,11,662,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,18,12,640,Disambiguating region,Unambiguous,Gender match,0.5,-0.5
1,ca3,18,13,552,Post-disambiguating region,Unambiguous,Gender match,0.5,-0.5
1,ca3,18,14,792,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,18,15,712,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,18,16,800,Others,Unambiguous,Gender match,0.5,-0.5
1,ca4,19,0,1015,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,19,1,1577,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,19,2,674,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,19,3,541,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,19,4,848,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,19,5,856,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,19,6,856,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,19,7,784,Reflexive region,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,19,8,920,Post-reflexive region,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,19,9,648,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,19,10,760,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,19,11,640,Disambiguating region,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,19,12,648,Post-disambiguating region,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,19,13,592,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,19,14,608,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca4,19,15,832,Others,Unambiguous,Gender mismatch,0.5,0.5
1,ca1,20,0,703,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,20,1,1000,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,20,2,NA,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,20,3,NA,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,20,4,NA,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,20,5,NA,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,20,6,NA,Reflexive region,Ambiguous,Gender match,-0.5,-0.5
1,ca1,20,7,NA,Post-reflexive region,Ambiguous,Gender match,-0.5,-0.5
1,ca1,20,8,NA,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,20,9,NA,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,20,10,NA,Disambiguating region,Ambiguous,Gender match,-0.5,-0.5
1,ca1,20,11,NA,Post-disambiguating region,Ambiguous,Gender match,-0.5,-0.5
1,ca1,20,12,NA,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,20,13,NA,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,20,14,NA,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,20,15,NA,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,20,16,NA,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca1,20,17,NA,Others,Ambiguous,Gender match,-0.5,-0.5
1,ca2,21,0,559,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,21,1,1016,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,21,2,544,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,21,3,737,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,21,4,647,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,21,5,672,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,21,6,616,Reflexive region,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,21,7,536,Post-reflexive region,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,21,8,703,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,21,9,632,Disambiguating region,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,21,10,705,Post-disambiguating region,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,21,11,663,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,21,12,632,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca2,21,13,577,Others,Ambiguous,Gender mismatch,-0.5,0.5
1,ca3,22,0,656,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,22,1,727,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,22,2,593,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,22,3,833,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,22,4,726,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,22,5,849,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,22,6,704,Others,Unambiguous,Gender match,0.5,-0.5
1,ca3,22,7,1152,Reflexive region,Unambiguous,Gender match,0.5,-0.5
1,ca3,22,8,680,Post-reflexive region,Unambiguous,Gender match,0.5,-0.5
