Subject,Item,Condition,Word,RT,region_g,ambiguity_g,ajunct_g,ambiguity,ajunct
1,ca2,1,0,719,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,1,1,1000,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,1,2,736,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,1,3,832,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,1,4,704,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,1,5,1496,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,1,6,680,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,1,7,880,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,1,8,711,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,1,9,1161,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,1,10,816,Disambiguating region,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,1,11,744,Post-disambiguating region,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,1,12,848,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,1,13,599,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,1,14,809,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,1,15,839,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,1,16,1009,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca3,2,0,1087,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,2,1,1121,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,2,2,1096,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,2,3,903,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,2,4,1184,Disambiguating region,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,2,5,793,Post-disambiguating region,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,2,6,912,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,2,7,1030,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca4,3,0,656,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,3,1,736,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,3,2,656,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,3,3,671,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,3,4,753,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,3,5,951,Disambiguating region,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,3,6,648,Post-disambiguating region,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,3,7,913,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,3,8,648,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,3,9,959,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca1,4,0,1279,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,4,1,768,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,4,2,776,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,4,3,696,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,4,4,959,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,4,5,1305,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,4,6,792,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,4,7,832,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,4,8,711,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,4,9,609,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,4,10,928,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,4,11,768,Disambiguating region,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,4,12,680,Post-disambiguating region,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,4,13,952,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,4,14,736,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,4,15,968,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,4,16,832,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca2,5,0,728,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,5,1,648,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,5,2,600,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,5,3,544,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,5,4,624,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,5,5,816,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,5,6,1104,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,5,7,2488,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,5,8,600,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,5,9,904,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,5,10,2608,Disambiguating region,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,5,11,856,Post-disambiguating region,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,5,12,584,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,5,13,592,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,5,14,1208,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca3,6,0,759,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,6,1,968,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,6,2,608,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,6,3,808,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,6,4,984,Disambiguating region,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,6,5,784,Post-disambiguating region,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,6,6,928,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,6,7,1753,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,6,8,832,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca4,7,0,808,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,7,1,1040,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,7,2,544,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,7,3,752,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,7,4,696,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,7,5,1064,Disambiguating region,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,7,6,703,Post-disambiguating region,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,7,7,881,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,7,8,888,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,7,9,1144,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca1,8,0,831,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,8,1,680,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,8,2,680,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,8,3,656,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,8,4,728,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,8,5,800,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,8,6,761,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,8,7,655,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,8,8,720,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,8,9,704,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,8,10,976,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,8,11,912,Disambiguating region,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,8,12,904,Post-disambiguating region,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,8,13,793,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,8,14,727,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,8,15,688,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca2,9,0,791,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,9,1,745,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,9,2,543,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,9,3,624,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,9,4,817,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,9,5,791,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,9,6,640,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,9,7,817,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,9,8,888,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,9,9,696,Disambiguating region,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,9,10,936,Post-disambiguating region,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,9,11,848,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,9,12,935,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca3,10,0,647,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,10,1,824,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,10,2,728,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,10,3,1072,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,10,4,984,Disambiguating region,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,10,5,688,Post-disambiguating region,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,10,6,633,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,10,7,672,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,10,8,680,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,10,9,912,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca4,11,0,735,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,11,1,985,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,11,2,679,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,11,3,736,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,11,4,1032,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,11,5,864,Disambiguating region,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,11,6,680,Post-disambiguating region,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,11,7,696,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,11,8,784,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,11,9,848,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,11,10,752,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,11,11,1344,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,11,12,712,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,11,13,824,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca1,12,0,840,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,12,1,736,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,12,2,543,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,12,3,728,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,12,4,1657,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,12,5,751,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,12,6,648,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,12,7,985,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,12,8,895,Disambiguating region,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,12,9,664,Post-disambiguating region,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,12,10,617,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,12,11,1192,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,12,12,783,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,12,13,921,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca2,13,0,710,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,13,1,649,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,13,2,544,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,13,3,680,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,13,4,839,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,13,5,785,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,13,6,959,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,13,7,880,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,13,8,608,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,13,9,953,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,13,10,983,Disambiguating region,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,13,11,705,Post-disambiguating region,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,13,12,727,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,13,13,801,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,13,14,688,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,13,15,879,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,13,16,769,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,13,17,800,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca3,14,0,1199,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,14,1,856,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,14,2,720,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,14,3,896,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,14,4,952,Disambiguating region,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,14,5,849,Post-disambiguating region,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,14,6,711,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,14,7,720,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,14,8,977,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,14,9,767,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,14,10,784,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,14,11,793,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca4,15,0,751,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,15,1,865,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,15,2,663,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,15,3,697,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,15,4,695,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,15,5,744,Disambiguating region,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,15,6,640,Post-disambiguating region,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,15,7,961,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,15,8,807,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,15,9,1745,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca1,16,0,703,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,16,1,649,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,16,2,791,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,16,3,792,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,16,4,969,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,16,5,1031,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,16,6,785,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,16,7,904,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,16,8,816,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,16,9,583,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,16,10,760,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,16,11,1432,Disambiguating region,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,16,12,624,Post-disambiguating region,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,16,13,913,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,16,14,632,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,16,15,816,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca2,17,0,671,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,17,1,736,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,17,2,816,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,17,3,576,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,17,4,744,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,17,5,688,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,17,6,1215,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,17,7,1153,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,17,8,751,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,17,9,649,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,17,10,872,Disambiguating region,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,17,11,688,Post-disambiguating region,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,17,12,1056,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,17,13,752,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,17,14,944,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,17,15,863,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca3,18,0,687,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,18,1,720,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,18,2,680,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,18,3,657,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,18,4,1175,Disambiguating region,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,18,5,752,Post-disambiguating region,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,18,6,960,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,18,7,1312,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,18,8,2272,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca4,19,0,1072,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,19,1,895,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,19,2,609,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,19,3,552,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,19,4,719,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,19,5,656,Disambiguating region,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,19,6,1256,Post-disambiguating region,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,19,7,656,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,19,8,935,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,19,9,961,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca1,20,0,752,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,20,1,727,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,20,2,720,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,20,3,920,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,20,4,1081,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,20,5,1223,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,20,6,945,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,20,7,968,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,20,8,1191,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,20,9,1537,Disambiguating region,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,20,10,840,Post-disambiguating region,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,20,11,1064,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,20,12,631,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,20,13,826,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,20,14,950,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,20,15,1209,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,20,16,759,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca2,21,0,1199,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,21,1,1369,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,21,2,927,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,21,3,961,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,21,4,1231,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,21,5,2457,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,21,6,1263,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,21,7,1585,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,21,8,1303,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,21,9,1121,Disambiguating region,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,21,10,1551,Post-disambiguating region,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,21,11,800,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,21,12,993,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca2,21,13,1064,Others,Unambiguous,Adjunct-present,0.5,-0.5
1,ca3,22,0,703,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,22,1,848,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,22,2,656,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,22,3,767,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,22,4,841,Disambiguating region,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,22,5,840,Post-disambiguating region,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,22,6,768,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,22,7,752,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca3,22,8,824,Others,Ambiguous,Adjunct-absent,-0.5,0.5
1,ca4,23,0,671,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,23,1,960,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,23,2,640,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,23,3,1416,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,23,4,640,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,23,5,712,Disambiguating region,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,23,6,649,Post-disambiguating region,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,23,7,703,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,23,8,601,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,23,9,920,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca4,23,10,951,Others,Unambiguous,Adjunct-absent,0.5,0.5
1,ca1,24,0,679,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,24,1,920,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,24,2,577,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,24,3,751,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,24,4,1129,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,24,5,711,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,24,6,913,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,24,7,895,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,24,8,785,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,24,9,728,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,24,10,720,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,24,11,952,Disambiguating region,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,24,12,775,Post-disambiguating region,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,24,13,873,Others,Ambiguous,Adjunct-present,-0.5,-0.5
1,ca1,24,14,1088,Others,Ambiguous,Adjunct-present,-0.5,-0.5
2,ca1,1,0,707,Others,Ambiguous,Adjunct-present,-0.5,-0.5
2,ca1,1,1,481,Others,Ambiguous,Adjunct-present,-0.5,-0.5
2,ca1,1,2,520,Others,Ambiguous,Adjunct-present,-0.5,-0.5
2,ca1,1,3,626,Others,Ambiguous,Adjunct-present,-0.5,-0.5
2,ca1,1,4,978,Others,Ambiguous,Adjunct-present,-0.5,-0.5
2,ca1,1,5,858,Others,Ambiguous,Adjunct-present,-0.5,-0.5
2,ca1,1,6,581,Others,Ambiguous,Adjunct-present,-0.5,-0.5
2,ca1,1,7,630,Others,Ambiguous,Adjunct-present,-0.5,-0.5
2,ca1,1,8,696,Others,Ambiguous,Adjunct-present,-0.5,-0.5
2,ca1,1,9,660,Disambiguating region,Ambiguous,Adjunct-present,-0.5,-0.5
2,ca1,1,10,466,Post-disambiguating region,Ambiguous,Adjunct-present,-0.5,-0.5
2,ca1,1,11,531,Others,Ambiguous,Adjunct-present,-0.5,-0.5
2,ca1,1,12,396,Others,Ambiguous,Adjunct-present,-0.5,-0.5
2,ca1,1,13,530,Others,Ambiguous,Adjunct-present,-0.5,-0.5
2,ca1,1,14,560,Others,Ambiguous,Adjunct-present,-0.5,-0.5
2,ca1,1,15,453,Others,Ambiguous,Adjunct-present,-0.5,-0.5
2,ca2,2,0,643,Others,Unambiguous,Adjunct-present,0.5,-0.5
2,ca2,2,1,740,Others,Unambiguous,Adjunct-present,0.5,-0.5
2,ca2,2,2,620,Others,Unambiguous,Adjunct-present,0.5,-0.5
2,ca2,2,3,613,Others,Unambiguous,Adjunct-present,0.5,-0.5
2,ca2,2,4,483,Others,Unambiguous,Adjunct-present,0.5,-0.5
2,ca2,2,5,504,Others,Unambiguous,Adjunct-present,0.5,-0.5
2,ca2,2,6,857,Others,Unambiguous,Adjunct-present,0.5,-0.5
2,ca2,2,7,NA,Others,Unambiguous,Adjunct-present,0.5,-0.5
2,ca2,2,8,NA,Others,Unambiguous,Adjunct-present,0.5,-0.5
2,ca2,2,9,NA,Others,Unambiguous,Adjunct-present,0.5,-0.5
2,ca2,2,10,NA,Disambiguating region,Unambiguous,Adjunct-present,0.5,-0.5
2,ca2,2,11,NA,Post-disambiguating region,Unambiguous,Adjunct-present,0.5,-0.5
2,ca2,2,12,NA,Others,Unambiguous,Adjunct-present,0.5,-0.5
2,ca2,2,13,NA,Others,Unambiguous,Adjunct-present,0.5,-0.5
2,ca3,3,0,587,Others,Ambiguous,Adjunct-absent,-0.5,0.5
2,ca3,3,1,554,Others,Ambiguous,Adjunct-absent,-0.5,0.5
2,ca3,3,2,536,Others,Ambiguous,Adjunct-absent,-0.5,0.5
