Condition,Item,Word,RT,Subject,phrase_g,grammaticality_g,distractor_g,region_g,grammaticality,distractor
fq2,34,0,1198,1,The,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,34,1,1139,1,boy(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,34,2,692,1,who,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,34,3,947,1,saw,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,34,4,826,1,the,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,34,5,1005,1,girl(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,34,6,823,1,quite,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,34,7,837,1,"recently,",Grammatical,Pluarl distractor,pre-critical,-0.5,-0.5
fq2,34,8,883,1,all,Grammatical,Pluarl distractor,critical,-0.5,-0.5
fq2,34,9,1092,1,walked,Grammatical,Pluarl distractor,spillover,-0.5,-0.5
fq2,34,10,806,1,back,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,34,11,994,1,home,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,34,12,975,1,from,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,34,13,908,1,school.,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,34,14,1417,1,NA,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq1,29,0,729,1,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,29,1,977,1,boy(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,29,2,742,1,who,Grammatical,Singular distractor,null,-0.5,0.5
fq1,29,3,1009,1,saw,Grammatical,Singular distractor,null,-0.5,0.5
fq1,29,4,660,1,the,Grammatical,Singular distractor,null,-0.5,0.5
fq1,29,5,974,1,girl(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,29,6,1631,1,quite,Grammatical,Singular distractor,null,-0.5,0.5
fq1,29,7,810,1,"recently,",Grammatical,Singular distractor,pre-critical,-0.5,0.5
fq1,29,8,984,1,all,Grammatical,Singular distractor,critical,-0.5,0.5
fq1,29,9,925,1,walked,Grammatical,Singular distractor,spillover,-0.5,0.5
fq1,29,10,854,1,back,Grammatical,Singular distractor,null,-0.5,0.5
fq1,29,11,929,1,home,Grammatical,Singular distractor,null,-0.5,0.5
fq1,29,12,888,1,from,Grammatical,Singular distractor,null,-0.5,0.5
fq1,29,13,885,1,school.,Grammatical,Singular distractor,null,-0.5,0.5
fq1,29,14,1018,1,NA,Grammatical,Singular distractor,null,-0.5,0.5
fq1,29,15,1025,1,NA,Grammatical,Singular distractor,null,-0.5,0.5
fq3,27,0,821,1,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,27,1,1163,1,boy(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,27,2,934,1,who,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,27,3,872,1,saw,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,27,4,856,1,the,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,27,5,796,1,girl(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,27,6,788,1,quite,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,27,7,789,1,"recently,",Ungrammatical,Pluarl distractor,pre-critical,0.5,-0.5
fq3,27,8,886,1,all,Ungrammatical,Pluarl distractor,critical,0.5,-0.5
fq3,27,9,702,1,walked,Ungrammatical,Pluarl distractor,spillover,0.5,-0.5
fq3,27,10,838,1,back,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,27,11,869,1,home,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,27,12,721,1,from,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,27,13,614,1,school.,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,27,14,902,1,NA,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,43,0,649,1,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,43,1,1053,1,boy(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,43,2,622,1,who,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,43,3,767,1,saw,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,43,4,705,1,the,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,43,5,805,1,girl(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,43,6,734,1,quite,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,43,7,856,1,"recently,",Ungrammatical,Pluarl distractor,pre-critical,0.5,-0.5
fq3,43,8,1049,1,all,Ungrammatical,Pluarl distractor,critical,0.5,-0.5
fq3,43,9,951,1,walked,Ungrammatical,Pluarl distractor,spillover,0.5,-0.5
fq3,43,10,823,1,back,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,43,11,1577,1,home,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,43,12,952,1,from,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,43,13,1084,1,school.,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq1,41,0,1645,1,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,41,1,765,1,boy(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,41,2,767,1,who,Grammatical,Singular distractor,null,-0.5,0.5
fq1,41,3,758,1,saw,Grammatical,Singular distractor,null,-0.5,0.5
fq1,41,4,584,1,the,Grammatical,Singular distractor,null,-0.5,0.5
fq1,41,5,718,1,girl(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,41,6,708,1,quite,Grammatical,Singular distractor,null,-0.5,0.5
fq1,41,7,880,1,"recently,",Grammatical,Singular distractor,pre-critical,-0.5,0.5
fq1,41,8,663,1,all,Grammatical,Singular distractor,critical,-0.5,0.5
fq1,41,9,740,1,walked,Grammatical,Singular distractor,spillover,-0.5,0.5
fq1,41,10,698,1,back,Grammatical,Singular distractor,null,-0.5,0.5
fq1,41,11,707,1,home,Grammatical,Singular distractor,null,-0.5,0.5
fq1,41,12,716,1,from,Grammatical,Singular distractor,null,-0.5,0.5
fq1,41,13,673,1,school.,Grammatical,Singular distractor,null,-0.5,0.5
fq1,41,14,620,1,NA,Grammatical,Singular distractor,null,-0.5,0.5
fq1,41,15,772,1,NA,Grammatical,Singular distractor,null,-0.5,0.5
fq3,47,0,659,1,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,47,1,803,1,boy(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,47,2,632,1,who,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,47,3,789,1,saw,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,47,4,706,1,the,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,47,5,799,1,girl(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,47,6,701,1,quite,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,47,7,848,1,"recently,",Ungrammatical,Pluarl distractor,pre-critical,0.5,-0.5
fq3,47,8,884,1,all,Ungrammatical,Pluarl distractor,critical,0.5,-0.5
fq3,47,9,669,1,walked,Ungrammatical,Pluarl distractor,spillover,0.5,-0.5
fq3,47,10,703,1,back,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,47,11,548,1,home,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,47,12,610,1,from,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,47,13,796,1,school.,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq2,30,0,627,1,The,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,30,1,645,1,boy(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,30,2,707,1,who,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,30,3,852,1,saw,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,30,4,659,1,the,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,30,5,689,1,girl(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,30,6,778,1,quite,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,30,7,733,1,"recently,",Grammatical,Pluarl distractor,pre-critical,-0.5,-0.5
fq2,30,8,856,1,all,Grammatical,Pluarl distractor,critical,-0.5,-0.5
fq2,30,9,1108,1,walked,Grammatical,Pluarl distractor,spillover,-0.5,-0.5
fq2,30,10,903,1,back,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,30,11,812,1,home,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,30,12,871,1,from,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,30,13,571,1,school.,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,30,14,672,1,NA,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,30,15,709,1,NA,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq3,31,0,572,1,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,31,1,697,1,boy(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,31,2,816,1,who,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,31,3,1076,1,saw,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,31,4,781,1,the,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,31,5,622,1,girl(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,31,6,611,1,quite,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,31,7,723,1,"recently,",Ungrammatical,Pluarl distractor,pre-critical,0.5,-0.5
fq3,31,8,711,1,all,Ungrammatical,Pluarl distractor,critical,0.5,-0.5
fq3,31,9,633,1,walked,Ungrammatical,Pluarl distractor,spillover,0.5,-0.5
fq3,31,10,723,1,back,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,31,11,823,1,home,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,31,12,676,1,from,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,31,13,725,1,school.,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,31,14,913,1,NA,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq4,28,0,555,1,The,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,28,1,643,1,boy(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,28,2,715,1,who,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,28,3,658,1,saw,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,28,4,663,1,the,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,28,5,702,1,girl(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,28,6,707,1,quite,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,28,7,809,1,"recently,",Ungrammatical,Singular distractor,pre-critical,0.5,0.5
fq4,28,8,709,1,all,Ungrammatical,Singular distractor,critical,0.5,0.5
fq4,28,9,672,1,walked,Ungrammatical,Singular distractor,spillover,0.5,0.5
fq4,28,10,759,1,back,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,28,11,707,1,home,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,28,12,756,1,from,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,28,13,787,1,school.,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,48,0,549,1,The,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,48,1,679,1,boy(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,48,2,484,1,who,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,48,3,796,1,saw,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,48,4,NA,1,the,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,48,5,NA,1,girl(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,48,6,NA,1,quite,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,48,7,NA,1,"recently,",Ungrammatical,Singular distractor,pre-critical,0.5,0.5
fq4,48,8,NA,1,all,Ungrammatical,Singular distractor,critical,0.5,0.5
fq4,48,9,NA,1,walked,Ungrammatical,Singular distractor,spillover,0.5,0.5
fq4,48,10,NA,1,back,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,48,11,NA,1,home,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,48,12,NA,1,from,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,48,13,NA,1,school.,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,48,14,NA,1,NA,Ungrammatical,Singular distractor,null,0.5,0.5
fq2,38,0,588,1,The,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,38,1,990,1,boy(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,38,2,612,1,who,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,38,3,802,1,saw,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,38,4,583,1,the,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,38,5,756,1,girl(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,38,6,591,1,quite,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,38,7,806,1,"recently,",Grammatical,Pluarl distractor,pre-critical,-0.5,-0.5
fq2,38,8,1147,1,all,Grammatical,Pluarl distractor,critical,-0.5,-0.5
fq2,38,9,840,1,walked,Grammatical,Pluarl distractor,spillover,-0.5,-0.5
fq2,38,10,640,1,back,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,38,11,740,1,home,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,38,12,610,1,from,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,38,13,677,1,school.,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,38,14,714,1,NA,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq3,35,0,601,1,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,35,1,719,1,boy(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,35,2,659,1,who,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,35,3,639,1,saw,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,35,4,852,1,the,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,35,5,956,1,girl(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,35,6,651,1,quite,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,35,7,947,1,"recently,",Ungrammatical,Pluarl distractor,pre-critical,0.5,-0.5
fq3,35,8,1174,1,all,Ungrammatical,Pluarl distractor,critical,0.5,-0.5
fq3,35,9,639,1,walked,Ungrammatical,Pluarl distractor,spillover,0.5,-0.5
fq3,35,10,677,1,back,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,35,11,743,1,home,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,35,12,715,1,from,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,35,13,835,1,school.,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,35,14,790,1,NA,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,39,0,589,1,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,39,1,635,1,boy(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,39,2,548,1,who,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,39,3,590,1,saw,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,39,4,860,1,the,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,39,5,711,1,girl(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,39,6,681,1,quite,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,39,7,718,1,"recently,",Ungrammatical,Pluarl distractor,pre-critical,0.5,-0.5
fq3,39,8,697,1,all,Ungrammatical,Pluarl distractor,critical,0.5,-0.5
fq3,39,9,1173,1,walked,Ungrammatical,Pluarl distractor,spillover,0.5,-0.5
fq3,39,10,641,1,back,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,39,11,702,1,home,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,39,12,761,1,from,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,39,13,739,1,school.,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,39,14,716,1,NA,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq4,44,0,554,1,The,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,44,1,629,1,boy(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,44,2,546,1,who,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,44,3,559,1,saw,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,44,4,778,1,the,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,44,5,540,1,girl(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,44,6,1110,1,quite,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,44,7,747,1,"recently,",Ungrammatical,Singular distractor,pre-critical,0.5,0.5
fq4,44,8,619,1,all,Ungrammatical,Singular distractor,critical,0.5,0.5
fq4,44,9,638,1,walked,Ungrammatical,Singular distractor,spillover,0.5,0.5
fq4,44,10,550,1,back,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,44,11,798,1,home,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,44,12,754,1,from,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,44,13,702,1,school.,Ungrammatical,Singular distractor,null,0.5,0.5
fq1,37,0,586,1,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,37,1,627,1,boy(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,37,2,850,1,who,Grammatical,Singular distractor,null,-0.5,0.5
fq1,37,3,673,1,saw,Grammatical,Singular distractor,null,-0.5,0.5
fq1,37,4,616,1,the,Grammatical,Singular distractor,null,-0.5,0.5
fq1,37,5,950,1,girl(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,37,6,639,1,quite,Grammatical,Singular distractor,null,-0.5,0.5
fq1,37,7,653,1,"recently,",Grammatical,Singular distractor,pre-critical,-0.5,0.5
fq1,37,8,641,1,all,Grammatical,Singular distractor,critical,-0.5,0.5
fq1,37,9,751,1,walked,Grammatical,Singular distractor,spillover,-0.5,0.5
fq1,37,10,625,1,back,Grammatical,Singular distractor,null,-0.5,0.5
fq1,37,11,647,1,home,Grammatical,Singular distractor,null,-0.5,0.5
fq1,37,12,915,1,from,Grammatical,Singular distractor,null,-0.5,0.5
fq1,37,13,752,1,school.,Grammatical,Singular distractor,null,-0.5,0.5
fq2,26,0,552,1,The,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,26,1,681,1,boy(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,26,2,724,1,who,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,26,3,680,1,saw,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,26,4,627,1,the,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,26,5,659,1,girl(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,26,6,1033,1,quite,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,26,7,893,1,"recently,",Grammatical,Pluarl distractor,pre-critical,-0.5,-0.5
fq2,26,8,663,1,all,Grammatical,Pluarl distractor,critical,-0.5,-0.5
fq2,26,9,618,1,walked,Grammatical,Pluarl distractor,spillover,-0.5,-0.5
fq2,26,10,848,1,back,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,26,11,622,1,home,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,26,12,633,1,from,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,26,13,683,1,school.,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,26,14,711,1,NA,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq4,36,0,603,1,The,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,36,1,626,1,boy(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,36,2,635,1,who,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,36,3,820,1,saw,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,36,4,858,1,the,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,36,5,704,1,girl(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,36,6,577,1,quite,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,36,7,631,1,"recently,",Ungrammatical,Singular distractor,pre-critical,0.5,0.5
fq4,36,8,659,1,all,Ungrammatical,Singular distractor,critical,0.5,0.5
fq4,36,9,780,1,walked,Ungrammatical,Singular distractor,spillover,0.5,0.5
fq4,36,10,627,1,back,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,36,11,652,1,home,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,36,12,675,1,from,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,36,13,745,1,school.,Ungrammatical,Singular distractor,null,0.5,0.5
fq1,25,0,563,1,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,25,1,586,1,boy(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,25,2,756,1,who,Grammatical,Singular distractor,null,-0.5,0.5
fq1,25,3,615,1,saw,Grammatical,Singular distractor,null,-0.5,0.5
fq1,25,4,719,1,the,Grammatical,Singular distractor,null,-0.5,0.5
fq1,25,5,624,1,girl(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,25,6,1111,1,quite,Grammatical,Singular distractor,null,-0.5,0.5
fq1,25,7,863,1,"recently,",Grammatical,Singular distractor,pre-critical,-0.5,0.5
fq1,25,8,722,1,all,Grammatical,Singular distractor,critical,-0.5,0.5
fq1,25,9,797,1,walked,Grammatical,Singular distractor,spillover,-0.5,0.5
fq1,25,10,888,1,back,Grammatical,Singular distractor,null,-0.5,0.5
fq1,25,11,876,1,home,Grammatical,Singular distractor,null,-0.5,0.5
fq1,25,12,747,1,from,Grammatical,Singular distractor,null,-0.5,0.5
fq1,25,13,671,1,school.,Grammatical,Singular distractor,null,-0.5,0.5
fq4,40,0,571,1,The,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,40,1,627,1,boy(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,40,2,597,1,who,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,40,3,562,1,saw,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,40,4,617,1,the,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,40,5,590,1,girl(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,40,6,832,1,quite,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,40,7,793,1,"recently,",Ungrammatical,Singular distractor,pre-critical,0.5,0.5
fq4,40,8,589,1,all,Ungrammatical,Singular distractor,critical,0.5,0.5
fq4,40,9,649,1,walked,Ungrammatical,Singular distractor,spillover,0.5,0.5
fq4,40,10,619,1,back,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,40,11,735,1,home,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,40,12,603,1,from,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,40,13,705,1,school.,Ungrammatical,Singular distractor,null,0.5,0.5
fq1,45,0,545,1,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,45,1,744,1,boy(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,45,2,783,1,who,Grammatical,Singular distractor,null,-0.5,0.5
fq1,45,3,580,1,saw,Grammatical,Singular distractor,null,-0.5,0.5
fq1,45,4,733,1,the,Grammatical,Singular distractor,null,-0.5,0.5
fq1,45,5,740,1,girl(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,45,6,572,1,quite,Grammatical,Singular distractor,null,-0.5,0.5
fq1,45,7,949,1,"recently,",Grammatical,Singular distractor,pre-critical,-0.5,0.5
fq1,45,8,646,1,all,Grammatical,Singular distractor,critical,-0.5,0.5
fq1,45,9,698,1,walked,Grammatical,Singular distractor,spillover,-0.5,0.5
fq1,45,10,658,1,back,Grammatical,Singular distractor,null,-0.5,0.5
fq1,45,11,806,1,home,Grammatical,Singular distractor,null,-0.5,0.5
fq1,45,12,704,1,from,Grammatical,Singular distractor,null,-0.5,0.5
fq1,45,13,821,1,school.,Grammatical,Singular distractor,null,-0.5,0.5
fq4,32,0,572,1,The,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,32,1,638,1,boy(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,32,2,815,1,who,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,32,3,680,1,saw,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,32,4,632,1,the,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,32,5,642,1,girl(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,32,6,628,1,quite,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,32,7,722,1,"recently,",Ungrammatical,Singular distractor,pre-critical,0.5,0.5
fq4,32,8,636,1,all,Ungrammatical,Singular distractor,critical,0.5,0.5
fq4,32,9,647,1,walked,Ungrammatical,Singular distractor,spillover,0.5,0.5
fq4,32,10,877,1,back,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,32,11,656,1,home,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,32,12,1530,1,from,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,32,13,633,1,school.,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,32,14,690,1,NA,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,32,15,659,1,NA,Ungrammatical,Singular distractor,null,0.5,0.5
fq2,42,0,535,1,The,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,42,1,1049,1,boy(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,42,2,634,1,who,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,42,3,943,1,saw,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,42,4,583,1,the,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,42,5,642,1,girl(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,42,6,614,1,quite,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,42,7,874,1,"recently,",Grammatical,Pluarl distractor,pre-critical,-0.5,-0.5
fq2,42,8,736,1,all,Grammatical,Pluarl distractor,critical,-0.5,-0.5
fq2,42,9,717,1,walked,Grammatical,Pluarl distractor,spillover,-0.5,-0.5
fq2,42,10,980,1,back,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,42,11,726,1,home,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,42,12,654,1,from,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,42,13,632,1,school.,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,42,14,767,1,NA,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,42,15,822,1,NA,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq1,33,0,594,1,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,33,1,707,1,boy(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,33,2,589,1,who,Grammatical,Singular distractor,null,-0.5,0.5
fq1,33,3,775,1,saw,Grammatical,Singular distractor,null,-0.5,0.5
fq1,33,4,695,1,the,Grammatical,Singular distractor,null,-0.5,0.5
fq1,33,5,567,1,girl(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,33,6,670,1,quite,Grammatical,Singular distractor,null,-0.5,0.5
fq1,33,7,583,1,"recently,",Grammatical,Singular distractor,pre-critical,-0.5,0.5
fq1,33,8,548,1,all,Grammatical,Singular distractor,critical,-0.5,0.5
