Condition,Item,Word,RT,Subject,phrase_g,grammaticality_g,distractor_g,region_g,grammaticality,distractor
fq3,29,14,722,248,NA,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,29,15,672,248,NA,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq4,38,0,831,248,The,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,38,1,687,248,boy(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,38,2,816,248,who,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,38,3,736,248,saw,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,38,4,673,248,the,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,38,5,609,248,girl(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,38,6,790,248,quite,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,38,7,800,248,"recently,",Ungrammatical,Singular distractor,pre-critical,0.5,0.5
fq4,38,8,687,248,all,Ungrammatical,Singular distractor,critical,0.5,0.5
fq4,38,9,919,248,walked,Ungrammatical,Singular distractor,spillover,0.5,0.5
fq4,38,10,961,248,back,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,38,11,745,248,home,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,38,12,624,248,from,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,38,13,1056,248,school.,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,38,14,817,248,NA,Ungrammatical,Singular distractor,null,0.5,0.5
fq2,36,0,630,248,The,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,36,1,912,248,boy(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,36,2,623,248,who,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,36,3,703,248,saw,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,36,4,657,248,the,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,36,5,962,248,girl(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,36,6,781,248,quite,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,36,7,738,248,"recently,",Grammatical,Pluarl distractor,pre-critical,-0.5,-0.5
fq2,36,8,774,248,all,Grammatical,Pluarl distractor,critical,-0.5,-0.5
fq2,36,9,993,248,walked,Grammatical,Pluarl distractor,spillover,-0.5,-0.5
fq2,36,10,705,248,back,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,36,11,752,248,home,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,36,12,647,248,from,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,36,13,656,248,school.,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq4,26,0,790,248,The,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,26,1,729,248,boy(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,26,2,759,248,who,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,26,3,913,248,saw,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,26,4,679,248,the,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,26,5,696,248,girl(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,26,6,1455,248,quite,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,26,7,914,248,"recently,",Ungrammatical,Singular distractor,pre-critical,0.5,0.5
fq4,26,8,766,248,all,Ungrammatical,Singular distractor,critical,0.5,0.5
fq4,26,9,778,248,walked,Ungrammatical,Singular distractor,spillover,0.5,0.5
fq4,26,10,682,248,back,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,26,11,749,248,home,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,26,12,698,248,from,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,26,13,783,248,school.,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,26,14,1358,248,NA,Ungrammatical,Singular distractor,null,0.5,0.5
fq3,45,0,680,248,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,45,1,775,248,boy(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,45,2,738,248,who,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,45,3,846,248,saw,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,45,4,1271,248,the,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,45,5,1096,248,girl(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,45,6,722,248,quite,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,45,7,824,248,"recently,",Ungrammatical,Pluarl distractor,pre-critical,0.5,-0.5
fq3,45,8,728,248,all,Ungrammatical,Pluarl distractor,critical,0.5,-0.5
fq3,45,9,598,248,walked,Ungrammatical,Pluarl distractor,spillover,0.5,-0.5
fq3,45,10,698,248,back,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,45,11,808,248,home,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,45,12,702,248,from,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,45,13,762,248,school.,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq2,40,0,1343,248,The,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,40,1,944,248,boy(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,40,2,629,248,who,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,40,3,849,248,saw,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,40,4,793,248,the,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,40,5,721,248,girl(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,40,6,629,248,quite,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,40,7,816,248,"recently,",Grammatical,Pluarl distractor,pre-critical,-0.5,-0.5
fq2,40,8,633,248,all,Grammatical,Pluarl distractor,critical,-0.5,-0.5
fq2,40,9,673,248,walked,Grammatical,Pluarl distractor,spillover,-0.5,-0.5
fq2,40,10,648,248,back,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,40,11,672,248,home,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,40,12,752,248,from,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,40,13,632,248,school.,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq3,37,0,605,248,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,37,1,608,248,boy(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,37,2,751,248,who,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,37,3,730,248,saw,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,37,4,671,248,the,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,37,5,706,248,girl(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,37,6,752,248,quite,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,37,7,646,248,"recently,",Ungrammatical,Pluarl distractor,pre-critical,0.5,-0.5
fq3,37,8,783,248,all,Ungrammatical,Pluarl distractor,critical,0.5,-0.5
fq3,37,9,1283,248,walked,Ungrammatical,Pluarl distractor,spillover,0.5,-0.5
fq3,37,10,782,248,back,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,37,11,792,248,home,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,37,12,594,248,from,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,37,13,614,248,school.,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,25,0,667,248,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,25,1,602,248,boy(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,25,2,630,248,who,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,25,3,713,248,saw,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,25,4,944,248,the,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,25,5,614,248,girl(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,25,6,650,248,quite,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,25,7,598,248,"recently,",Ungrammatical,Pluarl distractor,pre-critical,0.5,-0.5
fq3,25,8,609,248,all,Ungrammatical,Pluarl distractor,critical,0.5,-0.5
fq3,25,9,801,248,walked,Ungrammatical,Pluarl distractor,spillover,0.5,-0.5
fq3,25,10,992,248,back,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,25,11,745,248,home,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,25,12,629,248,from,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,25,13,601,248,school.,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq1,27,0,614,248,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,27,1,682,248,boy(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,27,2,550,248,who,Grammatical,Singular distractor,null,-0.5,0.5
fq1,27,3,522,248,saw,Grammatical,Singular distractor,null,-0.5,0.5
fq1,27,4,559,248,the,Grammatical,Singular distractor,null,-0.5,0.5
fq1,27,5,632,248,girl(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,27,6,608,248,quite,Grammatical,Singular distractor,null,-0.5,0.5
fq1,27,7,711,248,"recently,",Grammatical,Singular distractor,pre-critical,-0.5,0.5
fq1,27,8,625,248,all,Grammatical,Singular distractor,critical,-0.5,0.5
fq1,27,9,592,248,walked,Grammatical,Singular distractor,spillover,-0.5,0.5
fq1,27,10,536,248,back,Grammatical,Singular distractor,null,-0.5,0.5
fq1,27,11,704,248,home,Grammatical,Singular distractor,null,-0.5,0.5
fq1,27,12,615,248,from,Grammatical,Singular distractor,null,-0.5,0.5
fq1,27,13,610,248,school.,Grammatical,Singular distractor,null,-0.5,0.5
fq1,27,14,551,248,NA,Grammatical,Singular distractor,null,-0.5,0.5
fq4,34,0,648,248,The,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,34,1,617,248,boy(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,34,2,590,248,who,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,34,3,569,248,saw,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,34,4,567,248,the,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,34,5,626,248,girl(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,34,6,769,248,quite,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,34,7,726,248,"recently,",Ungrammatical,Singular distractor,pre-critical,0.5,0.5
fq4,34,8,1904,248,all,Ungrammatical,Singular distractor,critical,0.5,0.5
fq4,34,9,682,248,walked,Ungrammatical,Singular distractor,spillover,0.5,0.5
fq4,34,10,840,248,back,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,34,11,679,248,home,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,34,12,686,248,from,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,34,13,666,248,school.,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,34,14,688,248,NA,Ungrammatical,Singular distractor,null,0.5,0.5
fq2,32,0,630,248,The,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,32,1,600,248,boy(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,32,2,656,248,who,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,32,3,696,248,saw,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,32,4,768,248,the,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,32,5,632,248,girl(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,32,6,726,248,quite,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,32,7,664,248,"recently,",Grammatical,Pluarl distractor,pre-critical,-0.5,-0.5
fq2,32,8,640,248,all,Grammatical,Pluarl distractor,critical,-0.5,-0.5
fq2,32,9,592,248,walked,Grammatical,Pluarl distractor,spillover,-0.5,-0.5
fq2,32,10,544,248,back,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,32,11,816,248,home,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,32,12,1472,248,from,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,32,13,624,248,school.,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,32,14,528,248,NA,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,32,15,592,248,NA,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq4,46,0,552,248,The,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,46,1,688,248,boy(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,46,2,559,248,who,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,46,3,696,248,saw,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,46,4,600,248,the,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,46,5,558,248,girl(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,46,6,858,248,quite,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,46,7,608,248,"recently,",Ungrammatical,Singular distractor,pre-critical,0.5,0.5
fq4,46,8,641,248,all,Ungrammatical,Singular distractor,critical,0.5,0.5
fq4,46,9,655,248,walked,Ungrammatical,Singular distractor,spillover,0.5,0.5
fq4,46,10,687,248,back,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,46,11,497,248,home,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,46,12,NA,248,from,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,46,13,NA,248,school.,Ungrammatical,Singular distractor,null,0.5,0.5
fq1,43,0,553,248,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,43,1,743,248,boy(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,43,2,663,248,who,Grammatical,Singular distractor,null,-0.5,0.5
fq1,43,3,619,248,saw,Grammatical,Singular distractor,null,-0.5,0.5
fq1,43,4,1246,248,the,Grammatical,Singular distractor,null,-0.5,0.5
fq1,43,5,602,248,girl(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,43,6,654,248,quite,Grammatical,Singular distractor,null,-0.5,0.5
fq1,43,7,609,248,"recently,",Grammatical,Singular distractor,pre-critical,-0.5,0.5
fq1,43,8,632,248,all,Grammatical,Singular distractor,critical,-0.5,0.5
fq1,43,9,591,248,walked,Grammatical,Singular distractor,spillover,-0.5,0.5
fq1,43,10,794,248,back,Grammatical,Singular distractor,null,-0.5,0.5
fq1,43,11,702,248,home,Grammatical,Singular distractor,null,-0.5,0.5
fq1,43,12,639,248,from,Grammatical,Singular distractor,null,-0.5,0.5
fq1,43,13,715,248,school.,Grammatical,Singular distractor,null,-0.5,0.5
fq1,31,0,567,248,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,31,1,551,248,boy(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,31,2,633,248,who,Grammatical,Singular distractor,null,-0.5,0.5
fq1,31,3,767,248,saw,Grammatical,Singular distractor,null,-0.5,0.5
fq1,31,4,567,248,the,Grammatical,Singular distractor,null,-0.5,0.5
fq1,31,5,506,248,girl(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,31,6,654,248,quite,Grammatical,Singular distractor,null,-0.5,0.5
fq1,31,7,1459,248,"recently,",Grammatical,Singular distractor,pre-critical,-0.5,0.5
fq1,31,8,710,248,all,Grammatical,Singular distractor,critical,-0.5,0.5
fq1,31,9,729,248,walked,Grammatical,Singular distractor,spillover,-0.5,0.5
fq1,31,10,616,248,back,Grammatical,Singular distractor,null,-0.5,0.5
fq1,31,11,704,248,home,Grammatical,Singular distractor,null,-0.5,0.5
fq1,31,12,638,248,from,Grammatical,Singular distractor,null,-0.5,0.5
fq1,31,13,801,248,school.,Grammatical,Singular distractor,null,-0.5,0.5
fq1,31,14,784,248,NA,Grammatical,Singular distractor,null,-0.5,0.5
fq2,44,0,590,248,The,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,44,1,590,248,boy(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,44,2,626,248,who,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,44,3,630,248,saw,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,44,4,776,248,the,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,44,5,721,248,girl(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,44,6,793,248,quite,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,44,7,919,248,"recently,",Grammatical,Pluarl distractor,pre-critical,-0.5,-0.5
fq2,44,8,655,248,all,Grammatical,Pluarl distractor,critical,-0.5,-0.5
fq2,44,9,771,248,walked,Grammatical,Pluarl distractor,spillover,-0.5,-0.5
fq2,44,10,680,248,back,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,44,11,645,248,home,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,44,12,887,248,from,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,44,13,650,248,school.,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq4,42,0,630,248,The,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,42,1,592,248,boy(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,42,2,551,248,who,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,42,3,825,248,saw,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,42,4,584,248,the,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,42,5,583,248,girl(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,42,6,569,248,quite,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,42,7,911,248,"recently,",Ungrammatical,Singular distractor,pre-critical,0.5,0.5
fq4,42,8,624,248,all,Ungrammatical,Singular distractor,critical,0.5,0.5
fq4,42,9,745,248,walked,Ungrammatical,Singular distractor,spillover,0.5,0.5
fq4,42,10,952,248,back,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,42,11,662,248,home,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,42,12,503,248,from,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,42,13,546,248,school.,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,42,14,591,248,NA,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,42,15,786,248,NA,Ungrammatical,Singular distractor,null,0.5,0.5
fq3,41,0,663,248,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,41,1,561,248,boy(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,41,2,583,248,who,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,41,3,568,248,saw,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,41,4,712,248,the,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,41,5,562,248,girl(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,41,6,573,248,quite,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,41,7,815,248,"recently,",Ungrammatical,Pluarl distractor,pre-critical,0.5,-0.5
fq3,41,8,635,248,all,Ungrammatical,Pluarl distractor,critical,0.5,-0.5
fq3,41,9,823,248,walked,Ungrammatical,Pluarl distractor,spillover,0.5,-0.5
fq3,41,10,664,248,back,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,41,11,655,248,home,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,41,12,714,248,from,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,41,13,688,248,school.,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,41,14,854,248,NA,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,41,15,855,248,NA,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq2,48,0,542,248,The,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,48,1,1051,248,boy(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,48,2,590,248,who,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,48,3,919,248,saw,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,48,4,840,248,the,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,48,5,672,248,girl(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,48,6,601,248,quite,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,48,7,743,248,"recently,",Grammatical,Pluarl distractor,pre-critical,-0.5,-0.5
fq2,48,8,592,248,all,Grammatical,Pluarl distractor,critical,-0.5,-0.5
fq2,48,9,713,248,walked,Grammatical,Pluarl distractor,spillover,-0.5,-0.5
fq2,48,10,703,248,back,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,48,11,543,248,home,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,48,12,626,248,from,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,48,13,583,248,school.,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,48,14,577,248,NA,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq4,30,0,567,248,The,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,30,1,654,248,boy(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,30,2,626,248,who,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,30,3,672,248,saw,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,30,4,616,248,the,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,30,5,640,248,girl(s),Ungrammatical,Singular distractor,null,0.5,0.5
fq4,30,6,656,248,quite,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,30,7,926,248,"recently,",Ungrammatical,Singular distractor,pre-critical,0.5,0.5
fq4,30,8,802,248,all,Ungrammatical,Singular distractor,critical,0.5,0.5
fq4,30,9,888,248,walked,Ungrammatical,Singular distractor,spillover,0.5,0.5
fq4,30,10,623,248,back,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,30,11,809,248,home,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,30,12,854,248,from,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,30,13,570,248,school.,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,30,14,680,248,NA,Ungrammatical,Singular distractor,null,0.5,0.5
fq4,30,15,647,248,NA,Ungrammatical,Singular distractor,null,0.5,0.5
fq3,33,0,574,248,The,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,33,1,823,248,boy(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,33,2,767,248,who,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,33,3,600,248,saw,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,33,4,633,248,the,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,33,5,640,248,girl(s),Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,33,6,592,248,quite,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,33,7,751,248,"recently,",Ungrammatical,Pluarl distractor,pre-critical,0.5,-0.5
fq3,33,8,1144,248,all,Ungrammatical,Pluarl distractor,critical,0.5,-0.5
fq3,33,9,1008,248,walked,Ungrammatical,Pluarl distractor,spillover,0.5,-0.5
fq3,33,10,570,248,back,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,33,11,704,248,home,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,33,12,750,248,from,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq3,33,13,674,248,school.,Ungrammatical,Pluarl distractor,null,0.5,-0.5
fq1,39,0,588,248,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,39,1,642,248,boy(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,39,2,656,248,who,Grammatical,Singular distractor,null,-0.5,0.5
fq1,39,3,1647,248,saw,Grammatical,Singular distractor,null,-0.5,0.5
fq1,39,4,673,248,the,Grammatical,Singular distractor,null,-0.5,0.5
fq1,39,5,672,248,girl(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,39,6,624,248,quite,Grammatical,Singular distractor,null,-0.5,0.5
fq1,39,7,818,248,"recently,",Grammatical,Singular distractor,pre-critical,-0.5,0.5
fq1,39,8,726,248,all,Grammatical,Singular distractor,critical,-0.5,0.5
fq1,39,9,671,248,walked,Grammatical,Singular distractor,spillover,-0.5,0.5
fq1,39,10,665,248,back,Grammatical,Singular distractor,null,-0.5,0.5
fq1,39,11,672,248,home,Grammatical,Singular distractor,null,-0.5,0.5
fq1,39,12,654,248,from,Grammatical,Singular distractor,null,-0.5,0.5
fq1,39,13,785,248,school.,Grammatical,Singular distractor,null,-0.5,0.5
fq1,39,14,665,248,NA,Grammatical,Singular distractor,null,-0.5,0.5
fq2,32,0,1772,249,The,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,32,1,1205,249,boy(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,32,2,823,249,who,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,32,3,912,249,saw,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,32,4,819,249,the,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,32,5,875,249,girl(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,32,6,1437,249,quite,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,32,7,1158,249,"recently,",Grammatical,Pluarl distractor,pre-critical,-0.5,-0.5
fq2,32,8,820,249,all,Grammatical,Pluarl distractor,critical,-0.5,-0.5
fq2,32,9,1420,249,walked,Grammatical,Pluarl distractor,spillover,-0.5,-0.5
fq2,32,10,893,249,back,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,32,11,866,249,home,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,32,12,1547,249,from,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,32,13,635,249,school.,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,32,14,978,249,NA,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,32,15,1274,249,NA,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,28,0,771,249,The,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,28,1,1298,249,boy(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,28,2,858,249,who,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,28,3,817,249,saw,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,28,4,970,249,the,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,28,5,845,249,girl(s),Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,28,6,1045,249,quite,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,28,7,1315,249,"recently,",Grammatical,Pluarl distractor,pre-critical,-0.5,-0.5
fq2,28,8,821,249,all,Grammatical,Pluarl distractor,critical,-0.5,-0.5
fq2,28,9,1002,249,walked,Grammatical,Pluarl distractor,spillover,-0.5,-0.5
fq2,28,10,861,249,back,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,28,11,730,249,home,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,28,12,863,249,from,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq2,28,13,942,249,school.,Grammatical,Pluarl distractor,null,-0.5,-0.5
fq1,35,0,1445,249,The,Grammatical,Singular distractor,null,-0.5,0.5
fq1,35,1,1238,249,boy(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,35,2,712,249,who,Grammatical,Singular distractor,null,-0.5,0.5
fq1,35,3,855,249,saw,Grammatical,Singular distractor,null,-0.5,0.5
fq1,35,4,991,249,the,Grammatical,Singular distractor,null,-0.5,0.5
fq1,35,5,839,249,girl(s),Grammatical,Singular distractor,null,-0.5,0.5
fq1,35,6,818,249,quite,Grammatical,Singular distractor,null,-0.5,0.5
fq1,35,7,915,249,"recently,",Grammatical,Singular distractor,pre-critical,-0.5,0.5
