Subject,Item,Condition,Word,RT,RegionP,GrammaticalityP,DistractorP,Grammaticality,Distractor,IF_Gramm,IF_Ungramm
1,16,cond4,0,2125,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,16,cond4,1,844,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,16,cond4,2,777,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,16,cond4,3,807,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,16,cond4,4,750,Pre-reflexive,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,16,cond4,5,640,Reflexive,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,16,cond4,6,1437,Post-reflexive,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,16,cond4,7,714,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,16,cond4,8,694,Others,Ungrammatical,Mismatch,-0.5,-0.5,0,-0.5
1,1,cond1,0,804,Others,Grammatical,Match,0.5,0.5,0.5,0
1,1,cond1,1,685,Others,Grammatical,Match,0.5,0.5,0.5,0
1,1,cond1,2,592,Others,Grammatical,Match,0.5,0.5,0.5,0
1,1,cond1,3,627,Others,Grammatical,Match,0.5,0.5,0.5,0
1,1,cond1,4,1431,Pre-reflexive,Grammatical,Match,0.5,0.5,0.5,0
1,1,cond1,5,686,Reflexive,Grammatical,Match,0.5,0.5,0.5,0
1,1,cond1,6,2021,Post-reflexive,Grammatical,Match,0.5,0.5,0.5,0
1,1,cond1,7,524,Others,Grammatical,Match,0.5,0.5,0.5,0
1,1,cond1,8,695,Others,Grammatical,Match,0.5,0.5,0.5,0
1,15,cond3,0,689,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,15,cond3,1,714,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,15,cond3,2,863,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,15,cond3,3,560,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,15,cond3,4,865,Pre-reflexive,Ungrammatical,Match,-0.5,0.5,0,0.5
1,15,cond3,5,696,Reflexive,Ungrammatical,Match,-0.5,0.5,0,0.5
1,15,cond3,6,670,Post-reflexive,Ungrammatical,Match,-0.5,0.5,0,0.5
1,15,cond3,7,526,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,15,cond3,8,628,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,15,cond3,9,1024,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,11,cond3,0,556,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,11,cond3,1,733,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,11,cond3,2,625,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,11,cond3,3,563,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,11,cond3,4,1767,Pre-reflexive,Ungrammatical,Match,-0.5,0.5,0,0.5
1,11,cond3,5,648,Reflexive,Ungrammatical,Match,-0.5,0.5,0,0.5
1,11,cond3,6,654,Post-reflexive,Ungrammatical,Match,-0.5,0.5,0,0.5
1,11,cond3,7,557,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,11,cond3,8,632,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,11,cond3,9,787,Others,Ungrammatical,Match,-0.5,0.5,0,0.5
1,21,cond1,0,1025,Others,Grammatical,Match,0.5,0.5,0.5,0
1,21,cond1,1,2199,Others,Grammatical,Match,0.5,0.5,0.5,0
1,21,cond1,2,805,Others,Grammatical,Match,0.5,0.5,0.5,0
1,21,cond1,3,822,Others,Grammatical,Match,0.5,0.5,0.5,0
1,21,cond1,4,905,Pre-reflexive,Grammatical,Match,0.5,0.5,0.5,0
1,21,cond1,5,691,Reflexive,Grammatical,Match,0.5,0.5,0.5,0
1,21,cond1,6,575,Post-reflexive,Grammatical,Match,0.5,0.5,0.5,0
1,21,cond1,7,668,Others,Grammatical,Match,0.5,0.5,0.5,0
