Subject,Item,Condition,Word,word,RT,region_g,ambiguity_g,ambiguity
1,ca2,1,0,John,1048,Others,Unambiguous,0.5
1,ca2,1,1,hoped,614,Others,Unambiguous,0.5
1,ca2,1,2,that,567,Others,Unambiguous,0.5
1,ca2,1,3,the,631,Others,Unambiguous,0.5
1,ca2,1,4,boy,928,Others,Unambiguous,0.5
1,ca2,1,5,took,1034,Disambiguating region,Unambiguous,0.5
1,ca2,1,6,some,597,Post-disambiguating region,Unambiguous,0.5
1,ca2,1,7,time,708,Others,Unambiguous,0.5
1,ca2,1,8,to,590,Others,Unambiguous,0.5
1,ca2,1,9,rest,697,Others,Unambiguous,0.5
1,ca2,1,10,from,639,Others,Unambiguous,0.5
1,ca2,1,11,studying.,616,Others,Unambiguous,0.5
1,ca1,2,0,Mary,732,Others,Ambiguous,-0.5
1,ca1,2,1,realised,655,Others,Ambiguous,-0.5
1,ca1,2,2,the,706,Others,Ambiguous,-0.5
1,ca1,2,3,girl,648,Others,Ambiguous,-0.5
1,ca1,2,4,watched,728,Disambiguating region,Ambiguous,-0.5
1,ca1,2,5,the,823,Post-disambiguating region,Ambiguous,-0.5
1,ca1,2,6,television,582,Others,Ambiguous,-0.5
1,ca1,2,7,secretly.,846,Others,Ambiguous,-0.5
1,ca2,3,0,David,621,Others,Unambiguous,0.5
1,ca2,3,1,claimed,739,Others,Unambiguous,0.5
1,ca2,3,2,that,523,Others,Unambiguous,0.5
1,ca2,3,3,the,763,Others,Unambiguous,0.5
1,ca2,3,4,boy,705,Others,Unambiguous,0.5
1,ca2,3,5,looked,677,Disambiguating region,Unambiguous,0.5
1,ca2,3,6,very,567,Post-disambiguating region,Unambiguous,0.5
1,ca2,3,7,nervous,680,Others,Unambiguous,0.5
1,ca2,3,8,and,787,Others,Unambiguous,0.5
1,ca2,3,9,tense.,758,Others,Unambiguous,0.5
1,ca1,4,0,Anna,860,Others,Ambiguous,-0.5
1,ca1,4,1,hoped,745,Others,Ambiguous,-0.5
1,ca1,4,2,the,672,Others,Ambiguous,-0.5
1,ca1,4,3,girl,707,Others,Ambiguous,-0.5
1,ca1,4,4,made,649,Disambiguating region,Ambiguous,-0.5
1,ca1,4,5,eye,768,Post-disambiguating region,Ambiguous,-0.5
1,ca1,4,6,contact,646,Others,Ambiguous,-0.5
1,ca1,4,7,with,574,Others,Ambiguous,-0.5
1,ca1,4,8,the,592,Others,Ambiguous,-0.5
1,ca1,4,9,classmates.,878,Others,Ambiguous,-0.5
1,ca2,5,0,James,1124,Others,Unambiguous,0.5
1,ca2,5,1,hoped,816,Others,Unambiguous,0.5
1,ca2,5,2,that,621,Others,Unambiguous,0.5
1,ca2,5,3,the,663,Others,Unambiguous,0.5
1,ca2,5,4,man,589,Others,Unambiguous,0.5
1,ca2,5,5,restarted,1439,Disambiguating region,Unambiguous,0.5
1,ca2,5,6,talks,954,Post-disambiguating region,Unambiguous,0.5
1,ca2,5,7,with,704,Others,Unambiguous,0.5
1,ca2,5,8,the,763,Others,Unambiguous,0.5
1,ca2,5,9,politicians.,829,Others,Unambiguous,0.5
1,ca1,6,0,Maria,761,Others,Ambiguous,-0.5
1,ca1,6,1,realised,754,Others,Ambiguous,-0.5
1,ca1,6,2,the,819,Others,Ambiguous,-0.5
1,ca1,6,3,lady,808,Others,Ambiguous,-0.5
1,ca1,6,4,used,832,Disambiguating region,Ambiguous,-0.5
1,ca1,6,5,the,682,Post-disambiguating region,Ambiguous,-0.5
1,ca1,6,6,dictionary,674,Others,Ambiguous,-0.5
1,ca1,6,7,a,1151,Others,Ambiguous,-0.5
1,ca1,6,8,lot.,686,Others,Ambiguous,-0.5
1,ca2,7,0,Jason,659,Others,Unambiguous,0.5
1,ca2,7,1,claimed,728,Others,Unambiguous,0.5
1,ca2,7,2,that,677,Others,Unambiguous,0.5
1,ca2,7,3,the,603,Others,Unambiguous,0.5
1,ca2,7,4,man,643,Others,Unambiguous,0.5
1,ca2,7,5,wanted,923,Disambiguating region,Unambiguous,0.5
1,ca2,7,6,to,730,Post-disambiguating region,Unambiguous,0.5
1,ca2,7,7,use,843,Others,Unambiguous,0.5
1,ca2,7,8,some,576,Others,Unambiguous,0.5
1,ca2,7,9,soap.,814,Others,Unambiguous,0.5
1,ca1,8,0,Lisa,827,Others,Ambiguous,-0.5
1,ca1,8,1,hoped,581,Others,Ambiguous,-0.5
1,ca1,8,2,the,742,Others,Ambiguous,-0.5
1,ca1,8,3,lady,802,Others,Ambiguous,-0.5
1,ca1,8,4,spoke,886,Disambiguating region,Ambiguous,-0.5
1,ca1,8,5,slowly,733,Post-disambiguating region,Ambiguous,-0.5
1,ca1,8,6,without,651,Others,Ambiguous,-0.5
1,ca1,8,7,being,717,Others,Ambiguous,-0.5
1,ca1,8,8,nervous.,959,Others,Ambiguous,-0.5
1,ca2,9,0,George,659,Others,Unambiguous,0.5
1,ca2,9,1,hoped,640,Others,Unambiguous,0.5
1,ca2,9,2,that,713,Others,Unambiguous,0.5
1,ca2,9,3,the,557,Others,Unambiguous,0.5
1,ca2,9,4,gentleman,755,Others,Unambiguous,0.5
1,ca2,9,5,stopped,974,Disambiguating region,Unambiguous,0.5
1,ca2,9,6,drinking,1139,Post-disambiguating region,Unambiguous,0.5
1,ca2,9,7,too,761,Others,Unambiguous,0.5
1,ca2,9,8,much.,990,Others,Unambiguous,0.5
1,ca1,10,0,Carol,1187,Others,Ambiguous,-0.5
1,ca1,10,1,realised,714,Others,Ambiguous,-0.5
1,ca1,10,2,the,837,Others,Ambiguous,-0.5
1,ca1,10,3,woman,866,Others,Ambiguous,-0.5
1,ca1,10,4,drank,906,Disambiguating region,Ambiguous,-0.5
1,ca1,10,5,some,641,Post-disambiguating region,Ambiguous,-0.5
1,ca1,10,6,water,673,Others,Ambiguous,-0.5
1,ca1,10,7,to,639,Others,Ambiguous,-0.5
1,ca1,10,8,calm,835,Others,Ambiguous,-0.5
1,ca1,10,9,down.,528,Others,Ambiguous,-0.5
1,ca2,11,0,Steven,832,Others,Unambiguous,0.5
1,ca2,11,1,claimed,747,Others,Unambiguous,0.5
1,ca2,11,2,that,605,Others,Unambiguous,0.5
1,ca2,11,3,the,686,Others,Unambiguous,0.5
1,ca2,11,4,gentleman,668,Others,Unambiguous,0.5
1,ca2,11,5,hesitated,760,Disambiguating region,Unambiguous,0.5
1,ca2,11,6,to,662,Post-disambiguating region,Unambiguous,0.5
1,ca2,11,7,talk,584,Others,Unambiguous,0.5
1,ca2,11,8,with,554,Others,Unambiguous,0.5
1,ca2,11,9,friends,602,Others,Unambiguous,0.5
1,ca2,11,10,about,671,Others,Unambiguous,0.5
1,ca2,11,11,where,519,Others,Unambiguous,0.5
1,ca2,11,12,to,596,Others,Unambiguous,0.5
1,ca2,11,13,visit.,644,Others,Unambiguous,0.5
1,ca1,12,0,Sarah,590,Others,Ambiguous,-0.5
1,ca1,12,1,hoped,585,Others,Ambiguous,-0.5
1,ca1,12,2,the,696,Others,Ambiguous,-0.5
1,ca1,12,3,woman,634,Others,Ambiguous,-0.5
1,ca1,12,4,helped,759,Disambiguating region,Ambiguous,-0.5
1,ca1,12,5,to,586,Post-disambiguating region,Ambiguous,-0.5
1,ca1,12,6,clean,763,Others,Ambiguous,-0.5
1,ca1,12,7,up,925,Others,Ambiguous,-0.5
1,ca1,12,8,the,621,Others,Ambiguous,-0.5
1,ca1,12,9,tables.,758,Others,Ambiguous,-0.5
1,ca2,13,0,Edward,646,Others,Unambiguous,0.5
1,ca2,13,1,hoped,710,Others,Unambiguous,0.5
1,ca2,13,2,that,788,Others,Unambiguous,0.5
1,ca2,13,3,the,876,Others,Unambiguous,0.5
1,ca2,13,4,actor,859,Others,Unambiguous,0.5
1,ca2,13,5,talked,845,Disambiguating region,Unambiguous,0.5
1,ca2,13,6,with,660,Post-disambiguating region,Unambiguous,0.5
1,ca2,13,7,the,800,Others,Unambiguous,0.5
1,ca2,13,8,director,984,Others,Unambiguous,0.5
1,ca2,13,9,to,651,Others,Unambiguous,0.5
1,ca2,13,10,make,689,Others,Unambiguous,0.5
1,ca2,13,11,final,752,Others,Unambiguous,0.5
1,ca2,13,12,checks.,678,Others,Unambiguous,0.5
1,ca1,14,0,Jessica,1057,Others,Ambiguous,-0.5
1,ca1,14,1,realised,710,Others,Ambiguous,-0.5
1,ca1,14,2,the,699,Others,Ambiguous,-0.5
1,ca1,14,3,actress,662,Others,Ambiguous,-0.5
1,ca1,14,4,called,847,Disambiguating region,Ambiguous,-0.5
1,ca1,14,5,the,695,Post-disambiguating region,Ambiguous,-0.5
1,ca1,14,6,manager,581,Others,Ambiguous,-0.5
1,ca1,14,7,to,630,Others,Ambiguous,-0.5
1,ca1,14,8,complain,697,Others,Ambiguous,-0.5
1,ca1,14,9,about,707,Others,Ambiguous,-0.5
1,ca1,14,10,the,556,Others,Ambiguous,-0.5
1,ca1,14,11,job.,589,Others,Ambiguous,-0.5
1,ca2,15,0,Kevin,745,Others,Unambiguous,0.5
1,ca2,15,1,claimed,686,Others,Unambiguous,0.5
1,ca2,15,2,that,571,Others,Unambiguous,0.5
1,ca2,15,3,the,647,Others,Unambiguous,0.5
1,ca2,15,4,actor,623,Others,Unambiguous,0.5
1,ca2,15,5,spoke,567,Disambiguating region,Unambiguous,0.5
1,ca2,15,6,and,579,Post-disambiguating region,Unambiguous,0.5
1,ca2,15,7,behaved,638,Others,Unambiguous,0.5
1,ca2,15,8,very,763,Others,Unambiguous,0.5
1,ca2,15,9,impolitely.,770,Others,Unambiguous,0.5
1,ca1,16,0,Rebecca,787,Others,Ambiguous,-0.5
1,ca1,16,1,hoped,676,Others,Ambiguous,-0.5
1,ca1,16,2,the,660,Others,Ambiguous,-0.5
1,ca1,16,3,actress,743,Others,Ambiguous,-0.5
1,ca1,16,4,took,718,Disambiguating region,Ambiguous,-0.5
1,ca1,16,5,some,607,Post-disambiguating region,Ambiguous,-0.5
1,ca1,16,6,time,540,Others,Ambiguous,-0.5
1,ca1,16,7,to,682,Others,Ambiguous,-0.5
1,ca1,16,8,rest.,685,Others,Ambiguous,-0.5
1,ca2,17,0,Tom,947,Others,Unambiguous,0.5
1,ca2,17,1,hoped,763,Others,Unambiguous,0.5
1,ca2,17,2,that,623,Others,Unambiguous,0.5
1,ca2,17,3,the,771,Others,Unambiguous,0.5
1,ca2,17,4,king,958,Others,Unambiguous,0.5
1,ca2,17,5,greeted,982,Disambiguating region,Unambiguous,0.5
1,ca2,17,6,the,704,Post-disambiguating region,Unambiguous,0.5
1,ca2,17,7,president,989,Others,Unambiguous,0.5
1,ca2,17,8,and,799,Others,Unambiguous,0.5
1,ca2,17,9,the,691,Others,Unambiguous,0.5
1,ca2,17,10,politician.,767,Others,Unambiguous,0.5
1,ca1,18,0,Amy,748,Others,Ambiguous,-0.5
1,ca1,18,1,realised,621,Others,Ambiguous,-0.5
1,ca1,18,2,the,611,Others,Ambiguous,-0.5
1,ca1,18,3,queen,895,Others,Ambiguous,-0.5
1,ca1,18,4,spoke,558,Disambiguating region,Ambiguous,-0.5
1,ca1,18,5,very,617,Post-disambiguating region,Ambiguous,-0.5
1,ca1,18,6,slowly,603,Others,Ambiguous,-0.5
1,ca1,18,7,and,759,Others,Ambiguous,-0.5
1,ca1,18,8,politely.,667,Others,Ambiguous,-0.5
1,ca2,19,0,Jorge,2162,Others,Unambiguous,0.5
1,ca2,19,1,claimed,774,Others,Unambiguous,0.5
1,ca2,19,2,that,885,Others,Unambiguous,0.5
1,ca2,19,3,the,761,Others,Unambiguous,0.5
1,ca2,19,4,king,695,Others,Unambiguous,0.5
1,ca2,19,5,was,770,Disambiguating region,Unambiguous,0.5
1,ca2,19,6,protected,1352,Post-disambiguating region,Unambiguous,0.5
1,ca2,19,7,by,747,Others,Unambiguous,0.5
1,ca2,19,8,several,669,Others,Unambiguous,0.5
1,ca2,19,9,policemen.,772,Others,Unambiguous,0.5
1,ca1,20,0,Amanda,842,Others,Ambiguous,-0.5
1,ca1,20,1,hoped,806,Others,Ambiguous,-0.5
1,ca1,20,2,the,562,Others,Ambiguous,-0.5
1,ca1,20,3,queen,620,Others,Ambiguous,-0.5
1,ca1,20,4,took,720,Disambiguating region,Ambiguous,-0.5
1,ca1,20,5,some,767,Post-disambiguating region,Ambiguous,-0.5
1,ca1,20,6,time,733,Others,Ambiguous,-0.5
1,ca1,20,7,to,857,Others,Ambiguous,-0.5
1,ca1,20,8,rest,708,Others,Ambiguous,-0.5
1,ca1,20,9,from,919,Others,Ambiguous,-0.5
1,ca1,20,10,hard,832,Others,Ambiguous,-0.5
1,ca1,20,11,work.,758,Others,Ambiguous,-0.5
1,ca2,21,0,Jacob,800,Others,Unambiguous,0.5
1,ca2,21,1,hoped,804,Others,Unambiguous,0.5
1,ca2,21,2,that,644,Others,Unambiguous,0.5
1,ca2,21,3,the,571,Others,Unambiguous,0.5
1,ca2,21,4,waiter,743,Others,Unambiguous,0.5
1,ca2,21,5,got,731,Disambiguating region,Unambiguous,0.5
1,ca2,21,6,back,776,Post-disambiguating region,Unambiguous,0.5
1,ca2,21,7,to,766,Others,Unambiguous,0.5
1,ca2,21,8,work,692,Others,Unambiguous,0.5
1,ca2,21,9,soon.,762,Others,Unambiguous,0.5
1,ca1,22,0,Alice,867,Others,Ambiguous,-0.5
1,ca1,22,1,realised,726,Others,Ambiguous,-0.5
1,ca1,22,2,the,755,Others,Ambiguous,-0.5
1,ca1,22,3,waitress,924,Others,Ambiguous,-0.5
1,ca1,22,4,served,1378,Disambiguating region,Ambiguous,-0.5
1,ca1,22,5,the,795,Post-disambiguating region,Ambiguous,-0.5
1,ca1,22,6,customer,637,Others,Ambiguous,-0.5
1,ca1,22,7,very,578,Others,Ambiguous,-0.5
1,ca1,22,8,gently.,729,Others,Ambiguous,-0.5
1,ca2,23,0,Robert,866,Others,Unambiguous,0.5
1,ca2,23,1,claimed,934,Others,Unambiguous,0.5
1,ca2,23,2,that,647,Others,Unambiguous,0.5
1,ca2,23,3,the,803,Others,Unambiguous,0.5
1,ca2,23,4,waiter,761,Others,Unambiguous,0.5
1,ca2,23,5,caused,777,Disambiguating region,Unambiguous,0.5
1,ca2,23,6,some,586,Post-disambiguating region,Unambiguous,0.5
1,ca2,23,7,trouble,685,Others,Unambiguous,0.5
1,ca2,23,8,with,1190,Others,Unambiguous,0.5
1,ca2,23,9,the,662,Others,Unambiguous,0.5
1,ca2,23,10,customer.,909,Others,Unambiguous,0.5
1,ca1,24,0,Emily,951,Others,Ambiguous,-0.5
1,ca1,24,1,hoped,698,Others,Ambiguous,-0.5
1,ca1,24,2,the,631,Others,Ambiguous,-0.5
1,ca1,24,3,waitress,577,Others,Ambiguous,-0.5
1,ca1,24,4,tried,774,Disambiguating region,Ambiguous,-0.5
1,ca1,24,5,to,585,Post-disambiguating region,Ambiguous,-0.5
1,ca1,24,6,speak,751,Others,Ambiguous,-0.5
1,ca1,24,7,slowly.,955,Others,Ambiguous,-0.5
2,ca1,1,0,John,951,Others,Ambiguous,-0.5
2,ca1,1,1,hoped,764,Others,Ambiguous,-0.5
2,ca1,1,2,the,566,Others,Ambiguous,-0.5
2,ca1,1,3,boy,455,Others,Ambiguous,-0.5
2,ca1,1,4,took,908,Disambiguating region,Ambiguous,-0.5
2,ca1,1,5,some,668,Post-disambiguating region,Ambiguous,-0.5
2,ca1,1,6,time,701,Others,Ambiguous,-0.5
2,ca1,1,7,to,750,Others,Ambiguous,-0.5
2,ca1,1,8,rest,670,Others,Ambiguous,-0.5
2,ca1,1,9,from,611,Others,Ambiguous,-0.5
2,ca1,1,10,studying.,746,Others,Ambiguous,-0.5
2,ca2,2,0,Mary,571,Others,Unambiguous,0.5
2,ca2,2,1,realised,501,Others,Unambiguous,0.5
2,ca2,2,2,that,629,Others,Unambiguous,0.5
2,ca2,2,3,the,562,Others,Unambiguous,0.5
2,ca2,2,4,girl,625,Others,Unambiguous,0.5
2,ca2,2,5,watched,656,Disambiguating region,Unambiguous,0.5
2,ca2,2,6,the,652,Post-disambiguating region,Unambiguous,0.5
2,ca2,2,7,television,814,Others,Unambiguous,0.5
2,ca2,2,8,secretly.,764,Others,Unambiguous,0.5
2,ca1,3,0,David,367,Others,Ambiguous,-0.5
2,ca1,3,1,claimed,515,Others,Ambiguous,-0.5
2,ca1,3,2,the,716,Others,Ambiguous,-0.5
2,ca1,3,3,boy,571,Others,Ambiguous,-0.5
2,ca1,3,4,looked,658,Disambiguating region,Ambiguous,-0.5
2,ca1,3,5,very,651,Post-disambiguating region,Ambiguous,-0.5
2,ca1,3,6,nervous,660,Others,Ambiguous,-0.5
2,ca1,3,7,and,679,Others,Ambiguous,-0.5
2,ca1,3,8,tense.,588,Others,Ambiguous,-0.5
2,ca2,4,0,Anna,720,Others,Unambiguous,0.5
2,ca2,4,1,hoped,856,Others,Unambiguous,0.5
2,ca2,4,2,that,505,Others,Unambiguous,0.5
2,ca2,4,3,the,405,Others,Unambiguous,0.5
2,ca2,4,4,girl,609,Others,Unambiguous,0.5
2,ca2,4,5,made,618,Disambiguating region,Unambiguous,0.5
2,ca2,4,6,eye,1134,Post-disambiguating region,Unambiguous,0.5
2,ca2,4,7,contact,620,Others,Unambiguous,0.5
2,ca2,4,8,with,892,Others,Unambiguous,0.5
2,ca2,4,9,the,615,Others,Unambiguous,0.5
2,ca2,4,10,classmates.,865,Others,Unambiguous,0.5
2,ca1,5,0,James,592,Others,Ambiguous,-0.5
2,ca1,5,1,hoped,913,Others,Ambiguous,-0.5
2,ca1,5,2,the,645,Others,Ambiguous,-0.5
2,ca1,5,3,man,815,Others,Ambiguous,-0.5
2,ca1,5,4,restarted,884,Disambiguating region,Ambiguous,-0.5
2,ca1,5,5,talks,778,Post-disambiguating region,Ambiguous,-0.5
2,ca1,5,6,with,604,Others,Ambiguous,-0.5
2,ca1,5,7,the,642,Others,Ambiguous,-0.5
2,ca1,5,8,politicians.,704,Others,Ambiguous,-0.5
2,ca2,6,0,Maria,833,Others,Unambiguous,0.5
2,ca2,6,1,realised,822,Others,Unambiguous,0.5
2,ca2,6,2,that,670,Others,Unambiguous,0.5
2,ca2,6,3,the,629,Others,Unambiguous,0.5
2,ca2,6,4,lady,952,Others,Unambiguous,0.5
2,ca2,6,5,used,706,Disambiguating region,Unambiguous,0.5
2,ca2,6,6,the,699,Post-disambiguating region,Unambiguous,0.5
2,ca2,6,7,dictionary,651,Others,Unambiguous,0.5
2,ca2,6,8,a,1540,Others,Unambiguous,0.5
2,ca2,6,9,lot.,620,Others,Unambiguous,0.5
2,ca1,7,0,Jason,665,Others,Ambiguous,-0.5
2,ca1,7,1,claimed,763,Others,Ambiguous,-0.5
2,ca1,7,2,the,969,Others,Ambiguous,-0.5
2,ca1,7,3,man,689,Others,Ambiguous,-0.5
2,ca1,7,4,wanted,1055,Disambiguating region,Ambiguous,-0.5
2,ca1,7,5,to,636,Post-disambiguating region,Ambiguous,-0.5
2,ca1,7,6,use,898,Others,Ambiguous,-0.5
2,ca1,7,7,some,1465,Others,Ambiguous,-0.5
2,ca1,7,8,soap.,814,Others,Ambiguous,-0.5
2,ca2,8,0,Lisa,664,Others,Unambiguous,0.5
2,ca2,8,1,hoped,575,Others,Unambiguous,0.5
2,ca2,8,2,that,910,Others,Unambiguous,0.5
2,ca2,8,3,the,586,Others,Unambiguous,0.5
2,ca2,8,4,lady,542,Others,Unambiguous,0.5
2,ca2,8,5,spoke,NA,Disambiguating region,Unambiguous,0.5
2,ca2,8,6,slowly,NA,Post-disambiguating region,Unambiguous,0.5
2,ca2,8,7,without,NA,Others,Unambiguous,0.5
2,ca2,8,8,being,NA,Others,Unambiguous,0.5
2,ca2,8,9,nervous.,NA,Others,Unambiguous,0.5
2,ca1,9,0,George,1570,Others,Ambiguous,-0.5
2,ca1,9,1,hoped,1935,Others,Ambiguous,-0.5
2,ca1,9,2,the,2735,Others,Ambiguous,-0.5
2,ca1,9,3,gentleman,1174,Others,Ambiguous,-0.5
2,ca1,9,4,stopped,684,Disambiguating region,Ambiguous,-0.5
2,ca1,9,5,drinking,739,Post-disambiguating region,Ambiguous,-0.5
2,ca1,9,6,too,740,Others,Ambiguous,-0.5
2,ca1,9,7,much.,669,Others,Ambiguous,-0.5
2,ca2,10,0,Carol,1491,Others,Unambiguous,0.5
2,ca2,10,1,realised,552,Others,Unambiguous,0.5
2,ca2,10,2,that,746,Others,Unambiguous,0.5
2,ca2,10,3,the,635,Others,Unambiguous,0.5
2,ca2,10,4,woman,683,Others,Unambiguous,0.5
2,ca2,10,5,drank,704,Disambiguating region,Unambiguous,0.5
2,ca2,10,6,some,635,Post-disambiguating region,Unambiguous,0.5
2,ca2,10,7,water,977,Others,Unambiguous,0.5
2,ca2,10,8,to,763,Others,Unambiguous,0.5
2,ca2,10,9,calm,641,Others,Unambiguous,0.5
2,ca2,10,10,down.,683,Others,Unambiguous,0.5
2,ca1,11,0,Steven,663,Others,Ambiguous,-0.5
2,ca1,11,1,claimed,654,Others,Ambiguous,-0.5
2,ca1,11,2,the,639,Others,Ambiguous,-0.5
2,ca1,11,3,gentleman,590,Others,Ambiguous,-0.5
2,ca1,11,4,hesitated,747,Disambiguating region,Ambiguous,-0.5
2,ca1,11,5,to,555,Post-disambiguating region,Ambiguous,-0.5
2,ca1,11,6,talk,635,Others,Ambiguous,-0.5
2,ca1,11,7,with,640,Others,Ambiguous,-0.5
2,ca1,11,8,friends,612,Others,Ambiguous,-0.5
2,ca1,11,9,about,579,Others,Ambiguous,-0.5
2,ca1,11,10,where,656,Others,Ambiguous,-0.5
2,ca1,11,11,to,562,Others,Ambiguous,-0.5
2,ca1,11,12,visit.,821,Others,Ambiguous,-0.5
2,ca2,12,0,Sarah,586,Others,Unambiguous,0.5
2,ca2,12,1,hoped,550,Others,Unambiguous,0.5
2,ca2,12,2,that,NA,Others,Unambiguous,0.5
2,ca2,12,3,the,NA,Others,Unambiguous,0.5
2,ca2,12,4,woman,NA,Others,Unambiguous,0.5
2,ca2,12,5,helped,NA,Disambiguating region,Unambiguous,0.5
2,ca2,12,6,to,NA,Post-disambiguating region,Unambiguous,0.5
2,ca2,12,7,clean,NA,Others,Unambiguous,0.5
2,ca2,12,8,up,NA,Others,Unambiguous,0.5
2,ca2,12,9,the,NA,Others,Unambiguous,0.5
2,ca2,12,10,tables.,NA,Others,Unambiguous,0.5
2,ca1,13,0,Edward,648,Others,Ambiguous,-0.5
2,ca1,13,1,hoped,674,Others,Ambiguous,-0.5
2,ca1,13,2,the,807,Others,Ambiguous,-0.5
2,ca1,13,3,actor,547,Others,Ambiguous,-0.5
2,ca1,13,4,talked,NA,Disambiguating region,Ambiguous,-0.5
2,ca1,13,5,with,NA,Post-disambiguating region,Ambiguous,-0.5
2,ca1,13,6,the,NA,Others,Ambiguous,-0.5
2,ca1,13,7,director,NA,Others,Ambiguous,-0.5
2,ca1,13,8,to,NA,Others,Ambiguous,-0.5
2,ca1,13,9,make,NA,Others,Ambiguous,-0.5
2,ca1,13,10,final,NA,Others,Ambiguous,-0.5
2,ca1,13,11,checks.,NA,Others,Ambiguous,-0.5
2,ca2,14,0,Jessica,543,Others,Unambiguous,0.5
2,ca2,14,1,realised,980,Others,Unambiguous,0.5
2,ca2,14,2,that,661,Others,Unambiguous,0.5
2,ca2,14,3,the,823,Others,Unambiguous,0.5
2,ca2,14,4,actress,686,Others,Unambiguous,0.5
2,ca2,14,5,called,588,Disambiguating region,Unambiguous,0.5
2,ca2,14,6,the,732,Post-disambiguating region,Unambiguous,0.5
2,ca2,14,7,manager,630,Others,Unambiguous,0.5
2,ca2,14,8,to,639,Others,Unambiguous,0.5
2,ca2,14,9,complain,618,Others,Unambiguous,0.5
2,ca2,14,10,about,526,Others,Unambiguous,0.5
2,ca2,14,11,the,506,Others,Unambiguous,0.5
2,ca2,14,12,job.,659,Others,Unambiguous,0.5
2,ca1,15,0,Kevin,556,Others,Ambiguous,-0.5
2,ca1,15,1,claimed,1003,Others,Ambiguous,-0.5
2,ca1,15,2,the,769,Others,Ambiguous,-0.5
2,ca1,15,3,actor,539,Others,Ambiguous,-0.5
2,ca1,15,4,spoke,644,Disambiguating region,Ambiguous,-0.5
2,ca1,15,5,and,487,Post-disambiguating region,Ambiguous,-0.5
2,ca1,15,6,behaved,864,Others,Ambiguous,-0.5
2,ca1,15,7,very,546,Others,Ambiguous,-0.5
2,ca1,15,8,impolitely.,608,Others,Ambiguous,-0.5
2,ca2,16,0,Rebecca,1010,Others,Unambiguous,0.5
2,ca2,16,1,hoped,645,Others,Unambiguous,0.5
2,ca2,16,2,that,829,Others,Unambiguous,0.5
2,ca2,16,3,the,605,Others,Unambiguous,0.5
2,ca2,16,4,actress,645,Others,Unambiguous,0.5
2,ca2,16,5,took,688,Disambiguating region,Unambiguous,0.5
2,ca2,16,6,some,866,Post-disambiguating region,Unambiguous,0.5
2,ca2,16,7,time,1228,Others,Unambiguous,0.5
2,ca2,16,8,to,1163,Others,Unambiguous,0.5
2,ca2,16,9,rest.,668,Others,Unambiguous,0.5
2,ca1,17,0,Tom,302,Others,Ambiguous,-0.5
2,ca1,17,1,hoped,977,Others,Ambiguous,-0.5
2,ca1,17,2,the,657,Others,Ambiguous,-0.5
2,ca1,17,3,king,857,Others,Ambiguous,-0.5
2,ca1,17,4,greeted,738,Disambiguating region,Ambiguous,-0.5
2,ca1,17,5,the,779,Post-disambiguating region,Ambiguous,-0.5
2,ca1,17,6,president,551,Others,Ambiguous,-0.5
2,ca1,17,7,and,696,Others,Ambiguous,-0.5
2,ca1,17,8,the,NA,Others,Ambiguous,-0.5
2,ca1,17,9,politician.,NA,Others,Ambiguous,-0.5
2,ca2,18,0,Amy,1559,Others,Unambiguous,0.5
2,ca2,18,1,realised,749,Others,Unambiguous,0.5
2,ca2,18,2,that,1557,Others,Unambiguous,0.5
2,ca2,18,3,the,790,Others,Unambiguous,0.5
2,ca2,18,4,queen,796,Others,Unambiguous,0.5
2,ca2,18,5,spoke,613,Disambiguating region,Unambiguous,0.5
2,ca2,18,6,very,588,Post-disambiguating region,Unambiguous,0.5
2,ca2,18,7,slowly,596,Others,Unambiguous,0.5
2,ca2,18,8,and,550,Others,Unambiguous,0.5
2,ca2,18,9,politely.,939,Others,Unambiguous,0.5
2,ca1,19,0,Jorge,1118,Others,Ambiguous,-0.5
2,ca1,19,1,claimed,217,Others,Ambiguous,-0.5
2,ca1,19,2,the,1205,Others,Ambiguous,-0.5
2,ca1,19,3,king,654,Others,Ambiguous,-0.5
2,ca1,19,4,was,635,Disambiguating region,Ambiguous,-0.5
2,ca1,19,5,protected,680,Post-disambiguating region,Ambiguous,-0.5
2,ca1,19,6,by,565,Others,Ambiguous,-0.5
2,ca1,19,7,several,546,Others,Ambiguous,-0.5
2,ca1,19,8,policemen.,NA,Others,Ambiguous,-0.5
2,ca2,20,0,Amanda,625,Others,Unambiguous,0.5
2,ca2,20,1,hoped,675,Others,Unambiguous,0.5
2,ca2,20,2,that,628,Others,Unambiguous,0.5
2,ca2,20,3,the,647,Others,Unambiguous,0.5
2,ca2,20,4,queen,613,Others,Unambiguous,0.5
2,ca2,20,5,took,513,Disambiguating region,Unambiguous,0.5
2,ca2,20,6,some,546,Post-disambiguating region,Unambiguous,0.5
2,ca2,20,7,time,635,Others,Unambiguous,0.5
2,ca2,20,8,to,454,Others,Unambiguous,0.5
2,ca2,20,9,rest,636,Others,Unambiguous,0.5
2,ca2,20,10,from,663,Others,Unambiguous,0.5
2,ca2,20,11,hard,1568,Others,Unambiguous,0.5
2,ca2,20,12,work.,593,Others,Unambiguous,0.5
2,ca1,21,0,Jacob,1285,Others,Ambiguous,-0.5
2,ca1,21,1,hoped,763,Others,Ambiguous,-0.5
2,ca1,21,2,the,609,Others,Ambiguous,-0.5
