Subject,Item,Condition,Word,word,RT,region_g,ambiguity_g,ambiguity
77,ca1,22,5,the,647,Post-disambiguating region,Ambiguous,-0.5
77,ca1,22,6,customer,870,Others,Ambiguous,-0.5
77,ca1,22,7,very,1178,Others,Ambiguous,-0.5
77,ca1,22,8,gently.,810,Others,Ambiguous,-0.5
77,ca2,23,0,Robert,799,Others,Unambiguous,0.5
77,ca2,23,1,claimed,726,Others,Unambiguous,0.5
77,ca2,23,2,that,758,Others,Unambiguous,0.5
77,ca2,23,3,the,558,Others,Unambiguous,0.5
77,ca2,23,4,waiter,1071,Others,Unambiguous,0.5
77,ca2,23,5,caused,682,Disambiguating region,Unambiguous,0.5
77,ca2,23,6,some,879,Post-disambiguating region,Unambiguous,0.5
77,ca2,23,7,trouble,997,Others,Unambiguous,0.5
77,ca2,23,8,with,904,Others,Unambiguous,0.5
77,ca2,23,9,the,595,Others,Unambiguous,0.5
77,ca2,23,10,customer.,1086,Others,Unambiguous,0.5
77,ca1,24,0,Emily,830,Others,Ambiguous,-0.5
77,ca1,24,1,hoped,702,Others,Ambiguous,-0.5
77,ca1,24,2,the,484,Others,Ambiguous,-0.5
77,ca1,24,3,waitress,1185,Others,Ambiguous,-0.5
77,ca1,24,4,tried,879,Disambiguating region,Ambiguous,-0.5
77,ca1,24,5,to,677,Post-disambiguating region,Ambiguous,-0.5
77,ca1,24,6,speak,796,Others,Ambiguous,-0.5
77,ca1,24,7,slowly.,602,Others,Ambiguous,-0.5
78,ca1,1,0,John,944,Others,Ambiguous,-0.5
78,ca1,1,1,hoped,592,Others,Ambiguous,-0.5
78,ca1,1,2,the,607,Others,Ambiguous,-0.5
78,ca1,1,3,boy,728,Others,Ambiguous,-0.5
78,ca1,1,4,took,1057,Disambiguating region,Ambiguous,-0.5
78,ca1,1,5,some,608,Post-disambiguating region,Ambiguous,-0.5
78,ca1,1,6,time,615,Others,Ambiguous,-0.5
78,ca1,1,7,to,584,Others,Ambiguous,-0.5
78,ca1,1,8,rest,713,Others,Ambiguous,-0.5
78,ca1,1,9,from,552,Others,Ambiguous,-0.5
78,ca1,1,10,studying.,663,Others,Ambiguous,-0.5
78,ca2,2,0,Mary,718,Others,Unambiguous,0.5
78,ca2,2,1,realised,568,Others,Unambiguous,0.5
78,ca2,2,2,that,592,Others,Unambiguous,0.5
78,ca2,2,3,the,640,Others,Unambiguous,0.5
78,ca2,2,4,girl,744,Others,Unambiguous,0.5
78,ca2,2,5,watched,784,Disambiguating region,Unambiguous,0.5
78,ca2,2,6,the,640,Post-disambiguating region,Unambiguous,0.5
78,ca2,2,7,television,888,Others,Unambiguous,0.5
78,ca2,2,8,secretly.,912,Others,Unambiguous,0.5
78,ca1,3,0,David,711,Others,Ambiguous,-0.5
78,ca1,3,1,claimed,736,Others,Ambiguous,-0.5
78,ca1,3,2,the,713,Others,Ambiguous,-0.5
78,ca1,3,3,boy,1151,Others,Ambiguous,-0.5
78,ca1,3,4,looked,1096,Disambiguating region,Ambiguous,-0.5
78,ca1,3,5,very,808,Post-disambiguating region,Ambiguous,-0.5
78,ca1,3,6,nervous,648,Others,Ambiguous,-0.5
78,ca1,3,7,and,785,Others,Ambiguous,-0.5
78,ca1,3,8,tense.,1183,Others,Ambiguous,-0.5
78,ca2,4,0,Anna,719,Others,Unambiguous,0.5
78,ca2,4,1,hoped,584,Others,Unambiguous,0.5
78,ca2,4,2,that,639,Others,Unambiguous,0.5
78,ca2,4,3,the,776,Others,Unambiguous,0.5
78,ca2,4,4,girl,721,Others,Unambiguous,0.5
78,ca2,4,5,made,808,Disambiguating region,Unambiguous,0.5
78,ca2,4,6,eye,903,Post-disambiguating region,Unambiguous,0.5
78,ca2,4,7,contact,929,Others,Unambiguous,0.5
78,ca2,4,8,with,744,Others,Unambiguous,0.5
78,ca2,4,9,the,1072,Others,Unambiguous,0.5
78,ca2,4,10,classmates.,1104,Others,Unambiguous,0.5
78,ca1,5,0,James,855,Others,Ambiguous,-0.5
78,ca1,5,1,hoped,1120,Others,Ambiguous,-0.5
78,ca1,5,2,the,1064,Others,Ambiguous,-0.5
78,ca1,5,3,man,1008,Others,Ambiguous,-0.5
78,ca1,5,4,restarted,1208,Disambiguating region,Ambiguous,-0.5
78,ca1,5,5,talks,936,Post-disambiguating region,Ambiguous,-0.5
78,ca1,5,6,with,632,Others,Ambiguous,-0.5
78,ca1,5,7,the,912,Others,Ambiguous,-0.5
78,ca1,5,8,politicians.,872,Others,Ambiguous,-0.5
78,ca2,6,0,Maria,1263,Others,Unambiguous,0.5
78,ca2,6,1,realised,704,Others,Unambiguous,0.5
78,ca2,6,2,that,793,Others,Unambiguous,0.5
78,ca2,6,3,the,847,Others,Unambiguous,0.5
78,ca2,6,4,lady,929,Others,Unambiguous,0.5
78,ca2,6,5,used,887,Disambiguating region,Unambiguous,0.5
78,ca2,6,6,the,672,Post-disambiguating region,Unambiguous,0.5
78,ca2,6,7,dictionary,872,Others,Unambiguous,0.5
78,ca2,6,8,a,2200,Others,Unambiguous,0.5
78,ca2,6,9,lot.,785,Others,Unambiguous,0.5
78,ca1,7,0,Jason,926,Others,Ambiguous,-0.5
78,ca1,7,1,claimed,1047,Others,Ambiguous,-0.5
78,ca1,7,2,the,649,Others,Ambiguous,-0.5
78,ca1,7,3,man,1176,Others,Ambiguous,-0.5
78,ca1,7,4,wanted,887,Disambiguating region,Ambiguous,-0.5
78,ca1,7,5,to,729,Post-disambiguating region,Ambiguous,-0.5
78,ca1,7,6,use,856,Others,Ambiguous,-0.5
78,ca1,7,7,some,904,Others,Ambiguous,-0.5
78,ca1,7,8,soap.,992,Others,Ambiguous,-0.5
78,ca2,8,0,Lisa,911,Others,Unambiguous,0.5
78,ca2,8,1,hoped,960,Others,Unambiguous,0.5
78,ca2,8,2,that,567,Others,Unambiguous,0.5
78,ca2,8,3,the,625,Others,Unambiguous,0.5
78,ca2,8,4,lady,720,Others,Unambiguous,0.5
78,ca2,8,5,spoke,968,Disambiguating region,Unambiguous,0.5
78,ca2,8,6,slowly,832,Post-disambiguating region,Unambiguous,0.5
78,ca2,8,7,without,704,Others,Unambiguous,0.5
78,ca2,8,8,being,912,Others,Unambiguous,0.5
78,ca2,8,9,nervous.,879,Others,Unambiguous,0.5
78,ca1,9,0,George,1015,Others,Ambiguous,-0.5
78,ca1,9,1,hoped,1056,Others,Ambiguous,-0.5
78,ca1,9,2,the,640,Others,Ambiguous,-0.5
78,ca1,9,3,gentleman,809,Others,Ambiguous,-0.5
78,ca1,9,4,stopped,792,Disambiguating region,Ambiguous,-0.5
78,ca1,9,5,drinking,904,Post-disambiguating region,Ambiguous,-0.5
78,ca1,9,6,too,695,Others,Ambiguous,-0.5
78,ca1,9,7,much.,729,Others,Ambiguous,-0.5
78,ca2,10,0,Carol,904,Others,Unambiguous,0.5
78,ca2,10,1,realised,743,Others,Unambiguous,0.5
78,ca2,10,2,that,633,Others,Unambiguous,0.5
78,ca2,10,3,the,608,Others,Unambiguous,0.5
78,ca2,10,4,woman,607,Others,Unambiguous,0.5
78,ca2,10,5,drank,816,Disambiguating region,Unambiguous,0.5
78,ca2,10,6,some,784,Post-disambiguating region,Unambiguous,0.5
78,ca2,10,7,water,737,Others,Unambiguous,0.5
78,ca2,10,8,to,991,Others,Unambiguous,0.5
78,ca2,10,9,calm,775,Others,Unambiguous,0.5
78,ca2,10,10,down.,1089,Others,Unambiguous,0.5
78,ca1,11,0,Steven,879,Others,Ambiguous,-0.5
78,ca1,11,1,claimed,703,Others,Ambiguous,-0.5
78,ca1,11,2,the,584,Others,Ambiguous,-0.5
78,ca1,11,3,gentleman,920,Others,Ambiguous,-0.5
78,ca1,11,4,hesitated,929,Disambiguating region,Ambiguous,-0.5
78,ca1,11,5,to,728,Post-disambiguating region,Ambiguous,-0.5
78,ca1,11,6,talk,1256,Others,Ambiguous,-0.5
78,ca1,11,7,with,752,Others,Ambiguous,-0.5
78,ca1,11,8,friends,872,Others,Ambiguous,-0.5
78,ca1,11,9,about,1295,Others,Ambiguous,-0.5
78,ca1,11,10,where,817,Others,Ambiguous,-0.5
78,ca1,11,11,to,1086,Others,Ambiguous,-0.5
78,ca1,11,12,visit.,841,Others,Ambiguous,-0.5
78,ca2,12,0,Sarah,727,Others,Unambiguous,0.5
78,ca2,12,1,hoped,656,Others,Unambiguous,0.5
78,ca2,12,2,that,696,Others,Unambiguous,0.5
78,ca2,12,3,the,622,Others,Unambiguous,0.5
78,ca2,12,4,woman,665,Others,Unambiguous,0.5
78,ca2,12,5,helped,713,Disambiguating region,Unambiguous,0.5
78,ca2,12,6,to,703,Post-disambiguating region,Unambiguous,0.5
78,ca2,12,7,clean,777,Others,Unambiguous,0.5
78,ca2,12,8,up,927,Others,Unambiguous,0.5
78,ca2,12,9,the,904,Others,Unambiguous,0.5
78,ca2,12,10,tables.,712,Others,Unambiguous,0.5
78,ca1,13,0,Edward,630,Others,Ambiguous,-0.5
78,ca1,13,1,hoped,520,Others,Ambiguous,-0.5
78,ca1,13,2,the,712,Others,Ambiguous,-0.5
78,ca1,13,3,actor,904,Others,Ambiguous,-0.5
78,ca1,13,4,talked,744,Disambiguating region,Ambiguous,-0.5
78,ca1,13,5,with,752,Post-disambiguating region,Ambiguous,-0.5
78,ca1,13,6,the,753,Others,Ambiguous,-0.5
78,ca1,13,7,director,736,Others,Ambiguous,-0.5
78,ca1,13,8,to,656,Others,Ambiguous,-0.5
78,ca1,13,9,make,576,Others,Ambiguous,-0.5
78,ca1,13,10,final,728,Others,Ambiguous,-0.5
78,ca1,13,11,checks.,839,Others,Ambiguous,-0.5
78,ca2,14,0,Jessica,1366,Others,Unambiguous,0.5
78,ca2,14,1,realised,1071,Others,Unambiguous,0.5
78,ca2,14,2,that,824,Others,Unambiguous,0.5
78,ca2,14,3,the,1113,Others,Unambiguous,0.5
78,ca2,14,4,actress,NA,Others,Unambiguous,0.5
78,ca2,14,5,called,NA,Disambiguating region,Unambiguous,0.5
78,ca2,14,6,the,NA,Post-disambiguating region,Unambiguous,0.5
78,ca2,14,7,manager,NA,Others,Unambiguous,0.5
78,ca2,14,8,to,NA,Others,Unambiguous,0.5
78,ca2,14,9,complain,NA,Others,Unambiguous,0.5
78,ca2,14,10,about,NA,Others,Unambiguous,0.5
78,ca2,14,11,the,NA,Others,Unambiguous,0.5
78,ca2,14,12,job.,NA,Others,Unambiguous,0.5
78,ca1,15,0,Kevin,840,Others,Ambiguous,-0.5
78,ca1,15,1,claimed,768,Others,Ambiguous,-0.5
78,ca1,15,2,the,736,Others,Ambiguous,-0.5
78,ca1,15,3,actor,768,Others,Ambiguous,-0.5
78,ca1,15,4,spoke,720,Disambiguating region,Ambiguous,-0.5
78,ca1,15,5,and,704,Post-disambiguating region,Ambiguous,-0.5
78,ca1,15,6,behaved,1055,Others,Ambiguous,-0.5
78,ca1,15,7,very,NA,Others,Ambiguous,-0.5
78,ca1,15,8,impolitely.,NA,Others,Ambiguous,-0.5
78,ca2,16,0,Rebecca,766,Others,Unambiguous,0.5
78,ca2,16,1,hoped,4601,Others,Unambiguous,0.5
78,ca2,16,2,that,824,Others,Unambiguous,0.5
78,ca2,16,3,the,864,Others,Unambiguous,0.5
78,ca2,16,4,actress,959,Others,Unambiguous,0.5
78,ca2,16,5,took,1521,Disambiguating region,Unambiguous,0.5
78,ca2,16,6,some,2327,Post-disambiguating region,Unambiguous,0.5
78,ca2,16,7,time,1288,Others,Unambiguous,0.5
78,ca2,16,8,to,553,Others,Unambiguous,0.5
78,ca2,16,9,rest.,815,Others,Unambiguous,0.5
78,ca1,17,0,Tom,759,Others,Ambiguous,-0.5
78,ca1,17,1,hoped,1049,Others,Ambiguous,-0.5
78,ca1,17,2,the,536,Others,Ambiguous,-0.5
78,ca1,17,3,king,840,Others,Ambiguous,-0.5
78,ca1,17,4,greeted,695,Disambiguating region,Ambiguous,-0.5
78,ca1,17,5,the,736,Post-disambiguating region,Ambiguous,-0.5
78,ca1,17,6,president,697,Others,Ambiguous,-0.5
78,ca1,17,7,and,799,Others,Ambiguous,-0.5
78,ca1,17,8,the,753,Others,Ambiguous,-0.5
78,ca1,17,9,politician.,752,Others,Ambiguous,-0.5
78,ca2,18,0,Amy,998,Others,Unambiguous,0.5
78,ca2,18,1,realised,752,Others,Unambiguous,0.5
78,ca2,18,2,that,720,Others,Unambiguous,0.5
78,ca2,18,3,the,776,Others,Unambiguous,0.5
78,ca2,18,4,queen,625,Others,Unambiguous,0.5
78,ca2,18,5,spoke,775,Disambiguating region,Unambiguous,0.5
78,ca2,18,6,very,712,Post-disambiguating region,Unambiguous,0.5
78,ca2,18,7,slowly,689,Others,Unambiguous,0.5
78,ca2,18,8,and,720,Others,Unambiguous,0.5
78,ca2,18,9,politely.,727,Others,Unambiguous,0.5
78,ca1,19,0,Jorge,2102,Others,Ambiguous,-0.5
78,ca1,19,1,claimed,1216,Others,Ambiguous,-0.5
78,ca1,19,2,the,696,Others,Ambiguous,-0.5
78,ca1,19,3,king,721,Others,Ambiguous,-0.5
78,ca1,19,4,was,840,Disambiguating region,Ambiguous,-0.5
78,ca1,19,5,protected,671,Post-disambiguating region,Ambiguous,-0.5
78,ca1,19,6,by,871,Others,Ambiguous,-0.5
78,ca1,19,7,several,802,Others,Ambiguous,-0.5
78,ca1,19,8,policemen.,800,Others,Ambiguous,-0.5
78,ca2,20,0,Amanda,791,Others,Unambiguous,0.5
78,ca2,20,1,hoped,720,Others,Unambiguous,0.5
78,ca2,20,2,that,592,Others,Unambiguous,0.5
78,ca2,20,3,the,592,Others,Unambiguous,0.5
78,ca2,20,4,queen,NA,Others,Unambiguous,0.5
78,ca2,20,5,took,NA,Disambiguating region,Unambiguous,0.5
78,ca2,20,6,some,NA,Post-disambiguating region,Unambiguous,0.5
78,ca2,20,7,time,NA,Others,Unambiguous,0.5
78,ca2,20,8,to,NA,Others,Unambiguous,0.5
78,ca2,20,9,rest,NA,Others,Unambiguous,0.5
78,ca2,20,10,from,NA,Others,Unambiguous,0.5
78,ca2,20,11,hard,NA,Others,Unambiguous,0.5
78,ca2,20,12,work.,NA,Others,Unambiguous,0.5
78,ca1,21,0,Jacob,918,Others,Ambiguous,-0.5
78,ca1,21,1,hoped,752,Others,Ambiguous,-0.5
78,ca1,21,2,the,576,Others,Ambiguous,-0.5
78,ca1,21,3,waiter,736,Others,Ambiguous,-0.5
78,ca1,21,4,got,768,Disambiguating region,Ambiguous,-0.5
78,ca1,21,5,back,553,Post-disambiguating region,Ambiguous,-0.5
78,ca1,21,6,to,831,Others,Ambiguous,-0.5
78,ca1,21,7,work,752,Others,Ambiguous,-0.5
78,ca1,21,8,soon.,952,Others,Ambiguous,-0.5
78,ca2,22,0,Alice,832,Others,Unambiguous,0.5
78,ca2,22,1,realised,696,Others,Unambiguous,0.5
78,ca2,22,2,that,727,Others,Unambiguous,0.5
78,ca2,22,3,the,617,Others,Unambiguous,0.5
78,ca2,22,4,waitress,911,Others,Unambiguous,0.5
78,ca2,22,5,served,920,Disambiguating region,Unambiguous,0.5
78,ca2,22,6,the,657,Post-disambiguating region,Unambiguous,0.5
78,ca2,22,7,customer,807,Others,Unambiguous,0.5
78,ca2,22,8,very,953,Others,Unambiguous,0.5
78,ca2,22,9,gently.,783,Others,Unambiguous,0.5
78,ca1,23,0,Robert,991,Others,Ambiguous,-0.5
78,ca1,23,1,claimed,736,Others,Ambiguous,-0.5
78,ca1,23,2,the,759,Others,Ambiguous,-0.5
78,ca1,23,3,waiter,657,Others,Ambiguous,-0.5
78,ca1,23,4,caused,688,Disambiguating region,Ambiguous,-0.5
78,ca1,23,5,some,848,Post-disambiguating region,Ambiguous,-0.5
78,ca1,23,6,trouble,784,Others,Ambiguous,-0.5
78,ca1,23,7,with,879,Others,Ambiguous,-0.5
78,ca1,23,8,the,609,Others,Ambiguous,-0.5
78,ca1,23,9,customer.,794,Others,Ambiguous,-0.5
78,ca2,24,0,Emily,3258,Others,Unambiguous,0.5
78,ca2,24,1,hoped,664,Others,Unambiguous,0.5
78,ca2,24,2,that,824,Others,Unambiguous,0.5
78,ca2,24,3,the,553,Others,Unambiguous,0.5
78,ca2,24,4,waitress,687,Others,Unambiguous,0.5
78,ca2,24,5,tried,1689,Disambiguating region,Unambiguous,0.5
78,ca2,24,6,to,648,Post-disambiguating region,Unambiguous,0.5
78,ca2,24,7,speak,743,Others,Unambiguous,0.5
78,ca2,24,8,slowly.,832,Others,Unambiguous,0.5
79,ca1,1,0,John,540,Others,Ambiguous,-0.5
79,ca1,1,1,hoped,580,Others,Ambiguous,-0.5
79,ca1,1,2,the,588,Others,Ambiguous,-0.5
79,ca1,1,3,boy,548,Others,Ambiguous,-0.5
79,ca1,1,4,took,717,Disambiguating region,Ambiguous,-0.5
79,ca1,1,5,some,508,Post-disambiguating region,Ambiguous,-0.5
79,ca1,1,6,time,598,Others,Ambiguous,-0.5
79,ca1,1,7,to,396,Others,Ambiguous,-0.5
79,ca1,1,8,rest,603,Others,Ambiguous,-0.5
79,ca1,1,9,from,558,Others,Ambiguous,-0.5
79,ca1,1,10,studying.,743,Others,Ambiguous,-0.5
79,ca2,2,0,Mary,599,Others,Unambiguous,0.5
79,ca2,2,1,realised,712,Others,Unambiguous,0.5
79,ca2,2,2,that,415,Others,Unambiguous,0.5
79,ca2,2,3,the,704,Others,Unambiguous,0.5
79,ca2,2,4,girl,448,Others,Unambiguous,0.5
79,ca2,2,5,watched,1242,Disambiguating region,Unambiguous,0.5
79,ca2,2,6,the,588,Post-disambiguating region,Unambiguous,0.5
79,ca2,2,7,television,1109,Others,Unambiguous,0.5
79,ca2,2,8,secretly.,731,Others,Unambiguous,0.5
79,ca1,3,0,David,764,Others,Ambiguous,-0.5
79,ca1,3,1,claimed,832,Others,Ambiguous,-0.5
79,ca1,3,2,the,732,Others,Ambiguous,-0.5
79,ca1,3,3,boy,930,Others,Ambiguous,-0.5
79,ca1,3,4,looked,811,Disambiguating region,Ambiguous,-0.5
79,ca1,3,5,very,659,Post-disambiguating region,Ambiguous,-0.5
79,ca1,3,6,nervous,848,Others,Ambiguous,-0.5
79,ca1,3,7,and,632,Others,Ambiguous,-0.5
79,ca1,3,8,tense.,803,Others,Ambiguous,-0.5
79,ca2,4,0,Anna,745,Others,Unambiguous,0.5
79,ca2,4,1,hoped,644,Others,Unambiguous,0.5
79,ca2,4,2,that,820,Others,Unambiguous,0.5
79,ca2,4,3,the,514,Others,Unambiguous,0.5
79,ca2,4,4,girl,674,Others,Unambiguous,0.5
79,ca2,4,5,made,791,Disambiguating region,Unambiguous,0.5
79,ca2,4,6,eye,1267,Post-disambiguating region,Unambiguous,0.5
79,ca2,4,7,contact,857,Others,Unambiguous,0.5
79,ca2,4,8,with,479,Others,Unambiguous,0.5
79,ca2,4,9,the,651,Others,Unambiguous,0.5
79,ca2,4,10,classmates.,715,Others,Unambiguous,0.5
79,ca1,5,0,James,580,Others,Ambiguous,-0.5
79,ca1,5,1,hoped,665,Others,Ambiguous,-0.5
79,ca1,5,2,the,557,Others,Ambiguous,-0.5
79,ca1,5,3,man,514,Others,Ambiguous,-0.5
79,ca1,5,4,restarted,1103,Disambiguating region,Ambiguous,-0.5
79,ca1,5,5,talks,597,Post-disambiguating region,Ambiguous,-0.5
79,ca1,5,6,with,594,Others,Ambiguous,-0.5
79,ca1,5,7,the,568,Others,Ambiguous,-0.5
79,ca1,5,8,politicians.,931,Others,Ambiguous,-0.5
79,ca2,6,0,Maria,645,Others,Unambiguous,0.5
79,ca2,6,1,realised,542,Others,Unambiguous,0.5
79,ca2,6,2,that,NA,Others,Unambiguous,0.5
79,ca2,6,3,the,NA,Others,Unambiguous,0.5
79,ca2,6,4,lady,NA,Others,Unambiguous,0.5
79,ca2,6,5,used,NA,Disambiguating region,Unambiguous,0.5
79,ca2,6,6,the,NA,Post-disambiguating region,Unambiguous,0.5
79,ca2,6,7,dictionary,NA,Others,Unambiguous,0.5
79,ca2,6,8,a,NA,Others,Unambiguous,0.5
79,ca2,6,9,lot.,NA,Others,Unambiguous,0.5
79,ca1,7,0,Jason,2644,Others,Ambiguous,-0.5
79,ca1,7,1,claimed,1019,Others,Ambiguous,-0.5
79,ca1,7,2,the,648,Others,Ambiguous,-0.5
79,ca1,7,3,man,733,Others,Ambiguous,-0.5
79,ca1,7,4,wanted,715,Disambiguating region,Ambiguous,-0.5
79,ca1,7,5,to,516,Post-disambiguating region,Ambiguous,-0.5
79,ca1,7,6,use,683,Others,Ambiguous,-0.5
79,ca1,7,7,some,554,Others,Ambiguous,-0.5
79,ca1,7,8,soap.,694,Others,Ambiguous,-0.5
79,ca2,8,0,Lisa,763,Others,Unambiguous,0.5
79,ca2,8,1,hoped,851,Others,Unambiguous,0.5
79,ca2,8,2,that,538,Others,Unambiguous,0.5
79,ca2,8,3,the,465,Others,Unambiguous,0.5
79,ca2,8,4,lady,582,Others,Unambiguous,0.5
79,ca2,8,5,spoke,467,Disambiguating region,Unambiguous,0.5
79,ca2,8,6,slowly,701,Post-disambiguating region,Unambiguous,0.5
79,ca2,8,7,without,630,Others,Unambiguous,0.5
79,ca2,8,8,being,536,Others,Unambiguous,0.5
79,ca2,8,9,nervous.,776,Others,Unambiguous,0.5
79,ca1,9,0,George,1101,Others,Ambiguous,-0.5
79,ca1,9,1,hoped,569,Others,Ambiguous,-0.5
79,ca1,9,2,the,613,Others,Ambiguous,-0.5
79,ca1,9,3,gentleman,620,Others,Ambiguous,-0.5
79,ca1,9,4,stopped,629,Disambiguating region,Ambiguous,-0.5
79,ca1,9,5,drinking,585,Post-disambiguating region,Ambiguous,-0.5
79,ca1,9,6,too,702,Others,Ambiguous,-0.5
79,ca1,9,7,much.,731,Others,Ambiguous,-0.5
79,ca2,10,0,Carol,1028,Others,Unambiguous,0.5
79,ca2,10,1,realised,708,Others,Unambiguous,0.5
79,ca2,10,2,that,534,Others,Unambiguous,0.5
79,ca2,10,3,the,510,Others,Unambiguous,0.5
79,ca2,10,4,woman,482,Others,Unambiguous,0.5
79,ca2,10,5,drank,443,Disambiguating region,Unambiguous,0.5
79,ca2,10,6,some,545,Post-disambiguating region,Unambiguous,0.5
79,ca2,10,7,water,506,Others,Unambiguous,0.5
79,ca2,10,8,to,542,Others,Unambiguous,0.5
79,ca2,10,9,calm,457,Others,Unambiguous,0.5
79,ca2,10,10,down.,536,Others,Unambiguous,0.5
79,ca1,11,0,Steven,619,Others,Ambiguous,-0.5
79,ca1,11,1,claimed,538,Others,Ambiguous,-0.5
79,ca1,11,2,the,524,Others,Ambiguous,-0.5
79,ca1,11,3,gentleman,821,Others,Ambiguous,-0.5
79,ca1,11,4,hesitated,834,Disambiguating region,Ambiguous,-0.5
79,ca1,11,5,to,648,Post-disambiguating region,Ambiguous,-0.5
79,ca1,11,6,talk,577,Others,Ambiguous,-0.5
79,ca1,11,7,with,539,Others,Ambiguous,-0.5
79,ca1,11,8,friends,681,Others,Ambiguous,-0.5
79,ca1,11,9,about,663,Others,Ambiguous,-0.5
79,ca1,11,10,where,633,Others,Ambiguous,-0.5
79,ca1,11,11,to,642,Others,Ambiguous,-0.5
79,ca1,11,12,visit.,614,Others,Ambiguous,-0.5
79,ca2,12,0,Sarah,1347,Others,Unambiguous,0.5
79,ca2,12,1,hoped,664,Others,Unambiguous,0.5
79,ca2,12,2,that,619,Others,Unambiguous,0.5
79,ca2,12,3,the,518,Others,Unambiguous,0.5
79,ca2,12,4,woman,530,Others,Unambiguous,0.5
79,ca2,12,5,helped,765,Disambiguating region,Unambiguous,0.5
79,ca2,12,6,to,467,Post-disambiguating region,Unambiguous,0.5
79,ca2,12,7,clean,519,Others,Unambiguous,0.5
79,ca2,12,8,up,551,Others,Unambiguous,0.5
79,ca2,12,9,the,521,Others,Unambiguous,0.5
79,ca2,12,10,tables.,710,Others,Unambiguous,0.5
79,ca1,13,0,Edward,718,Others,Ambiguous,-0.5
79,ca1,13,1,hoped,506,Others,Ambiguous,-0.5
79,ca1,13,2,the,446,Others,Ambiguous,-0.5
79,ca1,13,3,actor,638,Others,Ambiguous,-0.5
79,ca1,13,4,talked,684,Disambiguating region,Ambiguous,-0.5
79,ca1,13,5,with,570,Post-disambiguating region,Ambiguous,-0.5
79,ca1,13,6,the,583,Others,Ambiguous,-0.5
79,ca1,13,7,director,561,Others,Ambiguous,-0.5
79,ca1,13,8,to,580,Others,Ambiguous,-0.5
79,ca1,13,9,make,630,Others,Ambiguous,-0.5
79,ca1,13,10,final,715,Others,Ambiguous,-0.5
79,ca1,13,11,checks.,616,Others,Ambiguous,-0.5
79,ca2,14,0,Jessica,658,Others,Unambiguous,0.5
79,ca2,14,1,realised,818,Others,Unambiguous,0.5
79,ca2,14,2,that,474,Others,Unambiguous,0.5
79,ca2,14,3,the,714,Others,Unambiguous,0.5
79,ca2,14,4,actress,587,Others,Unambiguous,0.5
79,ca2,14,5,called,682,Disambiguating region,Unambiguous,0.5
79,ca2,14,6,the,545,Post-disambiguating region,Unambiguous,0.5
79,ca2,14,7,manager,604,Others,Unambiguous,0.5
79,ca2,14,8,to,508,Others,Unambiguous,0.5
79,ca2,14,9,complain,586,Others,Unambiguous,0.5
79,ca2,14,10,about,703,Others,Unambiguous,0.5
79,ca2,14,11,the,494,Others,Unambiguous,0.5
79,ca2,14,12,job.,722,Others,Unambiguous,0.5
79,ca1,15,0,Kevin,1089,Others,Ambiguous,-0.5
79,ca1,15,1,claimed,863,Others,Ambiguous,-0.5
79,ca1,15,2,the,644,Others,Ambiguous,-0.5
79,ca1,15,3,actor,623,Others,Ambiguous,-0.5
79,ca1,15,4,spoke,629,Disambiguating region,Ambiguous,-0.5
79,ca1,15,5,and,675,Post-disambiguating region,Ambiguous,-0.5
79,ca1,15,6,behaved,728,Others,Ambiguous,-0.5
79,ca1,15,7,very,698,Others,Ambiguous,-0.5
79,ca1,15,8,impolitely.,1154,Others,Ambiguous,-0.5
79,ca2,16,0,Rebecca,1501,Others,Unambiguous,0.5
79,ca2,16,1,hoped,638,Others,Unambiguous,0.5
79,ca2,16,2,that,673,Others,Unambiguous,0.5
79,ca2,16,3,the,562,Others,Unambiguous,0.5
79,ca2,16,4,actress,689,Others,Unambiguous,0.5
79,ca2,16,5,took,672,Disambiguating region,Unambiguous,0.5
79,ca2,16,6,some,659,Post-disambiguating region,Unambiguous,0.5
79,ca2,16,7,time,664,Others,Unambiguous,0.5
79,ca2,16,8,to,651,Others,Unambiguous,0.5
79,ca2,16,9,rest.,747,Others,Unambiguous,0.5
79,ca1,17,0,Tom,584,Others,Ambiguous,-0.5
79,ca1,17,1,hoped,696,Others,Ambiguous,-0.5
79,ca1,17,2,the,459,Others,Ambiguous,-0.5
79,ca1,17,3,king,867,Others,Ambiguous,-0.5
79,ca1,17,4,greeted,867,Disambiguating region,Ambiguous,-0.5
79,ca1,17,5,the,576,Post-disambiguating region,Ambiguous,-0.5
79,ca1,17,6,president,710,Others,Ambiguous,-0.5
79,ca1,17,7,and,605,Others,Ambiguous,-0.5
79,ca1,17,8,the,617,Others,Ambiguous,-0.5
79,ca1,17,9,politician.,761,Others,Ambiguous,-0.5
79,ca2,18,0,Amy,707,Others,Unambiguous,0.5
79,ca2,18,1,realised,723,Others,Unambiguous,0.5
79,ca2,18,2,that,456,Others,Unambiguous,0.5
79,ca2,18,3,the,NA,Others,Unambiguous,0.5
79,ca2,18,4,queen,NA,Others,Unambiguous,0.5
79,ca2,18,5,spoke,NA,Disambiguating region,Unambiguous,0.5
79,ca2,18,6,very,NA,Post-disambiguating region,Unambiguous,0.5
79,ca2,18,7,slowly,NA,Others,Unambiguous,0.5
79,ca2,18,8,and,NA,Others,Unambiguous,0.5
79,ca2,18,9,politely.,NA,Others,Unambiguous,0.5
