Subject,Item,Condition,Word,RT,RegionP,PositionP,DistractorP,Position,Distractor
1,1,cond2,0,527,Others,Preposition,Mismatch,0.5,-0.5
1,1,cond2,1,768,Others,Preposition,Mismatch,0.5,-0.5
1,1,cond2,2,673,Others,Preposition,Mismatch,0.5,-0.5
1,1,cond2,3,847,Others,Preposition,Mismatch,0.5,-0.5
1,1,cond2,4,1544,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
1,1,cond2,5,4808,Reflexive,Preposition,Mismatch,0.5,-0.5
1,1,cond2,6,704,Post-reflexive,Preposition,Mismatch,0.5,-0.5
1,1,cond2,7,NA,Others,Preposition,Mismatch,0.5,-0.5
1,1,cond2,8,NA,Others,Preposition,Mismatch,0.5,-0.5
1,2,cond3,0,679,Others,Direct object,Match,-0.5,0.5
1,2,cond3,1,720,Others,Direct object,Match,-0.5,0.5
1,2,cond3,2,1040,Others,Direct object,Match,-0.5,0.5
1,2,cond3,3,808,Others,Direct object,Match,-0.5,0.5
1,2,cond3,4,680,Pre-reflexive,Direct object,Match,-0.5,0.5
1,2,cond3,5,1024,Reflexive,Direct object,Match,-0.5,0.5
1,2,cond3,6,1064,Post-reflexive,Direct object,Match,-0.5,0.5
1,2,cond3,7,864,Others,Direct object,Match,-0.5,0.5
1,2,cond3,8,856,Others,Direct object,Match,-0.5,0.5
1,3,cond4,0,568,Others,Direct object,Mismatch,-0.5,-0.5
1,3,cond4,1,640,Others,Direct object,Mismatch,-0.5,-0.5
1,3,cond4,2,824,Others,Direct object,Mismatch,-0.5,-0.5
1,3,cond4,3,808,Others,Direct object,Mismatch,-0.5,-0.5
1,3,cond4,4,840,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
1,3,cond4,5,1391,Reflexive,Direct object,Mismatch,-0.5,-0.5
1,3,cond4,6,872,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
1,3,cond4,7,664,Others,Direct object,Mismatch,-0.5,-0.5
1,3,cond4,8,945,Others,Direct object,Mismatch,-0.5,-0.5
1,3,cond4,9,912,Others,Direct object,Mismatch,-0.5,-0.5
1,4,cond1,0,600,Others,Preposition,Match,0.5,0.5
1,4,cond1,1,688,Others,Preposition,Match,0.5,0.5
1,4,cond1,2,679,Others,Preposition,Match,0.5,0.5
1,4,cond1,3,839,Others,Preposition,Match,0.5,0.5
1,4,cond1,4,729,Pre-reflexive,Preposition,Match,0.5,0.5
1,4,cond1,5,896,Reflexive,Preposition,Match,0.5,0.5
1,4,cond1,6,720,Post-reflexive,Preposition,Match,0.5,0.5
1,4,cond1,7,1048,Others,Preposition,Match,0.5,0.5
1,5,cond2,0,728,Others,Preposition,Mismatch,0.5,-0.5
1,5,cond2,1,760,Others,Preposition,Mismatch,0.5,-0.5
1,5,cond2,2,887,Others,Preposition,Mismatch,0.5,-0.5
1,5,cond2,3,1336,Others,Preposition,Mismatch,0.5,-0.5
1,5,cond2,4,855,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
1,5,cond2,5,2233,Reflexive,Preposition,Mismatch,0.5,-0.5
1,5,cond2,6,872,Post-reflexive,Preposition,Mismatch,0.5,-0.5
1,5,cond2,7,1008,Others,Preposition,Mismatch,0.5,-0.5
1,5,cond2,8,777,Others,Preposition,Mismatch,0.5,-0.5
1,6,cond3,0,591,Others,Direct object,Match,-0.5,0.5
1,6,cond3,1,976,Others,Direct object,Match,-0.5,0.5
1,6,cond3,2,1064,Others,Direct object,Match,-0.5,0.5
1,6,cond3,3,944,Others,Direct object,Match,-0.5,0.5
1,6,cond3,4,1000,Pre-reflexive,Direct object,Match,-0.5,0.5
1,6,cond3,5,1240,Reflexive,Direct object,Match,-0.5,0.5
1,6,cond3,6,1417,Post-reflexive,Direct object,Match,-0.5,0.5
1,6,cond3,7,807,Others,Direct object,Match,-0.5,0.5
1,6,cond3,8,1537,Others,Direct object,Match,-0.5,0.5
1,7,cond4,0,663,Others,Direct object,Mismatch,-0.5,-0.5
1,7,cond4,1,1072,Others,Direct object,Mismatch,-0.5,-0.5
1,7,cond4,2,848,Others,Direct object,Mismatch,-0.5,-0.5
1,7,cond4,3,752,Others,Direct object,Mismatch,-0.5,-0.5
1,7,cond4,4,936,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
1,7,cond4,5,1000,Reflexive,Direct object,Mismatch,-0.5,-0.5
1,7,cond4,6,1193,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
1,7,cond4,7,1263,Others,Direct object,Mismatch,-0.5,-0.5
1,7,cond4,8,721,Others,Direct object,Mismatch,-0.5,-0.5
1,7,cond4,9,976,Others,Direct object,Mismatch,-0.5,-0.5
1,8,cond1,0,544,Others,Preposition,Match,0.5,0.5
1,8,cond1,1,952,Others,Preposition,Match,0.5,0.5
1,8,cond1,2,832,Others,Preposition,Match,0.5,0.5
1,8,cond1,3,952,Others,Preposition,Match,0.5,0.5
1,8,cond1,4,792,Pre-reflexive,Preposition,Match,0.5,0.5
1,8,cond1,5,912,Reflexive,Preposition,Match,0.5,0.5
1,8,cond1,6,752,Post-reflexive,Preposition,Match,0.5,0.5
1,8,cond1,7,807,Others,Preposition,Match,0.5,0.5
1,8,cond1,8,705,Others,Preposition,Match,0.5,0.5
1,8,cond1,9,720,Others,Preposition,Match,0.5,0.5
1,9,cond2,0,687,Others,Preposition,Mismatch,0.5,-0.5
1,9,cond2,1,752,Others,Preposition,Mismatch,0.5,-0.5
1,9,cond2,2,872,Others,Preposition,Mismatch,0.5,-0.5
1,9,cond2,3,896,Others,Preposition,Mismatch,0.5,-0.5
1,9,cond2,4,752,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
1,9,cond2,5,1057,Reflexive,Preposition,Mismatch,0.5,-0.5
1,9,cond2,6,1279,Post-reflexive,Preposition,Mismatch,0.5,-0.5
1,9,cond2,7,672,Others,Preposition,Mismatch,0.5,-0.5
1,9,cond2,8,1176,Others,Preposition,Mismatch,0.5,-0.5
1,10,cond3,0,576,Others,Direct object,Match,-0.5,0.5
1,10,cond3,1,840,Others,Direct object,Match,-0.5,0.5
1,10,cond3,2,712,Others,Direct object,Match,-0.5,0.5
1,10,cond3,3,920,Others,Direct object,Match,-0.5,0.5
1,10,cond3,4,1448,Pre-reflexive,Direct object,Match,-0.5,0.5
1,10,cond3,5,808,Reflexive,Direct object,Match,-0.5,0.5
1,10,cond3,6,1144,Post-reflexive,Direct object,Match,-0.5,0.5
1,10,cond3,7,647,Others,Direct object,Match,-0.5,0.5
1,10,cond3,8,1009,Others,Direct object,Match,-0.5,0.5
1,11,cond4,0,488,Others,Direct object,Mismatch,-0.5,-0.5
1,11,cond4,1,1688,Others,Direct object,Mismatch,-0.5,-0.5
1,11,cond4,2,816,Others,Direct object,Mismatch,-0.5,-0.5
1,11,cond4,3,984,Others,Direct object,Mismatch,-0.5,-0.5
1,11,cond4,4,1072,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
1,11,cond4,5,1176,Reflexive,Direct object,Mismatch,-0.5,-0.5
1,11,cond4,6,871,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
1,11,cond4,7,777,Others,Direct object,Mismatch,-0.5,-0.5
1,11,cond4,8,864,Others,Direct object,Mismatch,-0.5,-0.5
1,11,cond4,9,935,Others,Direct object,Mismatch,-0.5,-0.5
1,12,cond1,0,664,Others,Preposition,Match,0.5,0.5
1,12,cond1,1,719,Others,Preposition,Match,0.5,0.5
1,12,cond1,2,633,Others,Preposition,Match,0.5,0.5
1,12,cond1,3,855,Others,Preposition,Match,0.5,0.5
1,12,cond1,4,1105,Pre-reflexive,Preposition,Match,0.5,0.5
1,12,cond1,5,951,Reflexive,Preposition,Match,0.5,0.5
1,12,cond1,6,785,Post-reflexive,Preposition,Match,0.5,0.5
1,12,cond1,7,720,Others,Preposition,Match,0.5,0.5
1,12,cond1,8,712,Others,Preposition,Match,0.5,0.5
1,12,cond1,9,735,Others,Preposition,Match,0.5,0.5
1,13,cond2,0,736,Others,Preposition,Mismatch,0.5,-0.5
1,13,cond2,1,1575,Others,Preposition,Mismatch,0.5,-0.5
1,13,cond2,2,824,Others,Preposition,Mismatch,0.5,-0.5
1,13,cond2,3,897,Others,Preposition,Mismatch,0.5,-0.5
1,13,cond2,4,896,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
1,13,cond2,5,800,Reflexive,Preposition,Mismatch,0.5,-0.5
1,13,cond2,6,848,Post-reflexive,Preposition,Mismatch,0.5,-0.5
1,13,cond2,7,767,Others,Preposition,Mismatch,0.5,-0.5
1,13,cond2,8,913,Others,Preposition,Mismatch,0.5,-0.5
1,13,cond2,9,672,Others,Preposition,Mismatch,0.5,-0.5
1,13,cond2,10,728,Others,Preposition,Mismatch,0.5,-0.5
1,14,cond3,0,1999,Others,Direct object,Match,-0.5,0.5
1,14,cond3,1,1136,Others,Direct object,Match,-0.5,0.5
1,14,cond3,2,2200,Others,Direct object,Match,-0.5,0.5
1,14,cond3,3,2104,Others,Direct object,Match,-0.5,0.5
1,14,cond3,4,1896,Pre-reflexive,Direct object,Match,-0.5,0.5
1,14,cond3,5,1008,Reflexive,Direct object,Match,-0.5,0.5
1,14,cond3,6,992,Post-reflexive,Direct object,Match,-0.5,0.5
1,14,cond3,7,1808,Others,Direct object,Match,-0.5,0.5
1,15,cond4,0,671,Others,Direct object,Mismatch,-0.5,-0.5
1,15,cond4,1,1233,Others,Direct object,Mismatch,-0.5,-0.5
1,15,cond4,2,863,Others,Direct object,Mismatch,-0.5,-0.5
1,15,cond4,3,696,Others,Direct object,Mismatch,-0.5,-0.5
1,15,cond4,4,1072,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
1,15,cond4,5,929,Reflexive,Direct object,Mismatch,-0.5,-0.5
1,15,cond4,6,655,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
1,15,cond4,7,896,Others,Direct object,Mismatch,-0.5,-0.5
1,15,cond4,8,793,Others,Direct object,Mismatch,-0.5,-0.5
1,15,cond4,9,1103,Others,Direct object,Mismatch,-0.5,-0.5
1,16,cond1,0,567,Others,Preposition,Match,0.5,0.5
1,16,cond1,1,632,Others,Preposition,Match,0.5,0.5
1,16,cond1,2,847,Others,Preposition,Match,0.5,0.5
1,16,cond1,3,888,Others,Preposition,Match,0.5,0.5
1,16,cond1,4,1145,Pre-reflexive,Preposition,Match,0.5,0.5
1,16,cond1,5,1119,Reflexive,Preposition,Match,0.5,0.5
1,16,cond1,6,1329,Post-reflexive,Preposition,Match,0.5,0.5
1,16,cond1,7,NA,Others,Preposition,Match,0.5,0.5
1,16,cond1,8,NA,Others,Preposition,Match,0.5,0.5
1,17,cond2,0,560,Others,Preposition,Mismatch,0.5,-0.5
1,17,cond2,1,688,Others,Preposition,Mismatch,0.5,-0.5
1,17,cond2,2,640,Others,Preposition,Mismatch,0.5,-0.5
1,17,cond2,3,799,Others,Preposition,Mismatch,0.5,-0.5
1,17,cond2,4,641,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
1,17,cond2,5,728,Reflexive,Preposition,Mismatch,0.5,-0.5
1,17,cond2,6,944,Post-reflexive,Preposition,Mismatch,0.5,-0.5
1,17,cond2,7,1039,Others,Preposition,Mismatch,0.5,-0.5
1,17,cond2,8,761,Others,Preposition,Mismatch,0.5,-0.5
1,17,cond2,9,783,Others,Preposition,Mismatch,0.5,-0.5
1,18,cond3,0,631,Others,Direct object,Match,-0.5,0.5
1,18,cond3,1,1056,Others,Direct object,Match,-0.5,0.5
1,18,cond3,2,768,Others,Direct object,Match,-0.5,0.5
1,18,cond3,3,736,Others,Direct object,Match,-0.5,0.5
1,18,cond3,4,2000,Pre-reflexive,Direct object,Match,-0.5,0.5
1,18,cond3,5,992,Reflexive,Direct object,Match,-0.5,0.5
1,18,cond3,6,744,Post-reflexive,Direct object,Match,-0.5,0.5
1,18,cond3,7,1401,Others,Direct object,Match,-0.5,0.5
1,19,cond4,0,559,Others,Direct object,Mismatch,-0.5,-0.5
1,19,cond4,1,1424,Others,Direct object,Mismatch,-0.5,-0.5
1,19,cond4,2,1344,Others,Direct object,Mismatch,-0.5,-0.5
1,19,cond4,3,1032,Others,Direct object,Mismatch,-0.5,-0.5
1,19,cond4,4,1296,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
1,19,cond4,5,1160,Reflexive,Direct object,Mismatch,-0.5,-0.5
1,19,cond4,6,800,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
1,19,cond4,7,872,Others,Direct object,Mismatch,-0.5,-0.5
1,19,cond4,8,640,Others,Direct object,Mismatch,-0.5,-0.5
1,19,cond4,9,1016,Others,Direct object,Mismatch,-0.5,-0.5
1,20,cond1,0,598,Others,Preposition,Match,0.5,0.5
1,20,cond1,1,993,Others,Preposition,Match,0.5,0.5
1,20,cond1,2,784,Others,Preposition,Match,0.5,0.5
1,20,cond1,3,999,Others,Preposition,Match,0.5,0.5
1,20,cond1,4,1041,Pre-reflexive,Preposition,Match,0.5,0.5
1,20,cond1,5,839,Reflexive,Preposition,Match,0.5,0.5
1,20,cond1,6,1192,Post-reflexive,Preposition,Match,0.5,0.5
1,20,cond1,7,657,Others,Preposition,Match,0.5,0.5
1,20,cond1,8,784,Others,Preposition,Match,0.5,0.5
1,21,cond2,0,494,Others,Preposition,Mismatch,0.5,-0.5
1,21,cond2,1,953,Others,Preposition,Mismatch,0.5,-0.5
1,21,cond2,2,816,Others,Preposition,Mismatch,0.5,-0.5
1,21,cond2,3,928,Others,Preposition,Mismatch,0.5,-0.5
1,21,cond2,4,1040,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
1,21,cond2,5,831,Reflexive,Preposition,Mismatch,0.5,-0.5
1,21,cond2,6,584,Post-reflexive,Preposition,Mismatch,0.5,-0.5
1,21,cond2,7,928,Others,Preposition,Mismatch,0.5,-0.5
1,21,cond2,8,1121,Others,Preposition,Mismatch,0.5,-0.5
1,21,cond2,9,1048,Others,Preposition,Mismatch,0.5,-0.5
1,22,cond3,0,751,Others,Direct object,Match,-0.5,0.5
1,22,cond3,1,1089,Others,Direct object,Match,-0.5,0.5
1,22,cond3,2,1447,Others,Direct object,Match,-0.5,0.5
1,22,cond3,3,1129,Others,Direct object,Match,-0.5,0.5
1,22,cond3,4,1143,Pre-reflexive,Direct object,Match,-0.5,0.5
1,22,cond3,5,3280,Reflexive,Direct object,Match,-0.5,0.5
1,22,cond3,6,880,Post-reflexive,Direct object,Match,-0.5,0.5
1,22,cond3,7,992,Others,Direct object,Match,-0.5,0.5
1,22,cond3,8,833,Others,Direct object,Match,-0.5,0.5
1,22,cond3,9,2216,Others,Direct object,Match,-0.5,0.5
1,23,cond4,0,695,Others,Direct object,Mismatch,-0.5,-0.5
1,23,cond4,1,1048,Others,Direct object,Mismatch,-0.5,-0.5
1,23,cond4,2,792,Others,Direct object,Mismatch,-0.5,-0.5
1,23,cond4,3,753,Others,Direct object,Mismatch,-0.5,-0.5
1,23,cond4,4,807,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
1,23,cond4,5,920,Reflexive,Direct object,Mismatch,-0.5,-0.5
1,23,cond4,6,776,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
1,23,cond4,7,624,Others,Direct object,Mismatch,-0.5,-0.5
1,23,cond4,8,896,Others,Direct object,Mismatch,-0.5,-0.5
1,24,cond1,0,559,Others,Preposition,Match,0.5,0.5
1,24,cond1,1,672,Others,Preposition,Match,0.5,0.5
1,24,cond1,2,919,Others,Preposition,Match,0.5,0.5
1,24,cond1,3,1002,Others,Preposition,Match,0.5,0.5
1,24,cond1,4,863,Pre-reflexive,Preposition,Match,0.5,0.5
1,24,cond1,5,824,Reflexive,Preposition,Match,0.5,0.5
1,24,cond1,6,760,Post-reflexive,Preposition,Match,0.5,0.5
1,24,cond1,7,752,Others,Preposition,Match,0.5,0.5
1,24,cond1,8,696,Others,Preposition,Match,0.5,0.5
1,24,cond1,9,736,Others,Preposition,Match,0.5,0.5
1,24,cond1,10,737,Others,Preposition,Match,0.5,0.5
1,24,cond1,11,799,Others,Preposition,Match,0.5,0.5
2,1,cond1,0,518,Others,Preposition,Match,0.5,0.5
2,1,cond1,1,563,Others,Preposition,Match,0.5,0.5
2,1,cond1,2,688,Others,Preposition,Match,0.5,0.5
2,1,cond1,3,804,Others,Preposition,Match,0.5,0.5
2,1,cond1,4,652,Pre-reflexive,Preposition,Match,0.5,0.5
2,1,cond1,5,704,Reflexive,Preposition,Match,0.5,0.5
2,1,cond1,6,713,Post-reflexive,Preposition,Match,0.5,0.5
2,1,cond1,7,548,Others,Preposition,Match,0.5,0.5
2,1,cond1,8,550,Others,Preposition,Match,0.5,0.5
2,2,cond2,0,631,Others,Preposition,Mismatch,0.5,-0.5
2,2,cond2,1,505,Others,Preposition,Mismatch,0.5,-0.5
2,2,cond2,2,771,Others,Preposition,Mismatch,0.5,-0.5
2,2,cond2,3,595,Others,Preposition,Mismatch,0.5,-0.5
2,2,cond2,4,543,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
2,2,cond2,5,1225,Reflexive,Preposition,Mismatch,0.5,-0.5
2,2,cond2,6,1224,Post-reflexive,Preposition,Mismatch,0.5,-0.5
2,2,cond2,7,573,Others,Preposition,Mismatch,0.5,-0.5
2,2,cond2,8,951,Others,Preposition,Mismatch,0.5,-0.5
2,3,cond3,0,470,Others,Direct object,Match,-0.5,0.5
2,3,cond3,1,637,Others,Direct object,Match,-0.5,0.5
2,3,cond3,2,604,Others,Direct object,Match,-0.5,0.5
2,3,cond3,3,1217,Others,Direct object,Match,-0.5,0.5
2,3,cond3,4,843,Pre-reflexive,Direct object,Match,-0.5,0.5
2,3,cond3,5,423,Reflexive,Direct object,Match,-0.5,0.5
2,3,cond3,6,1463,Post-reflexive,Direct object,Match,-0.5,0.5
2,3,cond3,7,828,Others,Direct object,Match,-0.5,0.5
2,3,cond3,8,753,Others,Direct object,Match,-0.5,0.5
2,3,cond3,9,813,Others,Direct object,Match,-0.5,0.5
2,4,cond4,0,464,Others,Direct object,Mismatch,-0.5,-0.5
2,4,cond4,1,527,Others,Direct object,Mismatch,-0.5,-0.5
2,4,cond4,2,753,Others,Direct object,Mismatch,-0.5,-0.5
2,4,cond4,3,674,Others,Direct object,Mismatch,-0.5,-0.5
2,4,cond4,4,1042,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
2,4,cond4,5,686,Reflexive,Direct object,Mismatch,-0.5,-0.5
2,4,cond4,6,936,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
2,4,cond4,7,598,Others,Direct object,Mismatch,-0.5,-0.5
2,5,cond1,0,506,Others,Preposition,Match,0.5,0.5
2,5,cond1,1,621,Others,Preposition,Match,0.5,0.5
2,5,cond1,2,591,Others,Preposition,Match,0.5,0.5
2,5,cond1,3,762,Others,Preposition,Match,0.5,0.5
2,5,cond1,4,751,Pre-reflexive,Preposition,Match,0.5,0.5
2,5,cond1,5,1642,Reflexive,Preposition,Match,0.5,0.5
2,5,cond1,6,678,Post-reflexive,Preposition,Match,0.5,0.5
2,5,cond1,7,840,Others,Preposition,Match,0.5,0.5
2,5,cond1,8,831,Others,Preposition,Match,0.5,0.5
2,6,cond2,0,477,Others,Preposition,Mismatch,0.5,-0.5
2,6,cond2,1,733,Others,Preposition,Mismatch,0.5,-0.5
2,6,cond2,2,658,Others,Preposition,Mismatch,0.5,-0.5
2,6,cond2,3,557,Others,Preposition,Mismatch,0.5,-0.5
2,6,cond2,4,635,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
2,6,cond2,5,879,Reflexive,Preposition,Mismatch,0.5,-0.5
2,6,cond2,6,656,Post-reflexive,Preposition,Mismatch,0.5,-0.5
2,6,cond2,7,740,Others,Preposition,Mismatch,0.5,-0.5
2,6,cond2,8,983,Others,Preposition,Mismatch,0.5,-0.5
2,7,cond3,0,591,Others,Direct object,Match,-0.5,0.5
2,7,cond3,1,857,Others,Direct object,Match,-0.5,0.5
2,7,cond3,2,893,Others,Direct object,Match,-0.5,0.5
2,7,cond3,3,615,Others,Direct object,Match,-0.5,0.5
2,7,cond3,4,623,Pre-reflexive,Direct object,Match,-0.5,0.5
2,7,cond3,5,660,Reflexive,Direct object,Match,-0.5,0.5
2,7,cond3,6,696,Post-reflexive,Direct object,Match,-0.5,0.5
2,7,cond3,7,501,Others,Direct object,Match,-0.5,0.5
2,7,cond3,8,548,Others,Direct object,Match,-0.5,0.5
2,7,cond3,9,682,Others,Direct object,Match,-0.5,0.5
2,8,cond4,0,511,Others,Direct object,Mismatch,-0.5,-0.5
2,8,cond4,1,692,Others,Direct object,Mismatch,-0.5,-0.5
2,8,cond4,2,689,Others,Direct object,Mismatch,-0.5,-0.5
2,8,cond4,3,652,Others,Direct object,Mismatch,-0.5,-0.5
2,8,cond4,4,554,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
2,8,cond4,5,656,Reflexive,Direct object,Mismatch,-0.5,-0.5
2,8,cond4,6,492,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
2,8,cond4,7,684,Others,Direct object,Mismatch,-0.5,-0.5
2,8,cond4,8,579,Others,Direct object,Mismatch,-0.5,-0.5
2,8,cond4,9,786,Others,Direct object,Mismatch,-0.5,-0.5
2,9,cond1,0,511,Others,Preposition,Match,0.5,0.5
2,9,cond1,1,723,Others,Preposition,Match,0.5,0.5
2,9,cond1,2,783,Others,Preposition,Match,0.5,0.5
2,9,cond1,3,589,Others,Preposition,Match,0.5,0.5
2,9,cond1,4,686,Pre-reflexive,Preposition,Match,0.5,0.5
2,9,cond1,5,667,Reflexive,Preposition,Match,0.5,0.5
2,9,cond1,6,783,Post-reflexive,Preposition,Match,0.5,0.5
2,9,cond1,7,579,Others,Preposition,Match,0.5,0.5
2,9,cond1,8,508,Others,Preposition,Match,0.5,0.5
2,10,cond2,0,467,Others,Preposition,Mismatch,0.5,-0.5
2,10,cond2,1,667,Others,Preposition,Mismatch,0.5,-0.5
2,10,cond2,2,588,Others,Preposition,Mismatch,0.5,-0.5
2,10,cond2,3,560,Others,Preposition,Mismatch,0.5,-0.5
2,10,cond2,4,877,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
2,10,cond2,5,609,Reflexive,Preposition,Mismatch,0.5,-0.5
2,10,cond2,6,2774,Post-reflexive,Preposition,Mismatch,0.5,-0.5
2,10,cond2,7,879,Others,Preposition,Mismatch,0.5,-0.5
2,10,cond2,8,667,Others,Preposition,Mismatch,0.5,-0.5
2,11,cond3,0,477,Others,Direct object,Match,-0.5,0.5
2,11,cond3,1,572,Others,Direct object,Match,-0.5,0.5
2,11,cond3,2,855,Others,Direct object,Match,-0.5,0.5
2,11,cond3,3,521,Others,Direct object,Match,-0.5,0.5
2,11,cond3,4,1062,Pre-reflexive,Direct object,Match,-0.5,0.5
2,11,cond3,5,631,Reflexive,Direct object,Match,-0.5,0.5
2,11,cond3,6,535,Post-reflexive,Direct object,Match,-0.5,0.5
2,11,cond3,7,599,Others,Direct object,Match,-0.5,0.5
2,11,cond3,8,809,Others,Direct object,Match,-0.5,0.5
2,11,cond3,9,555,Others,Direct object,Match,-0.5,0.5
2,12,cond4,0,475,Others,Direct object,Mismatch,-0.5,-0.5
2,12,cond4,1,521,Others,Direct object,Mismatch,-0.5,-0.5
2,12,cond4,2,623,Others,Direct object,Mismatch,-0.5,-0.5
2,12,cond4,3,922,Others,Direct object,Mismatch,-0.5,-0.5
2,12,cond4,4,1620,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
2,12,cond4,5,657,Reflexive,Direct object,Mismatch,-0.5,-0.5
2,12,cond4,6,582,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
2,12,cond4,7,611,Others,Direct object,Mismatch,-0.5,-0.5
2,12,cond4,8,427,Others,Direct object,Mismatch,-0.5,-0.5
2,12,cond4,9,530,Others,Direct object,Mismatch,-0.5,-0.5
2,13,cond1,0,416,Others,Preposition,Match,0.5,0.5
2,13,cond1,1,574,Others,Preposition,Match,0.5,0.5
2,13,cond1,2,504,Others,Preposition,Match,0.5,0.5
2,13,cond1,3,524,Others,Preposition,Match,0.5,0.5
2,13,cond1,4,641,Pre-reflexive,Preposition,Match,0.5,0.5
2,13,cond1,5,635,Reflexive,Preposition,Match,0.5,0.5
2,13,cond1,6,577,Post-reflexive,Preposition,Match,0.5,0.5
2,13,cond1,7,505,Others,Preposition,Match,0.5,0.5
2,13,cond1,8,802,Others,Preposition,Match,0.5,0.5
2,13,cond1,9,554,Others,Preposition,Match,0.5,0.5
2,13,cond1,10,505,Others,Preposition,Match,0.5,0.5
2,14,cond2,0,541,Others,Preposition,Mismatch,0.5,-0.5
2,14,cond2,1,1229,Others,Preposition,Mismatch,0.5,-0.5
2,14,cond2,2,687,Others,Preposition,Mismatch,0.5,-0.5
2,14,cond2,3,637,Others,Preposition,Mismatch,0.5,-0.5
2,14,cond2,4,613,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
2,14,cond2,5,1074,Reflexive,Preposition,Mismatch,0.5,-0.5
2,14,cond2,6,643,Post-reflexive,Preposition,Mismatch,0.5,-0.5
2,14,cond2,7,574,Others,Preposition,Mismatch,0.5,-0.5
2,15,cond3,0,413,Others,Direct object,Match,-0.5,0.5
2,15,cond3,1,616,Others,Direct object,Match,-0.5,0.5
2,15,cond3,2,676,Others,Direct object,Match,-0.5,0.5
2,15,cond3,3,NA,Others,Direct object,Match,-0.5,0.5
2,15,cond3,4,NA,Pre-reflexive,Direct object,Match,-0.5,0.5
2,15,cond3,5,NA,Reflexive,Direct object,Match,-0.5,0.5
2,15,cond3,6,NA,Post-reflexive,Direct object,Match,-0.5,0.5
2,15,cond3,7,NA,Others,Direct object,Match,-0.5,0.5
2,15,cond3,8,NA,Others,Direct object,Match,-0.5,0.5
2,15,cond3,9,NA,Others,Direct object,Match,-0.5,0.5
2,16,cond4,0,461,Others,Direct object,Mismatch,-0.5,-0.5
2,16,cond4,1,540,Others,Direct object,Mismatch,-0.5,-0.5
2,16,cond4,2,646,Others,Direct object,Mismatch,-0.5,-0.5
2,16,cond4,3,700,Others,Direct object,Mismatch,-0.5,-0.5
2,16,cond4,4,680,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
2,16,cond4,5,987,Reflexive,Direct object,Mismatch,-0.5,-0.5
2,16,cond4,6,444,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
2,16,cond4,7,560,Others,Direct object,Mismatch,-0.5,-0.5
2,16,cond4,8,977,Others,Direct object,Mismatch,-0.5,-0.5
2,17,cond1,0,513,Others,Preposition,Match,0.5,0.5
2,17,cond1,1,476,Others,Preposition,Match,0.5,0.5
2,17,cond1,2,616,Others,Preposition,Match,0.5,0.5
2,17,cond1,3,635,Others,Preposition,Match,0.5,0.5
2,17,cond1,4,475,Pre-reflexive,Preposition,Match,0.5,0.5
2,17,cond1,5,564,Reflexive,Preposition,Match,0.5,0.5
2,17,cond1,6,533,Post-reflexive,Preposition,Match,0.5,0.5
2,17,cond1,7,968,Others,Preposition,Match,0.5,0.5
2,17,cond1,8,532,Others,Preposition,Match,0.5,0.5
2,17,cond1,9,697,Others,Preposition,Match,0.5,0.5
2,18,cond2,0,430,Others,Preposition,Mismatch,0.5,-0.5
2,18,cond2,1,564,Others,Preposition,Mismatch,0.5,-0.5
2,18,cond2,2,614,Others,Preposition,Mismatch,0.5,-0.5
2,18,cond2,3,673,Others,Preposition,Mismatch,0.5,-0.5
2,18,cond2,4,819,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
2,18,cond2,5,649,Reflexive,Preposition,Mismatch,0.5,-0.5
2,18,cond2,6,611,Post-reflexive,Preposition,Mismatch,0.5,-0.5
2,18,cond2,7,716,Others,Preposition,Mismatch,0.5,-0.5
