Subject,Item,Condition,Word,RT,RegionP,PositionP,DistractorP,Position,Distractor
38,17,cond4,5,953,Reflexive,Direct object,Mismatch,-0.5,-0.5
38,17,cond4,6,872,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
38,17,cond4,7,800,Others,Direct object,Mismatch,-0.5,-0.5
38,17,cond4,8,864,Others,Direct object,Mismatch,-0.5,-0.5
38,17,cond4,9,1025,Others,Direct object,Mismatch,-0.5,-0.5
38,18,cond1,0,551,Others,Preposition,Match,0.5,0.5
38,18,cond1,1,697,Others,Preposition,Match,0.5,0.5
38,18,cond1,2,616,Others,Preposition,Match,0.5,0.5
38,18,cond1,3,664,Others,Preposition,Match,0.5,0.5
38,18,cond1,4,736,Pre-reflexive,Preposition,Match,0.5,0.5
38,18,cond1,5,711,Reflexive,Preposition,Match,0.5,0.5
38,18,cond1,6,841,Post-reflexive,Preposition,Match,0.5,0.5
38,18,cond1,7,792,Others,Preposition,Match,0.5,0.5
38,19,cond2,0,527,Others,Preposition,Mismatch,0.5,-0.5
38,19,cond2,1,736,Others,Preposition,Mismatch,0.5,-0.5
38,19,cond2,2,656,Others,Preposition,Mismatch,0.5,-0.5
38,19,cond2,3,673,Others,Preposition,Mismatch,0.5,-0.5
38,19,cond2,4,NA,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
38,19,cond2,5,NA,Reflexive,Preposition,Mismatch,0.5,-0.5
38,19,cond2,6,NA,Post-reflexive,Preposition,Mismatch,0.5,-0.5
38,19,cond2,7,NA,Others,Preposition,Mismatch,0.5,-0.5
38,19,cond2,8,NA,Others,Preposition,Mismatch,0.5,-0.5
38,19,cond2,9,NA,Others,Preposition,Mismatch,0.5,-0.5
38,20,cond3,0,704,Others,Direct object,Match,-0.5,0.5
38,20,cond3,1,880,Others,Direct object,Match,-0.5,0.5
38,20,cond3,2,720,Others,Direct object,Match,-0.5,0.5
38,20,cond3,3,608,Others,Direct object,Match,-0.5,0.5
38,20,cond3,4,656,Pre-reflexive,Direct object,Match,-0.5,0.5
38,20,cond3,5,577,Reflexive,Direct object,Match,-0.5,0.5
38,20,cond3,6,671,Post-reflexive,Direct object,Match,-0.5,0.5
38,20,cond3,7,617,Others,Direct object,Match,-0.5,0.5
38,20,cond3,8,632,Others,Direct object,Match,-0.5,0.5
38,21,cond4,0,616,Others,Direct object,Mismatch,-0.5,-0.5
38,21,cond4,1,704,Others,Direct object,Mismatch,-0.5,-0.5
38,21,cond4,2,840,Others,Direct object,Mismatch,-0.5,-0.5
38,21,cond4,3,680,Others,Direct object,Mismatch,-0.5,-0.5
38,21,cond4,4,688,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
38,21,cond4,5,833,Reflexive,Direct object,Mismatch,-0.5,-0.5
38,21,cond4,6,665,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
38,21,cond4,7,822,Others,Direct object,Mismatch,-0.5,-0.5
38,21,cond4,8,704,Others,Direct object,Mismatch,-0.5,-0.5
38,21,cond4,9,776,Others,Direct object,Mismatch,-0.5,-0.5
38,22,cond1,0,535,Others,Preposition,Match,0.5,0.5
38,22,cond1,1,1280,Others,Preposition,Match,0.5,0.5
38,22,cond1,2,977,Others,Preposition,Match,0.5,0.5
38,22,cond1,3,704,Others,Preposition,Match,0.5,0.5
38,22,cond1,4,752,Pre-reflexive,Preposition,Match,0.5,0.5
38,22,cond1,5,568,Reflexive,Preposition,Match,0.5,0.5
38,22,cond1,6,776,Post-reflexive,Preposition,Match,0.5,0.5
38,22,cond1,7,696,Others,Preposition,Match,0.5,0.5
38,22,cond1,8,792,Others,Preposition,Match,0.5,0.5
38,22,cond1,9,608,Others,Preposition,Match,0.5,0.5
38,23,cond2,0,615,Others,Preposition,Mismatch,0.5,-0.5
38,23,cond2,1,544,Others,Preposition,Mismatch,0.5,-0.5
38,23,cond2,2,759,Others,Preposition,Mismatch,0.5,-0.5
38,23,cond2,3,745,Others,Preposition,Mismatch,0.5,-0.5
38,23,cond2,4,825,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
38,23,cond2,5,639,Reflexive,Preposition,Mismatch,0.5,-0.5
38,23,cond2,6,1081,Post-reflexive,Preposition,Mismatch,0.5,-0.5
38,23,cond2,7,736,Others,Preposition,Mismatch,0.5,-0.5
38,23,cond2,8,720,Others,Preposition,Mismatch,0.5,-0.5
38,24,cond3,0,559,Others,Direct object,Match,-0.5,0.5
38,24,cond3,1,753,Others,Direct object,Match,-0.5,0.5
38,24,cond3,2,903,Others,Direct object,Match,-0.5,0.5
38,24,cond3,3,809,Others,Direct object,Match,-0.5,0.5
38,24,cond3,4,1376,Pre-reflexive,Direct object,Match,-0.5,0.5
38,24,cond3,5,800,Reflexive,Direct object,Match,-0.5,0.5
38,24,cond3,6,760,Post-reflexive,Direct object,Match,-0.5,0.5
38,24,cond3,7,648,Others,Direct object,Match,-0.5,0.5
38,24,cond3,8,649,Others,Direct object,Match,-0.5,0.5
38,24,cond3,9,759,Others,Direct object,Match,-0.5,0.5
38,24,cond3,10,585,Others,Direct object,Match,-0.5,0.5
38,24,cond3,11,664,Others,Direct object,Match,-0.5,0.5
39,1,cond4,0,492,Others,Direct object,Mismatch,-0.5,-0.5
39,1,cond4,1,826,Others,Direct object,Mismatch,-0.5,-0.5
39,1,cond4,2,807,Others,Direct object,Mismatch,-0.5,-0.5
39,1,cond4,3,633,Others,Direct object,Mismatch,-0.5,-0.5
39,1,cond4,4,950,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
39,1,cond4,5,2711,Reflexive,Direct object,Mismatch,-0.5,-0.5
39,1,cond4,6,NA,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
39,1,cond4,7,NA,Others,Direct object,Mismatch,-0.5,-0.5
39,1,cond4,8,NA,Others,Direct object,Mismatch,-0.5,-0.5
39,2,cond1,0,538,Others,Preposition,Match,0.5,0.5
39,2,cond1,1,901,Others,Preposition,Match,0.5,0.5
39,2,cond1,2,546,Others,Preposition,Match,0.5,0.5
39,2,cond1,3,884,Others,Preposition,Match,0.5,0.5
39,2,cond1,4,4473,Pre-reflexive,Preposition,Match,0.5,0.5
39,2,cond1,5,52214,Reflexive,Preposition,Match,0.5,0.5
39,2,cond1,6,609,Post-reflexive,Preposition,Match,0.5,0.5
39,2,cond1,7,622,Others,Preposition,Match,0.5,0.5
39,2,cond1,8,516,Others,Preposition,Match,0.5,0.5
39,3,cond2,0,1647,Others,Preposition,Mismatch,0.5,-0.5
39,3,cond2,1,612,Others,Preposition,Mismatch,0.5,-0.5
39,3,cond2,2,644,Others,Preposition,Mismatch,0.5,-0.5
39,3,cond2,3,968,Others,Preposition,Mismatch,0.5,-0.5
39,3,cond2,4,830,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
39,3,cond2,5,979,Reflexive,Preposition,Mismatch,0.5,-0.5
39,3,cond2,6,826,Post-reflexive,Preposition,Mismatch,0.5,-0.5
39,3,cond2,7,727,Others,Preposition,Mismatch,0.5,-0.5
39,3,cond2,8,645,Others,Preposition,Mismatch,0.5,-0.5
39,3,cond2,9,1123,Others,Preposition,Mismatch,0.5,-0.5
39,4,cond3,0,638,Others,Direct object,Match,-0.5,0.5
39,4,cond3,1,1273,Others,Direct object,Match,-0.5,0.5
39,4,cond3,2,792,Others,Direct object,Match,-0.5,0.5
39,4,cond3,3,778,Others,Direct object,Match,-0.5,0.5
39,4,cond3,4,635,Pre-reflexive,Direct object,Match,-0.5,0.5
39,4,cond3,5,706,Reflexive,Direct object,Match,-0.5,0.5
39,4,cond3,6,761,Post-reflexive,Direct object,Match,-0.5,0.5
39,4,cond3,7,673,Others,Direct object,Match,-0.5,0.5
39,5,cond4,0,1956,Others,Direct object,Mismatch,-0.5,-0.5
39,5,cond4,1,849,Others,Direct object,Mismatch,-0.5,-0.5
39,5,cond4,2,2620,Others,Direct object,Mismatch,-0.5,-0.5
39,5,cond4,3,810,Others,Direct object,Mismatch,-0.5,-0.5
39,5,cond4,4,737,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
39,5,cond4,5,813,Reflexive,Direct object,Mismatch,-0.5,-0.5
39,5,cond4,6,692,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
39,5,cond4,7,843,Others,Direct object,Mismatch,-0.5,-0.5
39,5,cond4,8,1062,Others,Direct object,Mismatch,-0.5,-0.5
39,6,cond1,0,646,Others,Preposition,Match,0.5,0.5
39,6,cond1,1,684,Others,Preposition,Match,0.5,0.5
39,6,cond1,2,1009,Others,Preposition,Match,0.5,0.5
39,6,cond1,3,1107,Others,Preposition,Match,0.5,0.5
39,6,cond1,4,898,Pre-reflexive,Preposition,Match,0.5,0.5
39,6,cond1,5,1354,Reflexive,Preposition,Match,0.5,0.5
39,6,cond1,6,1207,Post-reflexive,Preposition,Match,0.5,0.5
39,6,cond1,7,733,Others,Preposition,Match,0.5,0.5
39,6,cond1,8,616,Others,Preposition,Match,0.5,0.5
39,7,cond2,0,493,Others,Preposition,Mismatch,0.5,-0.5
39,7,cond2,1,1051,Others,Preposition,Mismatch,0.5,-0.5
39,7,cond2,2,857,Others,Preposition,Mismatch,0.5,-0.5
39,7,cond2,3,835,Others,Preposition,Mismatch,0.5,-0.5
39,7,cond2,4,696,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
39,7,cond2,5,709,Reflexive,Preposition,Mismatch,0.5,-0.5
39,7,cond2,6,747,Post-reflexive,Preposition,Mismatch,0.5,-0.5
39,7,cond2,7,1293,Others,Preposition,Mismatch,0.5,-0.5
39,7,cond2,8,NA,Others,Preposition,Mismatch,0.5,-0.5
39,7,cond2,9,NA,Others,Preposition,Mismatch,0.5,-0.5
39,8,cond3,0,1194,Others,Direct object,Match,-0.5,0.5
39,8,cond3,1,913,Others,Direct object,Match,-0.5,0.5
39,8,cond3,2,980,Others,Direct object,Match,-0.5,0.5
39,8,cond3,3,587,Others,Direct object,Match,-0.5,0.5
39,8,cond3,4,818,Pre-reflexive,Direct object,Match,-0.5,0.5
39,8,cond3,5,542,Reflexive,Direct object,Match,-0.5,0.5
39,8,cond3,6,620,Post-reflexive,Direct object,Match,-0.5,0.5
39,8,cond3,7,2422,Others,Direct object,Match,-0.5,0.5
39,8,cond3,8,656,Others,Direct object,Match,-0.5,0.5
39,8,cond3,9,633,Others,Direct object,Match,-0.5,0.5
39,9,cond4,0,512,Others,Direct object,Mismatch,-0.5,-0.5
39,9,cond4,1,798,Others,Direct object,Mismatch,-0.5,-0.5
39,9,cond4,2,1235,Others,Direct object,Mismatch,-0.5,-0.5
39,9,cond4,3,634,Others,Direct object,Mismatch,-0.5,-0.5
39,9,cond4,4,695,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
39,9,cond4,5,1089,Reflexive,Direct object,Mismatch,-0.5,-0.5
39,9,cond4,6,1034,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
39,9,cond4,7,552,Others,Direct object,Mismatch,-0.5,-0.5
39,9,cond4,8,990,Others,Direct object,Mismatch,-0.5,-0.5
39,10,cond1,0,543,Others,Preposition,Match,0.5,0.5
39,10,cond1,1,745,Others,Preposition,Match,0.5,0.5
39,10,cond1,2,668,Others,Preposition,Match,0.5,0.5
39,10,cond1,3,787,Others,Preposition,Match,0.5,0.5
39,10,cond1,4,860,Pre-reflexive,Preposition,Match,0.5,0.5
39,10,cond1,5,935,Reflexive,Preposition,Match,0.5,0.5
39,10,cond1,6,706,Post-reflexive,Preposition,Match,0.5,0.5
39,10,cond1,7,521,Others,Preposition,Match,0.5,0.5
39,10,cond1,8,685,Others,Preposition,Match,0.5,0.5
39,11,cond2,0,1990,Others,Preposition,Mismatch,0.5,-0.5
39,11,cond2,1,764,Others,Preposition,Mismatch,0.5,-0.5
39,11,cond2,2,740,Others,Preposition,Mismatch,0.5,-0.5
39,11,cond2,3,868,Others,Preposition,Mismatch,0.5,-0.5
39,11,cond2,4,1946,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
39,11,cond2,5,1107,Reflexive,Preposition,Mismatch,0.5,-0.5
39,11,cond2,6,1187,Post-reflexive,Preposition,Mismatch,0.5,-0.5
39,11,cond2,7,779,Others,Preposition,Mismatch,0.5,-0.5
39,11,cond2,8,636,Others,Preposition,Mismatch,0.5,-0.5
39,11,cond2,9,807,Others,Preposition,Mismatch,0.5,-0.5
39,12,cond3,0,865,Others,Direct object,Match,-0.5,0.5
39,12,cond3,1,867,Others,Direct object,Match,-0.5,0.5
39,12,cond3,2,649,Others,Direct object,Match,-0.5,0.5
39,12,cond3,3,1724,Others,Direct object,Match,-0.5,0.5
39,12,cond3,4,1633,Pre-reflexive,Direct object,Match,-0.5,0.5
39,12,cond3,5,1018,Reflexive,Direct object,Match,-0.5,0.5
39,12,cond3,6,690,Post-reflexive,Direct object,Match,-0.5,0.5
39,12,cond3,7,1210,Others,Direct object,Match,-0.5,0.5
39,12,cond3,8,567,Others,Direct object,Match,-0.5,0.5
39,12,cond3,9,867,Others,Direct object,Match,-0.5,0.5
39,13,cond4,0,491,Others,Direct object,Mismatch,-0.5,-0.5
39,13,cond4,1,574,Others,Direct object,Mismatch,-0.5,-0.5
39,13,cond4,2,809,Others,Direct object,Mismatch,-0.5,-0.5
39,13,cond4,3,715,Others,Direct object,Mismatch,-0.5,-0.5
39,13,cond4,4,842,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
39,13,cond4,5,732,Reflexive,Direct object,Mismatch,-0.5,-0.5
39,13,cond4,6,1124,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
39,13,cond4,7,981,Others,Direct object,Mismatch,-0.5,-0.5
39,13,cond4,8,536,Others,Direct object,Mismatch,-0.5,-0.5
39,13,cond4,9,646,Others,Direct object,Mismatch,-0.5,-0.5
39,13,cond4,10,541,Others,Direct object,Mismatch,-0.5,-0.5
39,14,cond1,0,763,Others,Preposition,Match,0.5,0.5
39,14,cond1,1,2588,Others,Preposition,Match,0.5,0.5
39,14,cond1,2,574,Others,Preposition,Match,0.5,0.5
39,14,cond1,3,668,Others,Preposition,Match,0.5,0.5
39,14,cond1,4,844,Pre-reflexive,Preposition,Match,0.5,0.5
39,14,cond1,5,689,Reflexive,Preposition,Match,0.5,0.5
39,14,cond1,6,776,Post-reflexive,Preposition,Match,0.5,0.5
39,14,cond1,7,1535,Others,Preposition,Match,0.5,0.5
39,15,cond2,0,565,Others,Preposition,Mismatch,0.5,-0.5
39,15,cond2,1,944,Others,Preposition,Mismatch,0.5,-0.5
39,15,cond2,2,618,Others,Preposition,Mismatch,0.5,-0.5
39,15,cond2,3,668,Others,Preposition,Mismatch,0.5,-0.5
39,15,cond2,4,856,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
39,15,cond2,5,642,Reflexive,Preposition,Mismatch,0.5,-0.5
39,15,cond2,6,NA,Post-reflexive,Preposition,Mismatch,0.5,-0.5
39,15,cond2,7,NA,Others,Preposition,Mismatch,0.5,-0.5
39,15,cond2,8,NA,Others,Preposition,Mismatch,0.5,-0.5
39,15,cond2,9,NA,Others,Preposition,Mismatch,0.5,-0.5
39,16,cond3,0,918,Others,Direct object,Match,-0.5,0.5
39,16,cond3,1,864,Others,Direct object,Match,-0.5,0.5
39,16,cond3,2,810,Others,Direct object,Match,-0.5,0.5
39,16,cond3,3,882,Others,Direct object,Match,-0.5,0.5
39,16,cond3,4,865,Pre-reflexive,Direct object,Match,-0.5,0.5
39,16,cond3,5,673,Reflexive,Direct object,Match,-0.5,0.5
39,16,cond3,6,667,Post-reflexive,Direct object,Match,-0.5,0.5
39,16,cond3,7,783,Others,Direct object,Match,-0.5,0.5
39,16,cond3,8,1510,Others,Direct object,Match,-0.5,0.5
39,17,cond4,0,504,Others,Direct object,Mismatch,-0.5,-0.5
39,17,cond4,1,726,Others,Direct object,Mismatch,-0.5,-0.5
39,17,cond4,2,645,Others,Direct object,Mismatch,-0.5,-0.5
39,17,cond4,3,575,Others,Direct object,Mismatch,-0.5,-0.5
39,17,cond4,4,658,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
39,17,cond4,5,668,Reflexive,Direct object,Mismatch,-0.5,-0.5
39,17,cond4,6,657,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
39,17,cond4,7,820,Others,Direct object,Mismatch,-0.5,-0.5
39,17,cond4,8,682,Others,Direct object,Mismatch,-0.5,-0.5
39,17,cond4,9,647,Others,Direct object,Mismatch,-0.5,-0.5
39,18,cond1,0,1558,Others,Preposition,Match,0.5,0.5
39,18,cond1,1,983,Others,Preposition,Match,0.5,0.5
39,18,cond1,2,808,Others,Preposition,Match,0.5,0.5
39,18,cond1,3,1485,Others,Preposition,Match,0.5,0.5
39,18,cond1,4,822,Pre-reflexive,Preposition,Match,0.5,0.5
39,18,cond1,5,1077,Reflexive,Preposition,Match,0.5,0.5
39,18,cond1,6,814,Post-reflexive,Preposition,Match,0.5,0.5
39,18,cond1,7,1387,Others,Preposition,Match,0.5,0.5
39,19,cond2,0,797,Others,Preposition,Mismatch,0.5,-0.5
39,19,cond2,1,1049,Others,Preposition,Mismatch,0.5,-0.5
39,19,cond2,2,575,Others,Preposition,Mismatch,0.5,-0.5
39,19,cond2,3,557,Others,Preposition,Mismatch,0.5,-0.5
39,19,cond2,4,586,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
39,19,cond2,5,549,Reflexive,Preposition,Mismatch,0.5,-0.5
39,19,cond2,6,NA,Post-reflexive,Preposition,Mismatch,0.5,-0.5
39,19,cond2,7,NA,Others,Preposition,Mismatch,0.5,-0.5
39,19,cond2,8,NA,Others,Preposition,Mismatch,0.5,-0.5
39,19,cond2,9,NA,Others,Preposition,Mismatch,0.5,-0.5
39,20,cond3,0,611,Others,Direct object,Match,-0.5,0.5
39,20,cond3,1,644,Others,Direct object,Match,-0.5,0.5
39,20,cond3,2,761,Others,Direct object,Match,-0.5,0.5
39,20,cond3,3,835,Others,Direct object,Match,-0.5,0.5
39,20,cond3,4,935,Pre-reflexive,Direct object,Match,-0.5,0.5
39,20,cond3,5,617,Reflexive,Direct object,Match,-0.5,0.5
39,20,cond3,6,667,Post-reflexive,Direct object,Match,-0.5,0.5
39,20,cond3,7,610,Others,Direct object,Match,-0.5,0.5
39,20,cond3,8,927,Others,Direct object,Match,-0.5,0.5
39,21,cond4,0,480,Others,Direct object,Mismatch,-0.5,-0.5
39,21,cond4,1,811,Others,Direct object,Mismatch,-0.5,-0.5
39,21,cond4,2,764,Others,Direct object,Mismatch,-0.5,-0.5
39,21,cond4,3,873,Others,Direct object,Mismatch,-0.5,-0.5
39,21,cond4,4,748,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
39,21,cond4,5,785,Reflexive,Direct object,Mismatch,-0.5,-0.5
39,21,cond4,6,630,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
39,21,cond4,7,667,Others,Direct object,Mismatch,-0.5,-0.5
39,21,cond4,8,622,Others,Direct object,Mismatch,-0.5,-0.5
39,21,cond4,9,726,Others,Direct object,Mismatch,-0.5,-0.5
39,22,cond1,0,505,Others,Preposition,Match,0.5,0.5
39,22,cond1,1,754,Others,Preposition,Match,0.5,0.5
39,22,cond1,2,658,Others,Preposition,Match,0.5,0.5
39,22,cond1,3,674,Others,Preposition,Match,0.5,0.5
39,22,cond1,4,878,Pre-reflexive,Preposition,Match,0.5,0.5
39,22,cond1,5,931,Reflexive,Preposition,Match,0.5,0.5
39,22,cond1,6,583,Post-reflexive,Preposition,Match,0.5,0.5
39,22,cond1,7,606,Others,Preposition,Match,0.5,0.5
39,22,cond1,8,926,Others,Preposition,Match,0.5,0.5
39,22,cond1,9,834,Others,Preposition,Match,0.5,0.5
39,23,cond2,0,490,Others,Preposition,Mismatch,0.5,-0.5
39,23,cond2,1,847,Others,Preposition,Mismatch,0.5,-0.5
39,23,cond2,2,687,Others,Preposition,Mismatch,0.5,-0.5
39,23,cond2,3,646,Others,Preposition,Mismatch,0.5,-0.5
39,23,cond2,4,1000,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
39,23,cond2,5,1034,Reflexive,Preposition,Mismatch,0.5,-0.5
39,23,cond2,6,487,Post-reflexive,Preposition,Mismatch,0.5,-0.5
39,23,cond2,7,762,Others,Preposition,Mismatch,0.5,-0.5
39,23,cond2,8,615,Others,Preposition,Mismatch,0.5,-0.5
39,24,cond3,0,600,Others,Direct object,Match,-0.5,0.5
39,24,cond3,1,1074,Others,Direct object,Match,-0.5,0.5
39,24,cond3,2,853,Others,Direct object,Match,-0.5,0.5
39,24,cond3,3,684,Others,Direct object,Match,-0.5,0.5
39,24,cond3,4,1196,Pre-reflexive,Direct object,Match,-0.5,0.5
39,24,cond3,5,1185,Reflexive,Direct object,Match,-0.5,0.5
39,24,cond3,6,1003,Post-reflexive,Direct object,Match,-0.5,0.5
39,24,cond3,7,698,Others,Direct object,Match,-0.5,0.5
39,24,cond3,8,833,Others,Direct object,Match,-0.5,0.5
39,24,cond3,9,730,Others,Direct object,Match,-0.5,0.5
39,24,cond3,10,819,Others,Direct object,Match,-0.5,0.5
39,24,cond3,11,916,Others,Direct object,Match,-0.5,0.5
40,1,cond4,0,4660,Others,Direct object,Mismatch,-0.5,-0.5
40,1,cond4,1,667,Others,Direct object,Mismatch,-0.5,-0.5
40,1,cond4,2,1856,Others,Direct object,Mismatch,-0.5,-0.5
40,1,cond4,3,704,Others,Direct object,Mismatch,-0.5,-0.5
40,1,cond4,4,672,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
40,1,cond4,5,3152,Reflexive,Direct object,Mismatch,-0.5,-0.5
40,1,cond4,6,NA,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
40,1,cond4,7,NA,Others,Direct object,Mismatch,-0.5,-0.5
40,1,cond4,8,NA,Others,Direct object,Mismatch,-0.5,-0.5
40,2,cond1,0,1064,Others,Preposition,Match,0.5,0.5
40,2,cond1,1,552,Others,Preposition,Match,0.5,0.5
40,2,cond1,2,816,Others,Preposition,Match,0.5,0.5
40,2,cond1,3,664,Others,Preposition,Match,0.5,0.5
40,2,cond1,4,965,Pre-reflexive,Preposition,Match,0.5,0.5
40,2,cond1,5,1163,Reflexive,Preposition,Match,0.5,0.5
40,2,cond1,6,848,Post-reflexive,Preposition,Match,0.5,0.5
40,2,cond1,7,840,Others,Preposition,Match,0.5,0.5
40,2,cond1,8,1048,Others,Preposition,Match,0.5,0.5
40,3,cond2,0,575,Others,Preposition,Mismatch,0.5,-0.5
40,3,cond2,1,728,Others,Preposition,Mismatch,0.5,-0.5
40,3,cond2,2,9276,Others,Preposition,Mismatch,0.5,-0.5
40,3,cond2,3,644,Others,Preposition,Mismatch,0.5,-0.5
40,3,cond2,4,696,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
40,3,cond2,5,600,Reflexive,Preposition,Mismatch,0.5,-0.5
40,3,cond2,6,456,Post-reflexive,Preposition,Mismatch,0.5,-0.5
40,3,cond2,7,680,Others,Preposition,Mismatch,0.5,-0.5
40,3,cond2,8,616,Others,Preposition,Mismatch,0.5,-0.5
40,3,cond2,9,856,Others,Preposition,Mismatch,0.5,-0.5
40,4,cond3,0,695,Others,Direct object,Match,-0.5,0.5
40,4,cond3,1,672,Others,Direct object,Match,-0.5,0.5
40,4,cond3,2,880,Others,Direct object,Match,-0.5,0.5
40,4,cond3,3,792,Others,Direct object,Match,-0.5,0.5
40,4,cond3,4,688,Pre-reflexive,Direct object,Match,-0.5,0.5
40,4,cond3,5,616,Reflexive,Direct object,Match,-0.5,0.5
40,4,cond3,6,848,Post-reflexive,Direct object,Match,-0.5,0.5
40,4,cond3,7,1592,Others,Direct object,Match,-0.5,0.5
40,5,cond4,0,519,Others,Direct object,Mismatch,-0.5,-0.5
40,5,cond4,1,725,Others,Direct object,Mismatch,-0.5,-0.5
40,5,cond4,2,2331,Others,Direct object,Mismatch,-0.5,-0.5
40,5,cond4,3,585,Others,Direct object,Mismatch,-0.5,-0.5
40,5,cond4,4,703,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
40,5,cond4,5,696,Reflexive,Direct object,Mismatch,-0.5,-0.5
40,5,cond4,6,617,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
40,5,cond4,7,639,Others,Direct object,Mismatch,-0.5,-0.5
40,5,cond4,8,776,Others,Direct object,Mismatch,-0.5,-0.5
40,6,cond1,0,538,Others,Preposition,Match,0.5,0.5
40,6,cond1,1,760,Others,Preposition,Match,0.5,0.5
40,6,cond1,2,1384,Others,Preposition,Match,0.5,0.5
40,6,cond1,3,608,Others,Preposition,Match,0.5,0.5
40,6,cond1,4,NA,Pre-reflexive,Preposition,Match,0.5,0.5
40,6,cond1,5,NA,Reflexive,Preposition,Match,0.5,0.5
40,6,cond1,6,NA,Post-reflexive,Preposition,Match,0.5,0.5
40,6,cond1,7,NA,Others,Preposition,Match,0.5,0.5
40,6,cond1,8,NA,Others,Preposition,Match,0.5,0.5
40,7,cond2,0,503,Others,Preposition,Mismatch,0.5,-0.5
40,7,cond2,1,744,Others,Preposition,Mismatch,0.5,-0.5
40,7,cond2,2,704,Others,Preposition,Mismatch,0.5,-0.5
40,7,cond2,3,968,Others,Preposition,Mismatch,0.5,-0.5
40,7,cond2,4,712,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
40,7,cond2,5,536,Reflexive,Preposition,Mismatch,0.5,-0.5
40,7,cond2,6,664,Post-reflexive,Preposition,Mismatch,0.5,-0.5
40,7,cond2,7,580,Others,Preposition,Mismatch,0.5,-0.5
40,7,cond2,8,460,Others,Preposition,Mismatch,0.5,-0.5
40,7,cond2,9,632,Others,Preposition,Mismatch,0.5,-0.5
40,8,cond3,0,455,Others,Direct object,Match,-0.5,0.5
40,8,cond3,1,728,Others,Direct object,Match,-0.5,0.5
40,8,cond3,2,980,Others,Direct object,Match,-0.5,0.5
40,8,cond3,3,828,Others,Direct object,Match,-0.5,0.5
40,8,cond3,4,856,Pre-reflexive,Direct object,Match,-0.5,0.5
40,8,cond3,5,568,Reflexive,Direct object,Match,-0.5,0.5
40,8,cond3,6,600,Post-reflexive,Direct object,Match,-0.5,0.5
40,8,cond3,7,664,Others,Direct object,Match,-0.5,0.5
40,8,cond3,8,720,Others,Direct object,Match,-0.5,0.5
40,8,cond3,9,536,Others,Direct object,Match,-0.5,0.5
40,9,cond4,0,488,Others,Direct object,Mismatch,-0.5,-0.5
40,9,cond4,1,640,Others,Direct object,Mismatch,-0.5,-0.5
40,9,cond4,2,608,Others,Direct object,Mismatch,-0.5,-0.5
40,9,cond4,3,560,Others,Direct object,Mismatch,-0.5,-0.5
40,9,cond4,4,552,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
40,9,cond4,5,872,Reflexive,Direct object,Mismatch,-0.5,-0.5
40,9,cond4,6,712,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
40,9,cond4,7,708,Others,Direct object,Mismatch,-0.5,-0.5
40,9,cond4,8,556,Others,Direct object,Mismatch,-0.5,-0.5
40,10,cond1,0,1543,Others,Preposition,Match,0.5,0.5
40,10,cond1,1,640,Others,Preposition,Match,0.5,0.5
40,10,cond1,2,704,Others,Preposition,Match,0.5,0.5
40,10,cond1,3,721,Others,Preposition,Match,0.5,0.5
40,10,cond1,4,816,Pre-reflexive,Preposition,Match,0.5,0.5
40,10,cond1,5,480,Reflexive,Preposition,Match,0.5,0.5
40,10,cond1,6,541,Post-reflexive,Preposition,Match,0.5,0.5
40,10,cond1,7,747,Others,Preposition,Match,0.5,0.5
40,10,cond1,8,768,Others,Preposition,Match,0.5,0.5
40,11,cond2,0,547,Others,Preposition,Mismatch,0.5,-0.5
40,11,cond2,1,808,Others,Preposition,Mismatch,0.5,-0.5
40,11,cond2,2,704,Others,Preposition,Mismatch,0.5,-0.5
